objectID,color_eligible,color_analysis_status,primary_image_url,bw_grayscale_ratio,top_color_hex,dominant_colors_hex,dominant_colors_share,color_group_id,color_group_label,no_bg_image_path,no_bg_image_exists,dominant_color_foreground_pixels
3463,True,eligible,https://images.metmuseum.org/CRDImages/ad/original/DP248988.jpg,0.39064800,#020203,"[""#020203"", ""#02030b"", ""#020313"", ""#02031b"", ""#fefefd"", ""#030423"", ""#aba494"", ""#a29c8c""]","[0.038455, 0.031375, 0.027825, 0.02239, 0.016565, 0.014175, 0.013595, 0.011595]",4,blue,/Users/oliviakasmin/Desktop/okasmin-parsons-thesis-2026/process_data/generated/real_images/3463_no_bg.png,True,234530
3469,True,eligible,https://images.metmuseum.org/CRDImages/ad/original/DP248997.jpg,0.47414800,#636463,"[""#636463"", ""#5b5c5c"", ""#6b6b6b"", ""#535454"", ""#4c5253"", ""#444b4c"", ""#555a5b"", ""#5d6262""]","[0.08672353, 0.08043262, 0.04284971, 0.04085028, 0.02532078, 0.02388487, 0.02098596, 0.01976679]",4,blue,/Users/oliviakasmin/Desktop/okasmin-parsons-thesis-2026/process_data/generated/real_images/3469_no_bg.png,True,184552
3561,True,eligible,https://images.metmuseum.org/CRDImages/ad/original/DP265358.jpg,0.38986400,#fdfdfd,"[""#fdfdfd"", ""#1c325c"", ""#ccc4c3"", ""#e4dcdb"", ""#1c3363"", ""#ece4e3"", ""#c4bcbb"", ""#d4cccb""]","[0.04136099, 0.01338844, 0.01182375, 0.01110783, 0.01081999, 0.01076832, 0.0105469, 0.01011883]",0,red,/Users/oliviakasmin/Desktop/okasmin-parsons-thesis-2026/process_data/generated/real_images/3561_no_bg.png,True,135490
3563,False,bw_original,https://images.metmuseum.org/CRDImages/ad/original/140826.jpg,1.00000000,,[],[],,,/Users/oliviakasmin/Desktop/okasmin-parsons-thesis-2026/process_data/generated/real_images/3563_no_bg.png,False,
3761,False,bw_original,https://images.metmuseum.org/CRDImages/ad/original/148993.jpg,1.00000000,,[],[],,,/Users/oliviakasmin/Desktop/okasmin-parsons-thesis-2026/process_data/generated/real_images/3761_no_bg.png,False,
3992,True,eligible,https://images.metmuseum.org/CRDImages/ad/original/DP23068.jpg,0.01024000,#fdfdfd,"[""#fdfdfd"", ""#c3bdb3"", ""#d4d2cb"", ""#cdccca"", ""#bab3a4"", ""#dddad3"", ""#d2cdc4"", ""#8b7c6b""]","[0.02205073, 0.0181591, 0.01677749, 0.01655181, 0.01617751, 0.01555551, 0.01496653, 0.01469131]",9,white,/Users/oliviakasmin/Desktop/okasmin-parsons-thesis-2026/process_data/generated/real_images/3992_no_bg.png,True,181672
4480,True,eligible,https://images.metmuseum.org/CRDImages/ad/original/DP252041.jpg,0.67500400,#fdfdfd,"[""#fdfdfd"", ""#cccab5"", ""#d2cdba"", ""#cdcbba"", ""#cbc5b3"", ""#c5c4b3"", ""#7c7c73"", ""#020201""]","[0.012705, 0.01096, 0.01007, 0.00804, 0.00753, 0.00604, 0.00594, 0.004965]",8,orange,/Users/oliviakasmin/Desktop/okasmin-parsons-thesis-2026/process_data/generated/real_images/4480_no_bg.png,True,470488
4508,True,eligible,https://images.metmuseum.org/CRDImages/ad/original/DP250014.jpg,0.17226400,#fefefe,"[""#fefefe"", ""#cbc4a4"", ""#1c2c43"", ""#1c2b3c"", ""#c3bc9b"", ""#23334b"", ""#c4bb94"", ""#142334""]","[0.01364, 0.0063, 0.006175, 0.00579, 0.005645, 0.005105, 0.004745, 0.00474]",8,orange,/Users/oliviakasmin/Desktop/okasmin-parsons-thesis-2026/process_data/generated/real_images/4508_no_bg.png,True,339395
4585,True,eligible,https://images.metmuseum.org/CRDImages/ad/original/DP207774.jpg,0.12086400,#5c3b23,"[""#5c3b23"", ""#fdfdfd"", ""#53341c"", ""#9c734b"", ""#a47c5b"", ""#64432b"", ""#bc9c82"", ""#a37b54""]","[0.023755, 0.01932, 0.01912, 0.016345, 0.016065, 0.015955, 0.015115, 0.01415]",5,orange,/Users/oliviakasmin/Desktop/okasmin-parsons-thesis-2026/process_data/generated/real_images/4585_no_bg.png,True,344300
4895,True,eligible,https://images.metmuseum.org/CRDImages/ad/original/DP-26109-003.jpg,0.72571600,#b2b2ad,"[""#b2b2ad"", ""#babbb5"", ""#b5b5b2"", ""#bdbdba"", ""#adadaa"", ""#aaaba5"", ""#a2a39d"", ""#c5c5c2""]","[0.08689, 0.08466, 0.07852, 0.0774, 0.072125, 0.064345, 0.058545, 0.049255]",7,gray,/Users/oliviakasmin/Desktop/okasmin-parsons-thesis-2026/process_data/generated/real_images/4895_no_bg.png,True,359835
5397,True,eligible,https://images.metmuseum.org/CRDImages/ad/original/DP266310.jpg,0.38353600,#c2beb3,"[""#c2beb3"", ""#fefefd"", ""#bab6ac"", ""#cac6bb"", ""#cdcbc3"", ""#bdbab2"", ""#e5e2db"", ""#c5c1b5""]","[0.030535, 0.029755, 0.0267, 0.02616, 0.025515, 0.024965, 0.022495, 0.02234]",9,white,/Users/oliviakasmin/Desktop/okasmin-parsons-thesis-2026/process_data/generated/real_images/5397_no_bg.png,True,297448
5667,True,eligible,https://images.metmuseum.org/CRDImages/ad/original/DP256288.jpg,0.20196000,#1c1a1c,"[""#1c1a1c"", ""#231b1b"", ""#242224"", ""#1c1c22"", ""#fefefe"", ""#2b1c1b"", ""#2b2324"", ""#1c1414""]","[0.051585, 0.04365, 0.028955, 0.02701, 0.02369, 0.021315, 0.018905, 0.01868]",5,orange,/Users/oliviakasmin/Desktop/okasmin-parsons-thesis-2026/process_data/generated/real_images/5667_no_bg.png,True,400219
5698,True,eligible,https://images.metmuseum.org/CRDImages/ad/original/ES4174.jpg,0.01278800,#fefefd,"[""#fefefd"", ""#837473"", ""#7b6c6b"", ""#938483"", ""#8b7c7c"", ""#9b8c8b"", ""#84837b"", ""#736463""]","[0.02234, 0.0158, 0.015005, 0.01454, 0.01342, 0.013045, 0.012975, 0.01262]",8,orange,/Users/oliviakasmin/Desktop/okasmin-parsons-thesis-2026/process_data/generated/real_images/5698_no_bg.png,True,362669
5713,False,bw_original,https://images.metmuseum.org/CRDImages/es/original/135335.jpg,1.00000000,,[],[],,,/Users/oliviakasmin/Desktop/okasmin-parsons-thesis-2026/process_data/generated/real_images/5713_no_bg.png,False,
5726,True,eligible,https://images.metmuseum.org/CRDImages/ad/original/DP265259.jpg,0.41051200,#d5cbca,"[""#d5cbca"", ""#cabdbb"", ""#ddd3d2"", ""#d2c6c3"", ""#ab9c94"", ""#e5dbda"", ""#6b5c54"", ""#fdfdfd""]","[0.028245, 0.027925, 0.027365, 0.02709, 0.026325, 0.026115, 0.02587, 0.025745]",0,red,/Users/oliviakasmin/Desktop/okasmin-parsons-thesis-2026/process_data/generated/real_images/5726_no_bg.png,True,332182
5732,True,eligible,https://images.metmuseum.org/CRDImages/ad/original/DP266313.jpg,0.25859200,#fdfdfc,"[""#fdfdfc"", ""#edecea"", ""#dddcda"", ""#e5e4e2"", ""#f5f4f3"", ""#d5d4d2"", ""#dad6d3"", ""#dcd9d6""]","[0.046375, 0.029175, 0.029165, 0.029165, 0.026275, 0.022075, 0.02036, 0.019775]",9,white,/Users/oliviakasmin/Desktop/okasmin-parsons-thesis-2026/process_data/generated/real_images/5732_no_bg.png,True,293840
5737,False,bw_original,https://images.metmuseum.org/CRDImages/ad/original/140884.jpg,1.00000000,,[],[],,,/Users/oliviakasmin/Desktop/okasmin-parsons-thesis-2026/process_data/generated/real_images/5737_no_bg.png,False,
5762,True,eligible,https://images.metmuseum.org/CRDImages/ad/original/DT6596.jpg,0.70004400,#cccacb,"[""#cccacb"", ""#c5c2c3"", ""#d4d2d4"", ""#b1aeab"", ""#c1bdbc"", ""#bdbbba"", ""#bab5b3"", ""#c9c5c5""]","[0.072825, 0.07207, 0.05247, 0.05002, 0.043325, 0.043045, 0.042335, 0.0372]",0,red,/Users/oliviakasmin/Desktop/okasmin-parsons-thesis-2026/process_data/generated/real_images/5762_no_bg.png,True,233468
5769,True,eligible,https://images.metmuseum.org/CRDImages/ad/original/DP207896.jpg,0.82322800,#bcbdba,"[""#bcbdba"", ""#b4b5b2"", ""#c4c5c2"", ""#cccdca"", ""#acadaa"", ""#646463"", ""#9c9d9b"", ""#a4a5a3""]","[0.049375, 0.040985, 0.040775, 0.035165, 0.034715, 0.03445, 0.031685, 0.03108]",7,gray,/Users/oliviakasmin/Desktop/okasmin-parsons-thesis-2026/process_data/generated/real_images/5769_no_bg.png,True,401392
5783,True,eligible,https://images.metmuseum.org/CRDImages/ad/original/DP219515.jpg,0.63607200,#c4c4c3,"[""#c4c4c3"", ""#cccccb"", ""#bdbcbb"", ""#b4b4b3"", ""#cacac5"", ""#c2c2bd"", ""#fdfdfd"", ""#acacab""]","[0.05307, 0.036565, 0.02961, 0.02308, 0.02001, 0.02, 0.019255, 0.01763]",9,white,/Users/oliviakasmin/Desktop/okasmin-parsons-thesis-2026/process_data/generated/real_images/5783_no_bg.png,True,371819
5848,True,eligible,https://images.metmuseum.org/CRDImages/ad/original/DP264244.jpg,0.40534400,#d5d5d2,"[""#d5d5d2"", ""#cacac5"", ""#c2c3bd"", ""#cdcdca"", ""#d1d2cd"", ""#c5c6c2"", ""#b2b3ad"", ""#babbb5""]","[0.06865, 0.066165, 0.0655, 0.06471, 0.061015, 0.05894, 0.05556, 0.055005]",7,gray,/Users/oliviakasmin/Desktop/okasmin-parsons-thesis-2026/process_data/generated/real_images/5848_no_bg.png,True,306776
