objectId,department,title,final_group,objectBeginDate,objectEndDate,final_date,final_date_bucket_key,geo_options,geo_normalized_best_guess_location,geo_normalized_source_cols,geo_normalized_confidence,geo_normalized_geo_eligible,mapbox_feature_id,mapbox_place_name,geo_mapbox_lon,geo_mapbox_lat,geo_mapbox_relevance,geo_mapbox_accuracy,geo_mapbox_match_status,geo_mapbox_updated_at,color_eligible,top_color_hex,dominant_colors_hex,color_group_id,color_group_key,color_group_type,color_group_confidence
44793,Asian Art,Jar,jar,1,99,50,0:499,||||||||China||,China,culture,0.55,true,country.8753,People's Republic of China,101.901875,35.486703,1.0,country:1.00,matched,2026-04-27T16:46:34Z,False,,[],,,,
44817,Asian Art,Spouted Vessel,vessel,-2500,-1000,-1750,-2000:-1501,||||||||Japan||,Japan,culture,0.55,true,country.8820,Japan,138.59223,36.386493,1.0,country:1.00,matched,2026-04-27T16:46:48Z,True,#bca384,"[""#bca384"", ""#ac9374"", ""#b49b7c"", ""#fdfefe"", ""#c4ab8c"", ""#a48b6c"", ""#c3a483"", ""#9b8264""]",2.0,brown_tan,single,0.874821
44830,Asian Art,Jar,jar,90,310,200,0:499,||||||||Japan||,Japan,culture,0.55,true,country.8820,Japan,138.59223,36.386493,1.0,country:1.00,matched,2026-04-27T16:46:48Z,True,#5b2d13,"[""#5b2d13"", ""#c49b83"", ""#fefdfd"", ""#53240c"", ""#5c331b"", ""#63351b"", ""#552a13"", ""#caa38c""]",2.0,brown_tan,single,1.0
44862,Asian Art,Hanging Flower Holder (Hanaire) with Woman Holding a Flag,vase,1660,1679,1669,1500:1999,||||||||Japan||,Japan,culture,0.55,true,country.8820,Japan,138.59223,36.386493,1.0,country:1.00,matched,2026-04-27T16:46:48Z,True,#c2cbc5,"[""#c2cbc5"", ""#becac4"", ""#bbc6c3"", ""#c9ccc5"", ""#9badbb"", ""#a3b4bc"", ""#fdfdfd"", ""#c3ccc9""]",9.0,white,single,0.623514
44907,Asian Art,Jar,jar,-150,150,0,0:499,||||||||Japan||,Japan,culture,0.55,true,country.8820,Japan,138.59223,36.386493,1.0,country:1.00,matched,2026-04-27T16:46:48Z,False,,[],,,,
44953,Asian Art,Bottle with Tall Neck,bottle,400,699,549,500:999,||||||||Korea||,Korea,culture,0.55,true,country.8828,South Korea,128.168944,36.536236,1.0,country:1.00,matched,2026-04-27T16:46:49Z,True,#fdfdfd,"[""#fdfdfd"", ""#c49c73"", ""#bc946b"", ""#dcb383"", ""#e3b483"", ""#c49a6c"", ""#d4ac82"", ""#bb9364""]",2.0,brown_tan,single,0.863339
44973,Asian Art,Bell-Shaped Jar,jar,400,700,550,500:999,||||||||Korea||,Korea,culture,0.55,true,country.8828,South Korea,128.168944,36.536236,1.0,country:1.00,matched,2026-04-27T16:46:49Z,True,#9c7443,"[""#9c7443"", ""#835c2b"", ""#ac7c43"", ""#fdfdfd"", ""#94632b"", ""#9c6c33"", ""#8c6433"", ""#a3743b""]",3.0,orange,single,0.876049
44974,Asian Art,Pedestal jar with two handles,jar,400,599,499,0:499,||||||||Korea||,Korea,culture,0.55,true,country.8828,South Korea,128.168944,36.536236,1.0,country:1.00,matched,2026-04-27T16:46:49Z,True,#fefdfe,"[""#fefdfe"", ""#cbaca3"", ""#d3b4ab"", ""#a3837b"", ""#9c827c"", ""#6b544c"", ""#c3a49b"", ""#947364""]",4.0,red,single,0.780808
44977,Asian Art,Jar,jar,1700,1899,1799,1500:1999,||||||||Korea||,Korea,culture,0.55,true,country.8828,South Korea,128.168944,36.536236,1.0,country:1.00,matched,2026-04-27T16:46:49Z,True,#ccc4bb,"[""#ccc4bb"", ""#c4bcb3"", ""#c3bcbb"", ""#d3ccc3"", ""#bbb5b3"", ""#d5d2cc"", ""#9c8b74"", ""#93836c""]",8.0,gray,single,0.756698
45205,Asian Art,Large Storage Jar (Ōtsubo),jar,1350,1399,1374,1000:1499,||||||||Japan||,Japan,culture,0.55,true,country.8820,Japan,138.59223,36.386493,1.0,country:1.00,matched,2026-04-27T16:46:48Z,True,#7b654b,"[""#7b654b"", ""#836d53"", ""#725d43"", ""#6d5b43"", ""#75634b"", ""#826c4d"", ""#8c745b"", ""#6b5344""]",2.0,brown_tan,single,0.893507
45365,Asian Art,Storage Jar (Tsubo,jar,1100,1199,1149,1000:1499,||||||||Japan||,Japan,culture,0.55,true,country.8820,Japan,138.59223,36.386493,1.0,country:1.00,matched,2026-04-27T16:46:48Z,True,#544b2c,"[""#544b2c"", ""#5b5334"", ""#4c4324"", ""#645b3b"", ""#6c6343"", ""#746b4b"", ""#443b1c"", ""#7c7353""]",1.0,yellow,single,1.0
45432,Asian Art,Moon jar,jar,1750,1799,1774,1500:1999,||||||||Korea||,Korea,culture,0.55,true,country.8828,South Korea,128.168944,36.536236,1.0,country:1.00,matched,2026-04-27T16:46:49Z,True,#e4e5e2,"[""#e4e5e2"", ""#ececeb"", ""#ddddda"", ""#e1e2dd"", ""#d5d5d2"", ""#dadad5"", ""#d2d3cd"", ""#c2c3bd""]",9.0,white,single,1.0
45482,Asian Art,Ninsei-style Sake Bottle with Floral Patterning,bottle,1734,1766,1750,1500:1999,||||||||Japan||,Japan,culture,0.55,true,country.8820,Japan,138.59223,36.386493,1.0,country:1.00,matched,2026-04-27T16:46:48Z,True,#5c4c3b,"[""#5c4c3b"", ""#534435"", ""#fdfdfd"", ""#645442"", ""#a48a6c"", ""#544b3b"", ""#9c8264"", ""#4c4235""]",2.0,brown_tan,single,0.734359
45484,Asian Art,"Sake Bottle (Tokkuri) with “Three Friends of Winter” (Pine, Bamboo, and Plum)",bottle,1700,1799,1749,1500:1999,||||||||Japan||,Japan,culture,0.55,true,country.8820,Japan,138.59223,36.386493,1.0,country:1.00,matched,2026-04-27T16:46:48Z,True,#7b6b54,"[""#7b6b54"", ""#74634c"", ""#7b6d5a"", ""#7d725c"", ""#fdfdfd"", ""#817562"", ""#c3a47c"", ""#81735c""]",2.0,brown_tan,single,0.892235
45527,Asian Art,Sake Bottle with Nanban (Southern Barbarian) Design,bottle,1600,1699,1649,1500:1999,||||||||Japan||,Japan,culture,0.55,true,country.8820,Japan,138.59223,36.386493,1.0,country:1.00,matched,2026-04-27T16:46:48Z,False,,[],,,,
45529,Asian Art,Deep Vessel with Decorative Handles,vessel,-3500,-2500,-3000,-3000:-2501,||||||||Japan||,Japan,culture,0.55,true,country.8820,Japan,138.59223,36.386493,1.0,country:1.00,matched,2026-04-27T16:46:48Z,True,#fdfdfd,"[""#fdfdfd"", ""#030202"", ""#63432c"", ""#4c3423"", ""#734c33"", ""#6c4b34"", ""#7b543b"", ""#130402""]",4.0,red,single,1.0
45550,Asian Art,Jar,jar,1300,1499,1399,1000:1499,||||||||Japan||,Japan,culture,0.55,true,country.8820,Japan,138.59223,36.386493,1.0,country:1.00,matched,2026-04-27T16:46:48Z,False,,[],,,,
45552,Asian Art,Water Jar with Chinese Scholars,jar,1700,1749,1724,1500:1999,||||||||Japan||,Japan,culture,0.55,true,country.8820,Japan,138.59223,36.386493,1.0,country:1.00,matched,2026-04-27T16:46:48Z,True,#655c53,"[""#655c53"", ""#fefefc"", ""#b2ac9b"", ""#aca594"", ""#bcb5a3"", ""#5c534b"", ""#6c635b"", ""#545b6b""]",0.0,multicolor,multicolor,0.587912
45553,Asian Art,Freshwater Jar (Mizusashi) with the “Seven Sages of the Bamboo Grove”,jar,1750,1799,1774,1500:1999,||||||||Japan||,Japan,culture,0.55,true,country.8820,Japan,138.59223,36.386493,1.0,country:1.00,matched,2026-04-27T16:46:48Z,True,#ededeb,"[""#ededeb"", ""#ebeae5"", ""#f3f1ed"", ""#f4f4f3"", ""#fdfcfc"", ""#f1eeeb"", ""#e5e4e2"", ""#e4e2dd""]",0.0,multicolor,multicolor,0.519166
45554,Asian Art,Water Jar with Design of the Seven Sages in the Bamboo Grove,jar,1767,1799,1783,1500:1999,||||||||Japan||,Japan,culture,0.55,true,country.8820,Japan,138.59223,36.386493,1.0,country:1.00,matched,2026-04-27T16:46:48Z,False,,[],,,,
45555,Asian Art,Water Jar (Mizusashi) with the Seven Sages of the Bamboo Grove,jar,1767,1799,1783,1500:1999,||||||||Japan||,Japan,culture,0.55,true,country.8820,Japan,138.59223,36.386493,1.0,country:1.00,matched,2026-04-27T16:46:48Z,True,#f4f4f4,"[""#f4f4f4"", ""#ececec"", ""#fcfcfc"", ""#e4e4e4"", ""#030202"", ""#dcdbdb"", ""#d5d3d3"", ""#0b0304""]",9.0,white,single,0.975677
45556,Asian Art,Water Jar with Lin Hejing (Lin Bu) and His Pet Crane,jar,1834,1866,1850,1500:1999,||||||||Japan||,Japan,culture,0.55,true,country.8820,Japan,138.59223,36.386493,1.0,country:1.00,matched,2026-04-27T16:46:48Z,True,#d3d4d2,"[""#d3d4d2"", ""#cccdcb"", ""#c4c5c3"", ""#d1d2ce"", ""#bcbdba"", ""#c9c9c6"", ""#c1c2be"", ""#babab6""]",9.0,white,single,0.721554
45732,Asian Art,Wine Bottle with Three Friends of Winter,bottle,1800,1899,1849,1500:1999,||||||||Japan||,Japan,culture,0.55,true,country.8820,Japan,138.59223,36.386493,1.0,country:1.00,matched,2026-04-27T16:46:48Z,True,#fdfdfd,"[""#fdfdfd"", ""#24344b"", ""#1c2c43"", ""#1c2b3c"", ""#233244"", ""#2b3c53"", ""#03132c"", ""#344354""]",5.0,blue,single,0.714352
45828,Asian Art,Vase with cover,vase,1680,1680,1680,1500:1999,||||||||Japan||,Japan,culture,0.55,true,country.8820,Japan,138.59223,36.386493,1.0,country:1.00,matched,2026-04-27T16:46:48Z,False,,[],,,,
45829,Asian Art,"Vase with pheasants, rocks, and flowers",vase,1700,1799,1749,1500:1999,||||||||China||,China,culture,0.55,true,country.8753,People's Republic of China,101.901875,35.486703,1.0,country:1.00,matched,2026-04-27T16:46:34Z,True,#0b0b0d,"[""#0b0b0d"", ""#131413"", ""#1a1c1b"", ""#020303"", ""#05060a"", ""#232424"", ""#fefefe"", ""#2b2c2b""]",0.0,multicolor,multicolor,0.23216
45830,Asian Art,Vase with birds and flowers,vase,1800,1899,1849,1500:1999,||||||||China||,China,culture,0.55,true,country.8753,People's Republic of China,101.901875,35.486703,1.0,country:1.00,matched,2026-04-27T16:46:34Z,True,#1c1c1c,"[""#1c1c1c"", ""#232323"", ""#141414"", ""#2b2b2b"", ""#fefefe"", ""#333333"", ""#0d0d0c"", ""#030202""]",8.0,gray,single,0.948881
45832,Asian Art,Gobular vase,vase,1734,1735,1734,1500:1999,||||||||China||,China,culture,0.55,true,country.8753,People's Republic of China,101.901875,35.486703,1.0,country:1.00,matched,2026-04-27T16:46:34Z,False,,[],,,,
45896,Asian Art,Covered Jar,jar,1736,1795,1765,1500:1999,||||||||China||,China,culture,0.55,true,country.8753,People's Republic of China,101.901875,35.486703,1.0,country:1.00,matched,2026-04-27T16:46:34Z,False,,[],,,,
45900,Asian Art,Vase with birds and flowers,vase,1667,1699,1683,1500:1999,||||||||China||,China,culture,0.55,true,country.8753,People's Republic of China,101.901875,35.486703,1.0,country:1.00,matched,2026-04-27T16:46:34Z,True,#dbdbd5,"[""#dbdbd5"", ""#c4c2bb"", ""#d4d3cc"", ""#deded9"", ""#cccbc4"", ""#e2e2dc"", ""#c9c5bd"", ""#d5d5d1""]",0.0,multicolor,multicolor,0.501077
45904,Asian Art,Wine bottle,bottle,1720,1720,1720,1500:1999,||||||||Japan||,Japan,culture,0.55,true,country.8820,Japan,138.59223,36.386493,1.0,country:1.00,matched,2026-04-27T16:46:48Z,True,#131b14,"[""#131b14"", ""#fefefe"", ""#1b231c"", ""#232b24"", ""#1c2b23"", ""#24332b"", ""#121612"", ""#15231b""]",6.0,green,single,0.830779
45907,Asian Art,Vase,vase,1662,1722,1692,1500:1999,||||||||China||,China,culture,0.55,true,country.8753,People's Republic of China,101.901875,35.486703,1.0,country:1.00,matched,2026-04-27T16:46:34Z,False,,[],,,,
45908,Asian Art,Vase with dragon and phoenix,vase,1700,1733,1716,1500:1999,||||||||China||,China,culture,0.55,true,country.8753,People's Republic of China,101.901875,35.486703,1.0,country:1.00,matched,2026-04-27T16:46:34Z,True,#fefefe,"[""#fefefe"", ""#6c6c63"", ""#8b8d83"", ""#020c2b"", ""#01031b"", ""#010314"", ""#020b24"", ""#94958a""]",0.0,multicolor,multicolor,0.432184
45909,Asian Art,Vase with ladies and boys,vase,1768,1899,1833,1500:1999,||||||||China||,China,culture,0.55,true,country.8753,People's Republic of China,101.901875,35.486703,1.0,country:1.00,matched,2026-04-27T16:46:34Z,True,#fefefd,"[""#fefefd"", ""#acd2d4"", ""#a4cbcc"", ""#b3d4d4"", ""#9cc3c4"", ""#abcccc"", ""#dcdad4"", ""#b4dadb""]",6.0,green,single,0.715146
45912,Asian Art,Meiping vase with floral scrolls,vase,1700,1733,1716,1500:1999,||||||||China||,China,culture,0.55,true,country.8753,People's Republic of China,101.901875,35.486703,1.0,country:1.00,matched,2026-04-27T16:46:34Z,True,#fefefe,"[""#fefefe"", ""#020b2c"", ""#0b2443"", ""#0c2b4b"", ""#0c223c"", ""#7b8383"", ""#031433"", ""#010423""]",5.0,blue,single,0.710896
45913,Asian Art,Meiping vase,vase,1768,1795,1781,1500:1999,||||||||China||,China,culture,0.55,true,country.8753,People's Republic of China,101.901875,35.486703,1.0,country:1.00,matched,2026-04-27T16:46:34Z,True,#242423,"[""#242423"", ""#2b2c2c"", ""#1c1c1c"", ""#333334"", ""#040404"", ""#0b0b0b"", ""#3b3b3b"", ""#131314""]",0.0,multicolor,multicolor,0.443002
45914,Asian Art,Water pot with three boys,pot,1800,1899,1849,1500:1999,||||||||China||,China,culture,0.55,true,country.8753,People's Republic of China,101.901875,35.486703,1.0,country:1.00,matched,2026-04-27T16:46:34Z,False,,[],,,,
45915,Asian Art,Vase,vase,1800,1849,1824,1500:1999,||||||||China||,China,culture,0.55,true,country.8753,People's Republic of China,101.901875,35.486703,1.0,country:1.00,matched,2026-04-27T16:46:34Z,True,#040b13,"[""#040b13"", ""#02040b"", ""#0b131c"", ""#131414"", ""#1a1b1c"", ""#1c232c"", ""#131b24"", ""#242b34""]",5.0,blue,single,0.870082
45917,Asian Art,Vase,vase,1820,1820,1820,1500:1999,||||||||Japan||Japanese,Japan,culture,0.55,true,country.8820,Japan,138.59223,36.386493,1.0,country:1.00,matched,2026-04-27T16:46:48Z,False,,[],,,,
45918,Asian Art,Jar with cover,jar,1830,1830,1830,1500:1999,||||||||Japan||,Japan,culture,0.55,true,country.8820,Japan,138.59223,36.386493,1.0,country:1.00,matched,2026-04-27T16:46:48Z,True,#9b847b,"[""#9b847b"", ""#937d73"", ""#9c948b"", ""#94837b"", ""#9c8c82"", ""#a3948b"", ""#82645b"", ""#a38c82""]",2.0,brown_tan,single,0.862699
45919,Asian Art,Vase,vase,1644,1911,1777,1500:1999,||||||||China||,China,culture,0.55,true,country.8753,People's Republic of China,101.901875,35.486703,1.0,country:1.00,matched,2026-04-27T16:46:34Z,True,#fdfdfd,"[""#fdfdfd"", ""#4a4c45"", ""#5b5c53"", ""#52544c"", ""#dce2d4"", ""#b4bba4"", ""#dce4db"", ""#63655b""]",8.0,gray,single,0.682928
45923,Asian Art,Vase,vase,1736,1795,1765,1500:1999,||||||||China||,China,culture,0.55,true,country.8753,People's Republic of China,101.901875,35.486703,1.0,country:1.00,matched,2026-04-27T16:46:34Z,True,#6d1a34,"[""#6d1a34"", ""#731a35"", ""#fefefd"", ""#6b1631"", ""#83344b"", ""#8b2543"", ""#83223d"", ""#7b1d3a""]",4.0,red,single,0.859801
45929,Asian Art,Vase,vase,1700,1799,1749,1500:1999,||||||||China||,China,culture,0.55,true,country.8753,People's Republic of China,101.901875,35.486703,1.0,country:1.00,matched,2026-04-27T16:46:34Z,True,#3c3523,"[""#3c3523"", ""#433c2a"", ""#413b26"", ""#332d1b"", ""#1d1a0b"", ""#221d0b"", ""#fefefe"", ""#2a2513""]",1.0,yellow,single,0.915252
45930,Asian Art,Gourd-shaped vase,vase,1800,1899,1849,1500:1999,||||||||China||,China,culture,0.55,true,country.8753,People's Republic of China,101.901875,35.486703,1.0,country:1.00,matched,2026-04-27T16:46:34Z,True,#fefefe,"[""#fefefe"", ""#33130c"", ""#5c2413"", ""#5b2b1c"", ""#5b3424"", ""#541c0c"", ""#6c2b13"", ""#5b1c0b""]",4.0,red,single,1.0
45932,Asian Art,Vase,vase,1771,1849,1810,1500:1999,||||||||China||,China,culture,0.55,true,country.8753,People's Republic of China,101.901875,35.486703,1.0,country:1.00,matched,2026-04-27T16:46:34Z,False,,[],,,,
45934,Asian Art,Hexagonal vase with lion-head handles,vase,1567,1633,1600,1500:1999,||||||||China||,China,culture,0.55,true,country.8753,People's Republic of China,101.901875,35.486703,1.0,country:1.00,matched,2026-04-27T16:46:34Z,True,#1c1413,"[""#1c1413"", ""#140302"", ""#1a0502"", ""#1c0b04"", ""#231a15"", ""#1c1a14"", ""#221513"", ""#fefefe""]",4.0,red,single,0.90715
45937,Asian Art,Vase with characters fortune (fu) and longevity (shou),vase,1800,1849,1824,1500:1999,||||||||China||,China,culture,0.55,true,country.8753,People's Republic of China,101.901875,35.486703,1.0,country:1.00,matched,2026-04-27T16:46:34Z,True,#828b75,"[""#828b75"", ""#7c826d"", ""#8b927d"", ""#656a5b"", ""#818572"", ""#939b84"", ""#747b65"", ""#7d8372""]",6.0,green,single,1.0
45938,Asian Art,Vase,vase,1800,1899,1849,1500:1999,||||||||China||,China,culture,0.55,true,country.8753,People's Republic of China,101.901875,35.486703,1.0,country:1.00,matched,2026-04-27T16:46:34Z,True,#030c02,"[""#030c02"", ""#0b1404"", ""#121d04"", ""#0d1a03"", ""#061101"", ""#121c0b"", ""#fefefe"", ""#14220b""]",6.0,green,single,0.80458
45939,Asian Art,Vase,vase,1768,1833,1800,1500:1999,||||||||China||,China,culture,0.55,true,country.8753,People's Republic of China,101.901875,35.486703,1.0,country:1.00,matched,2026-04-27T16:46:34Z,False,,[],,,,
45959,Asian Art,Vase,vase,1800,1899,1849,1500:1999,||||||||Japan||,Japan,culture,0.55,true,country.8820,Japan,138.59223,36.386493,1.0,country:1.00,matched,2026-04-27T16:46:48Z,False,,[],,,,
45962,Asian Art,Jar,jar,1730,1730,1730,1500:1999,||||||||Japan||Japanese,Japan,culture,0.55,true,country.8820,Japan,138.59223,36.386493,1.0,country:1.00,matched,2026-04-27T16:46:48Z,False,,[],,,,
45964,Asian Art,Jar,jar,1800,1849,1824,1500:1999,||||||||China||,China,culture,0.55,true,country.8753,People's Republic of China,101.901875,35.486703,1.0,country:1.00,matched,2026-04-27T16:46:34Z,False,,[],,,,
45965,Asian Art,Vase with entwined dragon,vase,1668,1722,1695,1500:1999,||||||||China||,China,culture,0.55,true,country.8753,People's Republic of China,101.901875,35.486703,1.0,country:1.00,matched,2026-04-27T16:46:34Z,True,#d3d2cc,"[""#d3d2cc"", ""#dbdad5"", ""#cccac4"", ""#c5c2bc"", ""#ebeae6"", ""#bdbab4"", ""#e2e2dd"", ""#deddd9""]",9.0,white,single,0.911842
45967,Asian Art,Large Pear-Shaped Jar,jar,1700,1899,1799,1500:1999,||||||||Japan||,Japan,culture,0.55,true,country.8820,Japan,138.59223,36.386493,1.0,country:1.00,matched,2026-04-27T16:46:48Z,True,#231b13,"[""#231b13"", ""#342314"", ""#3b2b1b"", ""#2c231b"", ""#2b1d13"", ""#1b140d"", ""#1b1512"", ""#2c2214""]",2.0,brown_tan,single,0.668894
45970,Asian Art,Covered jar with plum blossoms,jar,1667,1722,1694,1500:1999,||||||||China||,China,culture,0.55,true,country.8753,People's Republic of China,101.901875,35.486703,1.0,country:1.00,matched,2026-04-27T16:46:34Z,False,,[],,,,
45972,Asian Art,Vase,vase,1855,1855,1855,1500:1999,||||||||Japan||,Japan,culture,0.55,true,country.8820,Japan,138.59223,36.386493,1.0,country:1.00,matched,2026-04-27T16:46:48Z,False,,[],,,,
45974,Asian Art,Water Pot,pot,1800,1899,1849,1500:1999,||||||||Japan||,Japan,culture,0.55,true,country.8820,Japan,138.59223,36.386493,1.0,country:1.00,matched,2026-04-27T16:46:48Z,False,,[],,,,
45977,Asian Art,Jar with cover,jar,1820,1820,1820,1500:1999,||||||||Japan||,Japan,culture,0.55,true,country.8820,Japan,138.59223,36.386493,1.0,country:1.00,matched,2026-04-27T16:46:48Z,False,,[],,,,
45979,Asian Art,Bottle,bottle,1800,1899,1849,1500:1999,||||||||China||,China,culture,0.55,true,country.8753,People's Republic of China,101.901875,35.486703,1.0,country:1.00,matched,2026-04-27T16:46:34Z,True,#bcab83,"[""#bcab83"", ""#fefefd"", ""#6c5c3b"", ""#645433"", ""#c4b38b"", ""#746443"", ""#b4a37c"", ""#c4b284""]",1.0,yellow,single,0.864006
45984,Asian Art,Vase with handles,vase,1771,1899,1835,1500:1999,||||||||China||,China,culture,0.55,true,country.8753,People's Republic of China,101.901875,35.486703,1.0,country:1.00,matched,2026-04-27T16:46:34Z,False,,[],,,,
45985,Asian Art,Jar,jar,1767,1799,1783,1500:1999,||||||||Japan||,Japan,culture,0.55,true,country.8820,Japan,138.59223,36.386493,1.0,country:1.00,matched,2026-04-27T16:46:48Z,False,,[],,,,
45986,Asian Art,Vase,vase,1736,1795,1765,1500:1999,||||||||China||,China,culture,0.55,true,country.8753,People's Republic of China,101.901875,35.486703,1.0,country:1.00,matched,2026-04-27T16:46:34Z,True,#1c3c42,"[""#1c3c42"", ""#03333b"", ""#033b4c"", ""#02435c"", ""#012c3b"", ""#023443"", ""#023d53"", ""#025373""]",5.0,blue,single,1.0
45987,Asian Art,Bottle,bottle,1700,1799,1749,1500:1999,||||||||Japan||,Japan,culture,0.55,true,country.8820,Japan,138.59223,36.386493,1.0,country:1.00,matched,2026-04-27T16:46:48Z,False,,[],,,,
45989,Asian Art,Water Pot,pot,1700,1799,1749,1500:1999,||||||||Japan||,Japan,culture,0.55,true,country.8820,Japan,138.59223,36.386493,1.0,country:1.00,matched,2026-04-27T16:46:48Z,False,,[],,,,
45990,Asian Art,Openwork vase with plants,vase,1468,1533,1500,1500:1999,||||||||China||,China,culture,0.55,true,country.8753,People's Republic of China,101.901875,35.486703,1.0,country:1.00,matched,2026-04-27T16:46:34Z,True,#030202,"[""#030202"", ""#fefefd"", ""#0b0403"", ""#2c2b2c"", ""#343333"", ""#242323"", ""#3c3b3b"", ""#444343""]",4.0,red,single,0.748093
45992,Asian Art,Vase,vase,1700,1795,1747,1500:1999,||||||||China||,China,culture,0.55,true,country.8753,People's Republic of China,101.901875,35.486703,1.0,country:1.00,matched,2026-04-27T16:46:34Z,True,#033244,"[""#033244"", ""#02334b"", ""#024c7c"", ""#022d43"", ""#023c5c"", ""#035382"", ""#024b74"", ""#023453""]",5.0,blue,single,1.0
45994,Asian Art,Jar,jar,1700,1722,1711,1500:1999,||||||||China||,China,culture,0.55,true,country.8753,People's Republic of China,101.901875,35.486703,1.0,country:1.00,matched,2026-04-27T16:46:34Z,True,#927502,"[""#927502"", ""#8a6d02"", ""#8d7203"", ""#9b7c03"", ""#957a03"", ""#856a02"", ""#836502"", ""#7b5d02""]",1.0,yellow,single,1.0
45997,Asian Art,Ewer with Dragon,pitcher,1867,1899,1883,1500:1999,||||||||Japan||Japanese,Japan,culture,0.55,true,country.8820,Japan,138.59223,36.386493,1.0,country:1.00,matched,2026-04-27T16:46:48Z,True,#bdbcba,"[""#bdbcba"", ""#b5b4b2"", ""#c5c4c2"", ""#adacaa"", ""#cdccca"", ""#a4a4a2"", ""#d4d4d2"", ""#9d9d9b""]",8.0,gray,single,0.726056
45998,Asian Art,Bottle,bottle,1736,1795,1765,1500:1999,||||||||China||,China,culture,0.55,true,country.8753,People's Republic of China,101.901875,35.486703,1.0,country:1.00,matched,2026-04-27T16:46:34Z,False,,[],,,,
45999,Asian Art,Large Vase,vase,1840,1860,1850,1500:1999,||||||||Japan||,Japan,culture,0.55,true,country.8820,Japan,138.59223,36.386493,1.0,country:1.00,matched,2026-04-27T16:46:48Z,True,#fdfdfd,"[""#fdfdfd"", ""#dddbca"", ""#e5e2d3"", ""#dad6c4"", ""#d2cdbb"", ""#d5d3c2"", ""#141313"", ""#1b1413""]",8.0,gray,single,0.625779
46000,Asian Art,Vase,vase,1820,1820,1820,1500:1999,||||||||Japan||,Japan,culture,0.55,true,country.8820,Japan,138.59223,36.386493,1.0,country:1.00,matched,2026-04-27T16:46:48Z,False,,[],,,,
46001,Asian Art,Water Pot,pot,1700,1799,1749,1500:1999,||||||||Japan||,Japan,culture,0.55,true,country.8820,Japan,138.59223,36.386493,1.0,country:1.00,matched,2026-04-27T16:46:48Z,False,,[],,,,
46003,Asian Art,Vase with dragon,vase,1700,1799,1749,1500:1999,||||||||China||,China,culture,0.55,true,country.8753,People's Republic of China,101.901875,35.486703,1.0,country:1.00,matched,2026-04-27T16:46:34Z,False,,[],,,,
46004,Asian Art,Vase with flowers,vase,1800,1833,1816,1500:1999,||||||||China||,China,culture,0.55,true,country.8753,People's Republic of China,101.901875,35.486703,1.0,country:1.00,matched,2026-04-27T16:46:34Z,True,#fdfdfe,"[""#fdfdfe"", ""#bb9413"", ""#b38c1b"", ""#b38c14"", ""#a37c13"", ""#a37c1b"", ""#ba941c"", ""#ab8414""]",0.0,multicolor,multicolor,0.584525
46008,Asian Art,Covered jar with birds and flowers,jar,1644,1666,1655,1500:1999,||||||||China||,China,culture,0.55,true,country.8753,People's Republic of China,101.901875,35.486703,1.0,country:1.00,matched,2026-04-27T16:46:34Z,True,#d2dddc,"[""#d2dddc"", ""#cbd5d3"", ""#cedada"", ""#cdd9d5"", ""#c5d2cd"", ""#c3cdcb"", ""#c5d3d2"", ""#cad3cd""]",9.0,white,single,0.7926
46011,Asian Art,Jar,jar,960,1279,1119,1000:1499,||||||||China||,China,culture,0.55,true,country.8753,People's Republic of China,101.901875,35.486703,1.0,country:1.00,matched,2026-04-27T16:46:34Z,True,#040301,"[""#040301"", ""#0b0b05"", ""#1c1b13"", ""#13130b"", ""#242215"", ""#0a0502"", ""#2b2414"", ""#130c03""]",0.0,multicolor,multicolor,0.591038
46016,Asian Art,Jar with dragons,jar,1534,1566,1550,1500:1999,||||||||China||,China,culture,0.55,true,country.8753,People's Republic of China,101.901875,35.486703,1.0,country:1.00,matched,2026-04-27T16:46:34Z,True,#454a4d,"[""#454a4d"", ""#4c5254"", ""#3c4245"", ""#fefefe"", ""#031c2b"", ""#494e51"", ""#333b3e"", ""#24435c""]",5.0,blue,single,0.873786
46017,Asian Art,Jar with four lugs,jar,1500,1599,1549,1500:1999,||||||||China||,China,culture,0.55,true,country.8753,People's Republic of China,101.901875,35.486703,1.0,country:1.00,matched,2026-04-27T16:46:34Z,True,#bbbdbb,"[""#bbbdbb"", ""#b4b5b3"", ""#adadaa"", ""#9b9a95"", ""#a3a29d"", ""#aaaaa5"", ""#c2c3c4"", ""#a5a5a2""]",0.0,multicolor,multicolor,0.489972
46021,Asian Art,Bottle,bottle,1800,1899,1849,1500:1999,||||||||China or Japan (?)||,China,culture,0.35,true,country.8753,People's Republic of China,101.901875,35.486703,1.0,country:1.00,matched,2026-04-27T16:46:34Z,False,,[],,,,
46022,Asian Art,Bottle vase,vase,1700,1799,1749,1500:1999,||||||||China||,China,culture,0.55,true,country.8753,People's Republic of China,101.901875,35.486703,1.0,country:1.00,matched,2026-04-27T16:46:34Z,True,#5c332b,"[""#5c332b"", ""#643b33"", ""#542b23"", ""#62352c"", ""#4a1c14"", ""#4c231b"", ""#6b443b"", ""#5a2d24""]",4.0,red,single,1.0
