objectId,department,title,final_group,objectBeginDate,objectEndDate,final_date,final_date_bucket_key,geo_options,geo_normalized_best_guess_location,geo_normalized_source_cols,geo_normalized_confidence,geo_normalized_geo_eligible,mapbox_feature_id,mapbox_place_name,geo_mapbox_lon,geo_mapbox_lat,geo_mapbox_relevance,geo_mapbox_accuracy,geo_mapbox_match_status,geo_mapbox_updated_at,color_eligible,top_color_hex,dominant_colors_hex,color_group_id,color_group_key,color_group_type,color_group_confidence
309373,The Michael C. Rockefeller Wing,Stirrup Spout Bottle with Seated Figure,bottle,400,700,550,500:999,||||||Peru||Moche||,Peru,country,0.70,true,country.8880,Peru,-75.311132,-10.151093,1.0,country:1.00,matched,2026-04-27T16:47:00Z,True,#83837c,"[""#83837c"", ""#7b7b74"", ""#8b8b84"", ""#73736c"", ""#fefefe"", ""#6b6b64"", ""#646563"", ""#93938c""]",8.0,gray,single,0.764442
890331,European Sculpture and Decorative Arts,Gourd-shaped bottle,bottle,1895,1905,1900,1500:1999,||||||||||French,France,department||artistNationality,0.53,true,country.8781,France,2.618787,47.824905,1.0,country:1.00,matched,2026-04-27T16:46:43Z,True,#fefefe,"[""#fefefe"", ""#435c53"", ""#3b534c"", ""#344b4b"", ""#3b5453"", ""#334443"", ""#344b44"", ""#3b4c43""]",0.0,multicolor,multicolor,0.56237
47620,Asian Art,Vase with landscape,vase,1736,1795,1765,1500:1999,||||||||China||,China,culture,0.55,true,country.8753,People's Republic of China,101.901875,35.486703,1.0,country:1.00,matched,2026-04-27T16:46:34Z,False,,[],,,,
449058,Islamic Art,Ewer,pitcher,1100,1299,1199,1000:1499,Nishapur||||||Iran||||,"Nishapur, Iran",city||country,0.88,true,place.1878126,"Nishapur County, Razavi Khorasan, Iran",58.79233,36.21129,0.95,place:0.95,matched,2026-04-27T16:46:56Z,True,#93744c,"[""#93744c"", ""#9b7c54"", ""#8b6c44"", ""#9c825c"", ""#947b53"", ""#a3835c"", ""#9b8464"", ""#8c734b""]",3.0,orange,single,1.0
313363,The Michael C. Rockefeller Wing,Jar with Four Faces,jar,1200,1500,1350,1000:1499,||Chihuahua||Mesoamerica||Mexico||Casas Grandes||,"Chihuahua, Mexico, Mexico",state||country,0.72,true,place.5228703,"Chihuahua, Chihuahua, Mexico",-106.07461,28.638037,1.0,place:1.00,matched,2026-04-27T16:46:34Z,True,#84735c,"[""#84735c"", ""#8c7a64"", ""#c4b39b"", ""#bdab93"", ""#dccbbb"", ""#ccbaa4"", ""#b29d84"", ""#b5a38b""]",2.0,brown_tan,single,0.87886
771045,European Sculpture and Decorative Arts,"Yellow moon flask with ""cloisonné"" decoration",flask,1870,1879,1874,1500:1999,||||||||||British,Britain,department||artistNationality,0.53,true,country.8783,United Kingdom,-2.36967,54.237933,1.0,country:1.00,matched,2026-04-27T16:46:31Z,True,#fefefe,"[""#fefefe"", ""#e4c34c"", ""#e4c353"", ""#ebc44c"", ""#f2cc53"", ""#e3bd43"", ""#ecca53"", ""#ebc553""]",3.0,orange,single,0.7854
314696,The Michael C. Rockefeller Wing,Stirrup Spout Bottle with Reclining Figure,bottle,100,600,350,0:499,||||||Peru||Moche||,Peru,country,0.70,true,country.8880,Peru,-75.311132,-10.151093,1.0,country:1.00,matched,2026-04-27T16:47:00Z,True,#fdfdfd,"[""#fdfdfd"", ""#b48b5b"", ""#9c5b3c"", ""#d39c65"", ""#d4a36b"", ""#b48253"", ""#cb935d"", ""#8c5335""]",3.0,orange,single,0.671528
62527,Asian Art,Bottle,bottle,1700,1799,1749,1500:1999,||||||||Japan||,Japan,culture,0.55,true,country.8820,Japan,138.59223,36.386493,1.0,country:1.00,matched,2026-04-27T16:46:48Z,False,,[],,,,
449636,Islamic Art,Jar,jar,800,999,899,500:999,Nishapur||||||Iran||||,"Nishapur, Iran",city||country,0.88,true,place.1878126,"Nishapur County, Razavi Khorasan, Iran",58.79233,36.21129,0.95,place:0.95,matched,2026-04-27T16:46:56Z,True,#a39a8c,"[""#a39a8c"", ""#a59d92"", ""#9c9284"", ""#aba294"", ""#9d958a"", ""#ada49a"", ""#948a7c"", ""#a39484""]",2.0,brown_tan,single,1.0
203266,European Sculpture and Decorative Arts,Jar with cover,jar,1720,1735,1727,1500:1999,||||||||||,,none,0.00,false,,,,,,,,,True,#ebdcbb,"[""#ebdcbb"", ""#f9f4e4"", ""#e5d5b3"", ""#eadab6"", ""#ede1be"", ""#dccaa4"", ""#e3d3ad"", ""#f4ecd3""]",2.0,brown_tan,single,1.0
50655,Asian Art,Jar,jar,1300,1368,1334,1000:1499,||||||||China||,China,culture,0.55,true,country.8753,People's Republic of China,101.901875,35.486703,1.0,country:1.00,matched,2026-04-27T16:46:34Z,True,#a3acab,"[""#a3acab"", ""#9ba4a3"", ""#abb4b3"", ""#525d5b"", ""#fdfdfd"", ""#4c5c5b"", ""#54625c"", ""#9ba29c""]",8.0,gray,single,0.780872
47385,Asian Art,Vase,vase,1650,1650,1650,1500:1999,||||||||Japan||,Japan,culture,0.55,true,country.8820,Japan,138.59223,36.386493,1.0,country:1.00,matched,2026-04-27T16:46:48Z,False,,[],,,,
194595,European Sculpture and Decorative Arts,Jug,jug,1700,1799,1749,1500:1999,||||||||||,,none,0.00,false,,,,,,,,,True,#fefefe,"[""#fefefe"", ""#635444"", ""#6b5c4b"", ""#5b4c3c"", ""#736454"", ""#5b4c43"", ""#534434"", ""#53443b""]",0.0,multicolor,multicolor,0.508185
50971,Asian Art,Jar,jar,700,799,749,500:999,||||||||China||,China,culture,0.55,true,country.8753,People's Republic of China,101.901875,35.486703,1.0,country:1.00,matched,2026-04-27T16:46:34Z,True,#fdfdfd,"[""#fdfdfd"", ""#4c4c2c"", ""#4b4c24"", ""#53542b"", ""#545324"", ""#735c34"", ""#735b3b"", ""#5c5b24""]",0.0,multicolor,multicolor,0.345706
48620,Asian Art,Vase with elephant head handles and floral decoration,vase,1500,1599,1549,1500:1999,||||||||China||,China,culture,0.55,true,country.8753,People's Republic of China,101.901875,35.486703,1.0,country:1.00,matched,2026-04-27T16:46:34Z,True,#fefefe,"[""#fefefe"", ""#6c5b5b"", ""#735c5c"", ""#746363"", ""#6b5454"", ""#634c4c"", ""#7b6463"", ""#645353""]",8.0,gray,single,1.0
194906,European Sculpture and Decorative Arts,Milk pot with cover,pot,1760,1770,1765,1500:1999,||||||||||German,Germany,department||artistNationality,0.53,true,country.8762,Germany,10.018343,51.133481,1.0,country:1.00,matched,2026-04-27T16:46:43Z,False,,[],,,,
63065,Asian Art,Ewer in the Shape of a Bucket,pitcher,1800,1833,1816,1500:1999,||||||||Japan||,Japan,culture,0.55,true,country.8820,Japan,138.59223,36.386493,1.0,country:1.00,matched,2026-04-27T16:46:48Z,False,,[],,,,
309337,The Michael C. Rockefeller Wing,Whistling Stirrup Spout Bottle with Figure,bottle,400,700,550,500:999,||||||Peru||Moche||,Peru,country,0.70,true,country.8880,Peru,-75.311132,-10.151093,1.0,country:1.00,matched,2026-04-27T16:47:00Z,True,#fefefd,"[""#fefefd"", ""#b46b4c"", ""#ac6344"", ""#c47c5b"", ""#bc7353"", ""#bb6c4c"", ""#ab654a"", ""#b36444""]",3.0,orange,single,0.828832
451200,Islamic Art,Bottle,bottle,1075,1125,1100,1000:1499,||||||Iran||||,Iran,country,0.70,true,country.8814,Iran,54.301374,32.565838,1.0,country:1.00,matched,2026-04-27T16:46:46Z,True,#fdfdfd,"[""#fdfdfd"", ""#034343"", ""#033c3c"", ""#0b4344"", ""#0b3b3c"", ""#034b4b"", ""#133433"", ""#033c43""]",5.0,blue,single,0.702003
307622,The Michael C. Rockefeller Wing,Double Spout and Bridge Bottle,bottle,-700,-400,-550,-1000:-501,||||||Peru||Paracas||,Peru,country,0.70,true,country.8880,Peru,-75.311132,-10.151093,1.0,country:1.00,matched,2026-04-27T16:47:00Z,True,#fefefd,"[""#fefefd"", ""#ac8b4c"", ""#5a5543"", ""#635d4b"", ""#6a6553"", ""#a4844b"", ""#4c4b3b"", ""#555342""]",2.0,brown_tan,single,0.844751
187733,European Sculpture and Decorative Arts,Vase,vase,1800,1899,1849,1500:1999,||||||||||,,none,0.00,false,,,,,,,,,True,#fcfbed,"[""#fcfbed"", ""#fdfdfd"", ""#fefcf2"", ""#d5d2bc"", ""#dad5c3"", ""#dad3bc"", ""#c3c5bb"", ""#dbd9c4""]",9.0,white,single,0.731436
308476,The Michael C. Rockefeller Wing,Foot Jar,jar,-200,-1,-101,-500:-1,||||Ica Valley||Peru||Paracas||,"Ica Valley, Peru, Peru",region||country,0.70,true,place.5556400,"Ica District, Ica, Peru",-75.729645,-14.063716,0.592593,place:0.59,matched,2026-04-27T16:46:45Z,True,#645c53,"[""#645c53"", ""#5c544b"", ""#544c43"", ""#6c645b"", ""#746c63"", ""#4c443c"", ""#7c746b"", ""#847c73""]",2.0,brown_tan,single,1.0
47759,Asian Art,Jar,jar,1700,1799,1749,1500:1999,||||||||Japan||,Japan,culture,0.55,true,country.8820,Japan,138.59223,36.386493,1.0,country:1.00,matched,2026-04-27T16:46:48Z,True,#3c332b,"[""#3c332b"", ""#43342b"", ""#3b2c23"", ""#342c23"", ""#443324"", ""#4c3b2c"", ""#443b33"", ""#533c2c""]",2.0,brown_tan,single,0.871156
51056,Asian Art,Miniature Vase,vase,1736,1795,1765,1500:1999,||||||||China||,China,culture,0.55,true,country.8753,People's Republic of China,101.901875,35.486703,1.0,country:1.00,matched,2026-04-27T16:46:34Z,True,#bbbab5,"[""#bbbab5"", ""#b3b3ac"", ""#acaba4"", ""#b6b5b1"", ""#bdbdb9"", ""#fefefd"", ""#a4a39b"", ""#c3c3bc""]",8.0,gray,single,0.628608
451029,Islamic Art,Jar Depicting Three Spirited Peacocks,jar,950,999,974,500:999,probably Basra||||||Iraq||||,"Basra, Iraq, Iraq",city||country,0.68,true,place.88500333,"Basra, Basra, Iraq",47.793478,30.515087,1.0,place:1.00,matched,2026-04-27T16:46:30Z,True,#5c2b02,"[""#5c2b02"", ""#6b3403"", ""#643303"", ""#532402"", ""#733c04"", ""#632d02"", ""#6c3a03"", ""#4c2302""]",2.0,brown_tan,single,0.776718
42305,Asian Art,Maebyeong decorated with lotus,vase,1000,1099,1049,1000:1499,||||||||Korea||,Korea,culture,0.55,true,country.8828,South Korea,128.168944,36.536236,1.0,country:1.00,matched,2026-04-27T16:46:49Z,True,#242423,"[""#242423"", ""#2c2c2b"", ""#343433"", ""#1c1c1b"", ""#5c5a55"", ""#54524d"", ""#555452"", ""#3c3c3b""]",8.0,gray,single,0.677873
208486,European Sculpture and Decorative Arts,Potpourri vase,vase,1761,1771,1766,1500:1999,||||||||||German,Germany,department||artistNationality,0.53,true,country.8762,Germany,10.018343,51.133481,1.0,country:1.00,matched,2026-04-27T16:46:43Z,True,#a3a49c,"[""#a3a49c"", ""#9b9b95"", ""#ababa4"", ""#93938c"", ""#949592"", ""#9c9d9a"", ""#8b8b84"", ""#b3b3ac""]",8.0,gray,single,1.0
42506,Asian Art,Vase,vase,1426,1435,1430,1000:1499,||||||||China||,China,culture,0.55,true,country.8753,People's Republic of China,101.901875,35.486703,1.0,country:1.00,matched,2026-04-27T16:46:34Z,True,#fdfdfd,"[""#fdfdfd"", ""#ab9da3"", ""#ada1a5"", ""#a3949b"", ""#aca3ab"", ""#9b8c94"", ""#a59aa3"", ""#b3a4a4""]",0.0,multicolor,multicolor,0.382401
308541,The Michael C. Rockefeller Wing,Stirrup Spout Bottle with Coca Chewer,bottle,200,600,400,0:499,||||||Peru||Moche||,Peru,country,0.70,true,country.8880,Peru,-75.311132,-10.151093,1.0,country:1.00,matched,2026-04-27T16:47:00Z,True,#e3bb84,"[""#e3bb84"", ""#dcb37c"", ""#cca46b"", ""#d4ac73"", ""#ebc38c"", ""#fdfdfd"", ""#c49c63"", ""#d3aa6d""]",3.0,orange,single,0.881301
50907,Asian Art,Jar with Cover,jar,1662,1722,1692,1500:1999,||||||||China||,China,culture,0.55,true,country.8753,People's Republic of China,101.901875,35.486703,1.0,country:1.00,matched,2026-04-27T16:46:34Z,False,,[],,,,
307472,The Michael C. Rockefeller Wing,Bottle with portrait head,bottle,500,800,650,500:999,||||North Coast||Peru||Moche||,Peru,country,0.70,true,country.8880,Peru,-75.311132,-10.151093,1.0,country:1.00,matched,2026-04-27T16:47:00Z,True,#fefefe,"[""#fefefe"", ""#8c4c33"", ""#94543b"", ""#7c4433"", ""#834b34"", ""#bc9b7c"", ""#c4a383"", ""#e3c4a3""]",2.0,brown_tan,single,0.907073
53767,Asian Art,Meiping vase,vase,1668,1722,1695,1500:1999,||||||||China||,China,culture,0.55,true,country.8753,People's Republic of China,101.901875,35.486703,1.0,country:1.00,matched,2026-04-27T16:46:34Z,False,,[],,,,
205979,European Sculpture and Decorative Arts,Small milk pot with cover,pot,1718,1730,1724,1500:1999,||||||||||,,none,0.00,false,,,,,,,,,True,#ebebe4,"[""#ebebe4"", ""#f2f3ed"", ""#fdfefe"", ""#ededea"", ""#e4e4dc"", ""#f4f4f2"", ""#eef1eb"", ""#e5e5e2""]",9.0,white,single,0.821394
62556,Asian Art,Tea Jar,jar,1700,1899,1799,1500:1999,||||||||Japan||,Japan,culture,0.55,true,country.8820,Japan,138.59223,36.386493,1.0,country:1.00,matched,2026-04-27T16:46:48Z,True,#120d0b,"[""#120d0b"", ""#0d0b09"", ""#1b130d"", ""#1c1511"", ""#231a14"", ""#15110d"", ""#0b0907"", ""#2b1c14""]",2.0,brown_tan,single,0.666319
42377,Asian Art,Jar,jar,618,799,708,500:999,||||||||China||,China,culture,0.55,true,country.8753,People's Republic of China,101.901875,35.486703,1.0,country:1.00,matched,2026-04-27T16:46:34Z,False,,[],,,,
47256,Asian Art,Bottle,bottle,1750,1750,1750,1500:1999,||||||||Japan||,Japan,culture,0.55,true,country.8820,Japan,138.59223,36.386493,1.0,country:1.00,matched,2026-04-27T16:46:48Z,False,,[],,,,
45891,Asian Art,Vase with birds and flowers,vase,1668,1722,1695,1500:1999,||||||||China||,China,culture,0.55,true,country.8753,People's Republic of China,101.901875,35.486703,1.0,country:1.00,matched,2026-04-27T16:46:34Z,True,#fefefe,"[""#fefefe"", ""#65655b"", ""#6b695e"", ""#6c6b63"", ""#030302"", ""#74736b"", ""#72644c"", ""#6a655c""]",0.0,multicolor,multicolor,0.499582
63140,Asian Art,Tea jar,jar,1800,1899,1849,1500:1999,||||||||Japan||,Japan,culture,0.55,true,country.8820,Japan,138.59223,36.386493,1.0,country:1.00,matched,2026-04-27T16:46:48Z,False,,[],,,,
198939,European Sculpture and Decorative Arts,Storage or pharmacy jar,jar,1495,1525,1510,1500:1999,||||||||||,,none,0.00,false,,,,,,,,,True,#fdfefd,"[""#fdfefd"", ""#fefbec"", ""#fdfcf3"", ""#fefbe4"", ""#f4fdfd"", ""#f4f4f4"", ""#ececeb"", ""#020202""]",0.0,multicolor,multicolor,0.437936
42221,Asian Art,Vase with flowers and birds of the four seasons,vase,1700,1733,1716,1500:1999,||||||||China||,China,culture,0.55,true,country.8753,People's Republic of China,101.901875,35.486703,1.0,country:1.00,matched,2026-04-27T16:46:34Z,True,#fdfefd,"[""#fdfefd"", ""#b3b4b3"", ""#abadac"", ""#adb3b2"", ""#bbbcbb"", ""#acb2ad"", ""#ebeceb"", ""#b4bab5""]",9.0,white,single,0.759028
196567,European Sculpture and Decorative Arts,Wine bottle,bottle,1745,1755,1750,1500:1999,||||||||||,,none,0.00,false,,,,,,,,,True,#ecf3f5,"[""#ecf3f5"", ""#e2eced"", ""#bac3c5"", ""#dae4e5"", ""#fdfdfd"", ""#dee9eb"", ""#d2dcdd"", ""#d5e2e3""]",9.0,white,single,0.881674
44741,Asian Art,Jar,jar,1300,1368,1334,1000:1499,||||||||China||,China,culture,0.55,true,country.8753,People's Republic of China,101.901875,35.486703,1.0,country:1.00,matched,2026-04-27T16:46:34Z,True,#dbdbd4,"[""#dbdbd4"", ""#d4d3cc"", ""#cccbc4"", ""#c3bcbb"", ""#e4e2dc"", ""#d4d5d2"", ""#cac5c2"", ""#ada2a3""]",0.0,multicolor,multicolor,0.379503
52939,Asian Art,Vase,vase,1700,1799,1749,1500:1999,||||||||China||,China,culture,0.55,true,country.8753,People's Republic of China,101.901875,35.486703,1.0,country:1.00,matched,2026-04-27T16:46:34Z,False,,[],,,,
871864,European Sculpture and Decorative Arts,Vase with leaves and seed pods,vase,1891,1901,1896,1500:1999,||||||||||French,France,department||artistNationality,0.53,true,country.8781,France,2.618787,47.824905,1.0,country:1.00,matched,2026-04-27T16:46:43Z,True,#737464,"[""#737464"", ""#7b7c6c"", ""#6b6c5c"", ""#838374"", ""#6a645c"", ""#726c64"", ""#7b746c"", ""#636454""]",2.0,brown_tan,single,0.686038
57370,Asian Art,Jar,jar,1900,1933,1916,1500:1999,||||||||Korea||,Korea,culture,0.55,true,country.8828,South Korea,128.168944,36.536236,1.0,country:1.00,matched,2026-04-27T16:46:49Z,True,#716d6b,"[""#716d6b"", ""#696563"", ""#797573"", ""#615d5c"", ""#817d7b"", ""#898583"", ""#595554"", ""#918d8b""]",8.0,gray,single,1.0
63550,Asian Art,Bottle,bottle,1600,1633,1616,1500:1999,||||||||Japan||,Japan,culture,0.55,true,country.8820,Japan,138.59223,36.386493,1.0,country:1.00,matched,2026-04-27T16:46:48Z,False,,[],,,,
52972,Asian Art,Vase,vase,1736,1795,1765,1500:1999,||||||||China||,China,culture,0.55,true,country.8753,People's Republic of China,101.901875,35.486703,1.0,country:1.00,matched,2026-04-27T16:46:34Z,False,,[],,,,
47401,Asian Art,Meiping vase with floral scrolls,vase,1700,1799,1749,1500:1999,||||||||China||,China,culture,0.55,true,country.8753,People's Republic of China,101.901875,35.486703,1.0,country:1.00,matched,2026-04-27T16:46:34Z,True,#5a645b,"[""#5a645b"", ""#535c54"", ""#636c63"", ""#6a756b"", ""#4b554c"", ""#7a847c"", ""#727d73"", ""#828c83""]",8.0,gray,single,1.0
52804,Asian Art,Wine Bottle with Landscape Scenes,bottle,1800,1899,1849,1500:1999,||||||||Japan||,Japan,culture,0.55,true,country.8820,Japan,138.59223,36.386493,1.0,country:1.00,matched,2026-04-27T16:46:48Z,True,#fdfefe,"[""#fdfefe"", ""#a2a4a5"", ""#848a8b"", ""#828585"", ""#8a8c8c"", ""#b4bcc3"", ""#020c24"", ""#010413""]",5.0,blue,single,0.835798
450944,Islamic Art,Ewer,pitcher,1175,1250,1212,1000:1499,Raqqa||||||Syria||||,"Raqqa, Syria",city||country,0.88,true,place.13035735,"Raqqa, Al-Raqqah, Syria",39.008921,35.949678,1.0,place:1.00,matched,2026-04-27T16:47:01Z,True,#fefefe,"[""#fefefe"", ""#a4a39c"", ""#9c9b94"", ""#ababa4"", ""#94938c"", ""#8c8b83"", ""#9b948b"", ""#938c83""]",8.0,gray,single,0.66794
892635,Asian Art,Jar decorated with dragons,jar,1600,1699,1649,1500:1999,||||||||Korea||,Korea,culture,0.55,true,country.8828,South Korea,128.168944,36.536236,1.0,country:1.00,matched,2026-04-27T16:46:49Z,True,#c4c4c3,"[""#c4c4c3"", ""#dbdcdc"", ""#bcbcbc"", ""#cbcbcb"", ""#b4b4b4"", ""#abacab"", ""#d3d4d3"", ""#e2e3e3""]",0.0,multicolor,multicolor,0.362363
46840,Asian Art,Vase,vase,1700,1799,1749,1500:1999,||||||||China||,China,culture,0.55,true,country.8753,People's Republic of China,101.901875,35.486703,1.0,country:1.00,matched,2026-04-27T16:46:34Z,True,#ebeae5,"[""#ebeae5"", ""#e4e2dd"", ""#edece9"", ""#dddad4"", ""#e9e6e2"", ""#e6e5e1"", ""#e1ded9"", ""#d9d5ce""]",9.0,white,single,1.0
201732,European Sculpture and Decorative Arts,Vase (cuvette à fleurs Courteille),vase,1762,1762,1762,1500:1999,||||||||||French,France,department||artistNationality,0.53,true,country.8781,France,2.618787,47.824905,1.0,country:1.00,matched,2026-04-27T16:46:43Z,True,#c3c3bd,"[""#c3c3bd"", ""#ccceca"", ""#bbbcb4"", ""#cacbc5"", ""#c5c6c1"", ""#d2d3cd"", ""#d4d6d1"", ""#ced1cc""]",9.0,white,single,0.920636
42393,Asian Art,Jar,jar,800,899,849,500:999,||||||||China||,China,culture,0.55,true,country.8753,People's Republic of China,101.901875,35.486703,1.0,country:1.00,matched,2026-04-27T16:46:34Z,False,,[],,,,
206328,European Sculpture and Decorative Arts,Water bottle or flask,bottle,1795,1825,1810,1500:1999,||||||||||,,none,0.00,false,,,,,,,,,True,#e3ddca,"[""#e3ddca"", ""#eae5d3"", ""#dcd5c2"", ""#e1dbc6"", ""#dad3bd"", ""#e6e1cd"", ""#eeeada"", ""#f1eddd""]",9.0,white,single,1.0
309469,The Michael C. Rockefeller Wing,Storage jar,jar,-350,-200,-275,-500:-1,||||South Coast||Peru||Paracas||,Peru,country,0.70,true,country.8880,Peru,-75.311132,-10.151093,1.0,country:1.00,matched,2026-04-27T16:47:00Z,True,#2b241b,"[""#2b241b"", ""#332c23"", ""#241c13"", ""#2d2a24"", ""#26221b"", ""#1c150b"", ""#4b3b2c"", ""#33291d""]",2.0,brown_tan,single,0.927642
50841,Asian Art,Vase,vase,1662,1722,1692,1500:1999,||||||||China||,China,culture,0.55,true,country.8753,People's Republic of China,101.901875,35.486703,1.0,country:1.00,matched,2026-04-27T16:46:34Z,False,,[],,,,
465873,Medieval Art,Jar,jar,1200,1399,1299,1000:1499,||||||||French||,France,culture,0.55,true,country.8781,France,2.618787,47.824905,1.0,country:1.00,matched,2026-04-27T16:46:43Z,True,#635d4b,"[""#635d4b"", ""#5c5543"", ""#64624c"", ""#635b45"", ""#646453"", ""#6b634c"", ""#635543"", ""#6a6552""]",2.0,brown_tan,single,0.888753
52065,Asian Art,Miniature vase,vase,1700,1799,1749,1500:1999,||||||||China||,China,culture,0.55,true,country.8753,People's Republic of China,101.901875,35.486703,1.0,country:1.00,matched,2026-04-27T16:46:34Z,True,#4b4c3b,"[""#4b4c3b"", ""#434533"", ""#535444"", ""#5b5c4c"", ""#636453"", ""#6a6d5b"", ""#fefefd"", ""#545b4b""]",2.0,brown_tan,single,1.0
465876,Medieval Art,Jar,jar,1200,1399,1299,1000:1499,||||||||French||,France,culture,0.55,true,country.8781,France,2.618787,47.824905,1.0,country:1.00,matched,2026-04-27T16:46:43Z,True,#848254,"[""#848254"", ""#827c53"", ""#8a855b"", ""#8d8a5c"", ""#7b744c"", ""#fefefe"", ""#8a8455"", ""#bbb483""]",2.0,brown_tan,single,0.891102
466579,Medieval Art,Vase,vase,1500,1599,1549,1500:1999,||||||||Italian||,Italy,culture,0.55,true,country.8816,Italy,12.646361,42.504154,1.0,country:1.00,matched,2026-04-27T16:46:47Z,True,#fefefe,"[""#fefefe"", ""#6c5334"", ""#edeceb"", ""#6c543b"", ""#735c43"", ""#b39c83"", ""#735b3c"", ""#74634b""]",2.0,brown_tan,single,0.657182
62754,Asian Art,Tea Jar,jar,1680,1680,1680,1500:1999,||||||||Japan||,Japan,culture,0.55,true,country.8820,Japan,138.59223,36.386493,1.0,country:1.00,matched,2026-04-27T16:46:48Z,True,#5c432b,"[""#5c432b"", ""#544433"", ""#4c3c2b"", ""#3b2c1c"", ""#433423"", ""#5c4c3b"", ""#2b2115"", ""#342414""]",2.0,brown_tan,single,0.846719
194232,European Sculpture and Decorative Arts,Scent bottle,bottle,1765,1775,1770,1500:1999,||||||||||German,Germany,department||artistNationality,0.53,true,country.8762,Germany,10.018343,51.133481,1.0,country:1.00,matched,2026-04-27T16:46:43Z,False,,[],,,,
48272,Asian Art,Jar with Cover,jar,960,1279,1119,1000:1499,||||||||China||,China,culture,0.55,true,country.8753,People's Republic of China,101.901875,35.486703,1.0,country:1.00,matched,2026-04-27T16:46:34Z,True,#fefefd,"[""#fefefd"", ""#bc8c43"", ""#ab6c44"", ""#c38354"", ""#a3643b"", ""#b3744b"", ""#bb7c4c"", ""#c3934c""]",3.0,orange,single,0.600917
44756,Asian Art,Leys Jar,jar,1506,1521,1513,1500:1999,||||||||China||,China,culture,0.55,true,country.8753,People's Republic of China,101.901875,35.486703,1.0,country:1.00,matched,2026-04-27T16:46:34Z,True,#fdfdfd,"[""#fdfdfd"", ""#cacdca"", ""#c3c5c2"", ""#c6c9c5"", ""#bec1bc"", ""#9b7404"", ""#bbbeba"", ""#b6bab3""]",0.0,multicolor,multicolor,0.562408
46634,Asian Art,Vase,vase,1736,1795,1765,1500:1999,||||||||China||,China,culture,0.55,true,country.8753,People's Republic of China,101.901875,35.486703,1.0,country:1.00,matched,2026-04-27T16:46:34Z,True,#3c4c53,"[""#3c4c53"", ""#43545b"", ""#4a5c64"", ""#4c636c"", ""#546b74"", ""#455b63"", ""#34444b"", ""#fefefe""]",5.0,blue,single,0.914021
308629,The Michael C. Rockefeller Wing,Double Spout and Bridge Bottle with Bird,bottle,-500,-100,-300,-500:-1,||||||Peru||Paracas||,Peru,country,0.70,true,country.8880,Peru,-75.311132,-10.151093,1.0,country:1.00,matched,2026-04-27T16:47:00Z,True,#4b4b4c,"[""#4b4b4c"", ""#434344"", ""#535354"", ""#3b3b3c"", ""#333334"", ""#5c5a5c"", ""#646364"", ""#2b2b2c""]",8.0,gray,single,0.785509
44454,Asian Art,Covered Jar,jar,1300,1368,1334,1000:1499,||||||||China||,China,culture,0.55,true,country.8753,People's Republic of China,101.901875,35.486703,1.0,country:1.00,matched,2026-04-27T16:46:34Z,True,#ccb394,"[""#ccb394"", ""#d3bb9c"", ""#c4aa8c"", ""#dbc4a3"", ""#caad92"", ""#bda48b"", ""#fdfdfd"", ""#d2b59a""]",2.0,brown_tan,single,0.728484
309497,The Michael C. Rockefeller Wing,Stirrup Spout Bottle with Figure,bottle,200,600,400,0:499,||||||Peru||Moche||,Peru,country,0.70,true,country.8880,Peru,-75.311132,-10.151093,1.0,country:1.00,matched,2026-04-27T16:47:00Z,True,#dbb583,"[""#dbb583"", ""#d3ad7b"", ""#e3bc8b"", ""#dcba8c"", ""#d5b383"", ""#fefefe"", ""#cba473"", ""#e3bb84""]",2.0,brown_tan,single,0.894883
317793,The Michael C. Rockefeller Wing,Bottle in the shape of a feline,bottle,600,900,750,500:999,||||||Peru||Wari||,Peru,country,0.70,true,country.8880,Peru,-75.311132,-10.151093,1.0,country:1.00,matched,2026-04-27T16:47:00Z,True,#fefefe,"[""#fefefe"", ""#a44c33"", ""#934d3b"", ""#ac5333"", ""#6c433b"", ""#cc734b"", ""#c46b45"", ""#643b34""]",4.0,red,single,1.0
52470,Asian Art,"Water Jar with Dragon, Mount Fuji, Kirin, Cockerels, and Auspicious Motifs",jar,1850,1899,1874,1500:1999,||||||||Japan||,Japan,culture,0.55,true,country.8820,Japan,138.59223,36.386493,1.0,country:1.00,matched,2026-04-27T16:46:48Z,True,#8c8273,"[""#8c8273"", ""#847b6b"", ""#938474"", ""#9c8c7b"", ""#a49482"", ""#817564"", ""#948a7b"", ""#8a7e6c""]",2.0,brown_tan,single,1.0
316886,The Michael C. Rockefeller Wing,Double Spout Bottle,bottle,100,600,350,0:499,||||Central Andes||Peru||Nasca||,"Central Andes, Peru, Peru",region||country,0.70,true,place.10954928,"San Andrés District, Ica, Peru",-76.22378,-13.73163,0.501096,place:0.50,matched,2026-04-27T16:46:33Z,True,#fefefe,"[""#fefefe"", ""#4b2423"", ""#441c1b"", ""#3c1413"", ""#442422"", ""#4b2a24"", ""#3c1c1b"", ""#4a1d1b""]",4.0,red,single,1.0
