image_url,is_grayscale,grayscale_ratio,sampled_pixels,error,checked_at
https://images.metmuseum.org/CRDImages/ao/original/1979.206.1109.jpg,false,0.00000400,250000,,2026-04-28T14:35:18.517480+00:00
https://images.metmuseum.org/CRDImages/ao/original/1979.206.1111.JPG,false,0.03963200,250000,,2026-04-28T14:35:18.640052+00:00
https://images.metmuseum.org/CRDImages/ao/original/1979.206.1112.JPG,false,0.02352000,250000,,2026-04-28T14:35:18.791996+00:00
https://images.metmuseum.org/CRDImages/ao/original/1979.206.1114.JPG,false,0.00176000,250000,,2026-04-28T14:35:19.085396+00:00
https://images.metmuseum.org/CRDImages/ao/original/1979.206.1116.JPG,false,0.13822400,250000,,2026-04-28T14:35:19.300178+00:00
https://images.metmuseum.org/CRDImages/ao/original/1979.206.1121.JPG,false,0.00000000,250000,,2026-04-28T14:35:19.552617+00:00
https://images.metmuseum.org/CRDImages/ao/original/1979.206.1127_a.jpg,false,0.00000000,250000,,2026-04-28T14:35:19.769439+00:00
https://images.metmuseum.org/CRDImages/ao/original/1979.206.1169_a.JPG,false,0.00000000,250000,,2026-04-28T14:35:20.251179+00:00
https://images.metmuseum.org/CRDImages/ao/original/1979.206.1170_a.JPG,false,0.00000000,250000,,2026-04-28T14:35:20.381696+00:00
https://images.metmuseum.org/CRDImages/ao/original/1979.206.1222.JPG,false,0.09205200,250000,,2026-04-28T14:35:20.881823+00:00
https://images.metmuseum.org/CRDImages/ao/original/1979.206.348.JPG,false,0.00000000,250000,,2026-04-28T14:35:10.866766+00:00
https://images.metmuseum.org/CRDImages/ao/original/1979.206.349.JPG,false,0.00000400,250000,,2026-04-28T14:35:11.172546+00:00
https://images.metmuseum.org/CRDImages/ao/original/1979.206.350.JPG,false,0.00000000,250000,,2026-04-28T14:35:11.307691+00:00
https://images.metmuseum.org/CRDImages/ao/original/1979.206.381_a.jpg,false,0.00000000,250000,,2026-04-28T14:35:11.977524+00:00
https://images.metmuseum.org/CRDImages/ao/original/1979.206.384.jpg,false,0.00000000,250000,,2026-04-28T14:35:12.205090+00:00
https://images.metmuseum.org/CRDImages/ao/original/1979.206.409.jpg,false,0.00001600,250000,,2026-04-28T14:35:13.508005+00:00
https://images.metmuseum.org/CRDImages/ao/original/1979.206.453_a.jpg,false,0.00400400,250000,,2026-04-28T14:35:10.739703+00:00
https://images.metmuseum.org/CRDImages/ao/original/1979.206.618.JPG,false,0.00000000,250000,,2026-04-28T14:35:14.354547+00:00
https://images.metmuseum.org/CRDImages/ao/original/1979.206.704.jpg,false,0.00000000,250000,,2026-04-28T14:35:14.551386+00:00
https://images.metmuseum.org/CRDImages/ao/original/1979.206.832_a.jpg,false,0.00020400,250000,,2026-04-28T14:35:15.717437+00:00
https://images.metmuseum.org/CRDImages/ao/original/1979.206.897_a.jpg,false,0.00000000,250000,,2026-04-28T14:35:15.917043+00:00
https://images.metmuseum.org/CRDImages/ao/original/1979.206.957.JPG,false,0.00000000,250000,,2026-04-28T14:35:16.425580+00:00
https://images.metmuseum.org/CRDImages/ao/original/1980.83.8.jpg,false,0.00000000,250000,,2026-04-28T14:35:21.654512+00:00
https://images.metmuseum.org/CRDImages/ao/original/1983.497.11.JPG,false,0.00165600,250000,,2026-04-28T14:35:23.830412+00:00
https://images.metmuseum.org/CRDImages/ao/original/1983.497.12.JPG,false,0.00000400,250000,,2026-04-28T14:35:24.297901+00:00
https://images.metmuseum.org/CRDImages/ao/original/1983.497.16.JPG,false,0.00000000,250000,,2026-04-28T14:35:24.466746+00:00
https://images.metmuseum.org/CRDImages/ao/original/1983.497.18.JPG,false,0.00000000,250000,,2026-04-28T14:35:24.593137+00:00
