objectID,color_eligible,color_analysis_status,primary_image_url,bw_grayscale_ratio,top_color_hex,dominant_colors_hex,dominant_colors_share,color_group_id,color_group_label,no_bg_image_path,no_bg_image_exists,dominant_color_foreground_pixels,color_group_key,color_group_type,color_group_confidence
44756,True,eligible,https://images.metmuseum.org/CRDImages/as/original/DP-32070-001.jpg,0.026828,#fdfdfd,"[""#fdfdfd"", ""#cacdca"", ""#c3c5c2"", ""#c6c9c5"", ""#bec1bc"", ""#9b7404"", ""#bbbeba"", ""#b6bab3""]","[0.012695, 0.012325, 0.011625, 0.00897, 0.00795, 0.007725, 0.007235, 0.006305]",0,multicolor,/Users/oliviakasmin/Desktop/okasmin-parsons-thesis-2026/process_data/generated/real_images/44756_no_bg.png,True,349706.0,multicolor,multicolor,0.562408
44793,False,bw_original,https://images.metmuseum.org/CRDImages/as/original/147122.jpg,1.0,,[],[],,,/Users/oliviakasmin/Desktop/okasmin-parsons-thesis-2026/process_data/generated/real_images/44793_no_bg.png,False,,,,
44817,True,eligible,https://images.metmuseum.org/CRDImages/as/original/DP-42382-001.jpg,0.106992,#bca384,"[""#bca384"", ""#ac9374"", ""#b49b7c"", ""#fdfefe"", ""#c4ab8c"", ""#a48b6c"", ""#c3a483"", ""#9b8264""]","[0.01807, 0.01748, 0.0173, 0.016135, 0.01565, 0.01526, 0.015035, 0.013965]",100,orange 0.59 + neutral 0.31,/Users/oliviakasmin/Desktop/okasmin-parsons-thesis-2026/process_data/generated/real_images/44817_no_bg.png,True,334178.0,combo_1,combo,0.402433
44830,True,eligible,https://images.metmuseum.org/CRDImages/as/original/DT10522.jpg,0.55816,#5b2d13,"[""#5b2d13"", ""#c49b83"", ""#fefdfd"", ""#53240c"", ""#5c331b"", ""#63351b"", ""#552a13"", ""#caa38c""]","[0.01711, 0.016995, 0.015285, 0.014975, 0.014045, 0.0135, 0.011655, 0.010945]",102,red 0.37 + orange 0.32,/Users/oliviakasmin/Desktop/okasmin-parsons-thesis-2026/process_data/generated/real_images/44830_no_bg.png,True,377540.0,combo_3,combo,0.613073
44862,True,eligible,https://images.metmuseum.org/CRDImages/as/original/1975_268_473_S1_sf.jpg,3.2e-05,#c2cbc5,"[""#c2cbc5"", ""#becac4"", ""#bbc6c3"", ""#c9ccc5"", ""#9badbb"", ""#a3b4bc"", ""#fdfdfd"", ""#c3ccc9""]","[0.4268834, 0.14852399, 0.02435689, 0.02058142, 0.01841818, 0.01833145, 0.01432638, 0.01321925]",105,neutral 0.81 + green 0.10,/Users/oliviakasmin/Desktop/okasmin-parsons-thesis-2026/process_data/generated/real_images/44862_no_bg.png,True,196002.0,combo_6,combo,0.355985
44907,False,bw_original,https://images.metmuseum.org/CRDImages/as/original/206724.jpg,1.0,,[],[],,,/Users/oliviakasmin/Desktop/okasmin-parsons-thesis-2026/process_data/generated/real_images/44907_no_bg.png,False,,,,
44953,True,eligible,https://images.metmuseum.org/CRDImages/as/original/1991_479_5.JPG,0.008376,#fdfdfd,"[""#fdfdfd"", ""#c49c73"", ""#bc946b"", ""#dcb383"", ""#e3b483"", ""#c49a6c"", ""#d4ac82"", ""#bb9364""]","[0.011815, 0.01181, 0.01178, 0.010555, 0.010405, 0.01025, 0.010225, 0.009615]",100,orange 0.59 + neutral 0.31,/Users/oliviakasmin/Desktop/okasmin-parsons-thesis-2026/process_data/generated/real_images/44953_no_bg.png,True,378025.0,combo_1,combo,0.788505
44973,True,eligible,https://images.metmuseum.org/CRDImages/as/original/1991_479_21.JPG,0.0067,#9c7443,"[""#9c7443"", ""#835c2b"", ""#ac7c43"", ""#fdfdfd"", ""#94632b"", ""#9c6c33"", ""#8c6433"", ""#a3743b""]","[0.00926, 0.008865, 0.0088, 0.00849, 0.00849, 0.008345, 0.008315, 0.00793]",100,orange 0.59 + neutral 0.31,/Users/oliviakasmin/Desktop/okasmin-parsons-thesis-2026/process_data/generated/real_images/44973_no_bg.png,True,352107.0,combo_1,combo,0.611964
44974,True,eligible,https://images.metmuseum.org/CRDImages/as/original/1991_479_22.JPG,0.005404,#fefdfe,"[""#fefdfe"", ""#cbaca3"", ""#d3b4ab"", ""#a3837b"", ""#9c827c"", ""#6b544c"", ""#c3a49b"", ""#947364""]","[0.010005, 0.006255, 0.006015, 0.0052, 0.004845, 0.00464, 0.004435, 0.00425]",102,red 0.37 + orange 0.32,/Users/oliviakasmin/Desktop/okasmin-parsons-thesis-2026/process_data/generated/real_images/44974_no_bg.png,True,293210.0,combo_3,combo,0.589642
44977,True,eligible,https://images.metmuseum.org/CRDImages/as/original/1991_479_25.JPG,0.001264,#ccc4bb,"[""#ccc4bb"", ""#c4bcb3"", ""#c3bcbb"", ""#d3ccc3"", ""#bbb5b3"", ""#d5d2cc"", ""#9c8b74"", ""#93836c""]","[0.01054, 0.010065, 0.00897, 0.00871, 0.00792, 0.0078, 0.00773, 0.007685]",100,orange 0.59 + neutral 0.31,/Users/oliviakasmin/Desktop/okasmin-parsons-thesis-2026/process_data/generated/real_images/44977_no_bg.png,True,429215.0,combo_1,combo,0.760307
45205,True,eligible,https://images.metmuseum.org/CRDImages/as/original/LC-1975_268_427_003.jpg,0.24672,#7b654b,"[""#7b654b"", ""#836d53"", ""#725d43"", ""#6d5b43"", ""#75634b"", ""#826c4d"", ""#8c745b"", ""#6b5344""]","[0.02598, 0.024495, 0.023775, 0.021815, 0.02148, 0.020785, 0.01924, 0.01878]",101,orange 0.46 + yellow 0.33,/Users/oliviakasmin/Desktop/okasmin-parsons-thesis-2026/process_data/generated/real_images/45205_no_bg.png,True,331898.0,combo_2,combo,0.860315
45365,True,eligible,https://images.metmuseum.org/CRDImages/as/original/LC-1977_261-001.jpg,0.000204,#544b2c,"[""#544b2c"", ""#5b5334"", ""#4c4324"", ""#645b3b"", ""#6c6343"", ""#746b4b"", ""#443b1c"", ""#7c7353""]","[0.01923, 0.01769, 0.01703, 0.01651, 0.015295, 0.014205, 0.01372, 0.01332]",101,orange 0.46 + yellow 0.33,/Users/oliviakasmin/Desktop/okasmin-parsons-thesis-2026/process_data/generated/real_images/45365_no_bg.png,True,418256.0,combo_2,combo,0.844345
45432,True,eligible,https://images.metmuseum.org/CRDImages/as/original/DP231900.jpg,0.0063,#e4e5e2,"[""#e4e5e2"", ""#ececeb"", ""#ddddda"", ""#e1e2dd"", ""#d5d5d2"", ""#dadad5"", ""#d2d3cd"", ""#c2c3bd""]","[0.084875, 0.060685, 0.05965, 0.05531, 0.0428, 0.036205, 0.03078, 0.02836]",103,neutral 0.85 + yellow 0.09,/Users/oliviakasmin/Desktop/okasmin-parsons-thesis-2026/process_data/generated/real_images/45432_no_bg.png,True,380706.0,combo_4,combo,0.789002
45482,True,eligible,https://images.metmuseum.org/CRDImages/as/original/DP268796.jpg,0.423,#5c4c3b,"[""#5c4c3b"", ""#534435"", ""#fdfdfd"", ""#645442"", ""#a48a6c"", ""#544b3b"", ""#9c8264"", ""#4c4235""]","[0.026495, 0.017445, 0.014315, 0.01388, 0.012775, 0.012195, 0.011585, 0.01087]",101,orange 0.46 + yellow 0.33,/Users/oliviakasmin/Desktop/okasmin-parsons-thesis-2026/process_data/generated/real_images/45482_no_bg.png,True,203554.0,combo_2,combo,0.711616
45484,True,eligible,https://images.metmuseum.org/CRDImages/as/original/DP-42389-001.jpg,0.044844,#7b6b54,"[""#7b6b54"", ""#74634c"", ""#7b6d5a"", ""#7d725c"", ""#fdfdfd"", ""#817562"", ""#c3a47c"", ""#81735c""]","[0.015605, 0.01443, 0.01428, 0.013945, 0.01043, 0.00972, 0.009235, 0.00914]",100,orange 0.59 + neutral 0.31,/Users/oliviakasmin/Desktop/okasmin-parsons-thesis-2026/process_data/generated/real_images/45484_no_bg.png,True,294297.0,combo_1,combo,0.704118
45527,False,bw_original,https://images.metmuseum.org/CRDImages/as/original/1975_325_6.jpg,1.0,,[],[],,,/Users/oliviakasmin/Desktop/okasmin-parsons-thesis-2026/process_data/generated/real_images/45527_no_bg.png,False,,,,
45529,True,eligible,https://images.metmuseum.org/CRDImages/as/original/DP323754.jpg,0.626612,#fdfdfd,"[""#fdfdfd"", ""#030202"", ""#63432c"", ""#4c3423"", ""#734c33"", ""#6c4b34"", ""#7b543b"", ""#130402""]","[0.018465, 0.009655, 0.00938, 0.00921, 0.009095, 0.008865, 0.00859, 0.008295]",102,red 0.37 + orange 0.32,/Users/oliviakasmin/Desktop/okasmin-parsons-thesis-2026/process_data/generated/real_images/45529_no_bg.png,True,363254.0,combo_3,combo,0.719361
45550,False,bw_original,https://images.metmuseum.org/CRDImages/as/original/198066.jpg,1.0,,[],[],,,/Users/oliviakasmin/Desktop/okasmin-parsons-thesis-2026/process_data/generated/real_images/45550_no_bg.png,False,,,,
45552,True,eligible,https://images.metmuseum.org/CRDImages/as/original/23_225_82_ab_O1_sf.jpg,0.002956,#655c53,"[""#655c53"", ""#fefefc"", ""#b2ac9b"", ""#aca594"", ""#bcb5a3"", ""#5c534b"", ""#6c635b"", ""#545b6b""]","[0.054785, 0.032465, 0.02796, 0.02704, 0.022945, 0.02201, 0.02105, 0.01751]",0,multicolor,/Users/oliviakasmin/Desktop/okasmin-parsons-thesis-2026/process_data/generated/real_images/45552_no_bg.png,True,441539.0,multicolor,multicolor,0.587912
45553,True,eligible,https://images.metmuseum.org/CRDImages/as/original/DP-43520-001.jpg,0.31306,#ededeb,"[""#ededeb"", ""#ebeae5"", ""#f3f1ed"", ""#f4f4f3"", ""#fdfcfc"", ""#f1eeeb"", ""#e5e4e2"", ""#e4e2dd""]","[0.05674, 0.03586, 0.02995, 0.0293, 0.02811, 0.022255, 0.019165, 0.01602]",0,multicolor,/Users/oliviakasmin/Desktop/okasmin-parsons-thesis-2026/process_data/generated/real_images/45553_no_bg.png,True,416748.0,multicolor,multicolor,0.519166
45554,False,bw_original,https://images.metmuseum.org/CRDImages/as/original/23_225_63.JPG,1.0,,[],[],,,/Users/oliviakasmin/Desktop/okasmin-parsons-thesis-2026/process_data/generated/real_images/45554_no_bg.png,False,,,,
45555,True,eligible,https://images.metmuseum.org/CRDImages/as/original/DP-43521-001.jpg,0.399096,#f4f4f4,"[""#f4f4f4"", ""#ececec"", ""#fcfcfc"", ""#e4e4e4"", ""#030202"", ""#dcdbdb"", ""#d5d3d3"", ""#0b0304""]","[0.217185, 0.06879, 0.04967, 0.035275, 0.03031, 0.020245, 0.01616, 0.01091]",102,red 0.37 + orange 0.32,/Users/oliviakasmin/Desktop/okasmin-parsons-thesis-2026/process_data/generated/real_images/45555_no_bg.png,True,384827.0,combo_3,combo,0.519672
45556,True,eligible,https://images.metmuseum.org/CRDImages/as/original/23_225_109ab_S1_sf.jpg,0.008972,#d3d4d2,"[""#d3d4d2"", ""#cccdcb"", ""#c4c5c3"", ""#d1d2ce"", ""#bcbdba"", ""#c9c9c6"", ""#c1c2be"", ""#babab6""]","[0.170825, 0.137265, 0.0744, 0.074185, 0.061115, 0.035155, 0.03269, 0.02786]",103,neutral 0.85 + yellow 0.09,/Users/oliviakasmin/Desktop/okasmin-parsons-thesis-2026/process_data/generated/real_images/45556_no_bg.png,True,391577.0,combo_4,combo,0.710081
45732,True,eligible,https://images.metmuseum.org/CRDImages/as/original/DP264316.jpg,0.286036,#fdfdfd,"[""#fdfdfd"", ""#24344b"", ""#1c2c43"", ""#1c2b3c"", ""#233244"", ""#2b3c53"", ""#03132c"", ""#344354""]","[0.02264561, 0.01173645, 0.00880388, 0.00834084, 0.00717399, 0.00697025, 0.00694556, 0.00666156]",104,neutral 0.68 + blue 0.27,/Users/oliviakasmin/Desktop/okasmin-parsons-thesis-2026/process_data/generated/real_images/45732_no_bg.png,True,161974.0,combo_5,combo,0.517937
45828,False,bw_original,https://images.metmuseum.org/CRDImages/as/original/54373.jpg,1.0,,[],[],,,/Users/oliviakasmin/Desktop/okasmin-parsons-thesis-2026/process_data/generated/real_images/45828_no_bg.png,False,,,,
45829,True,eligible,https://images.metmuseum.org/CRDImages/as/original/32_100_432_O1_sf.jpg,0.15094,#0b0b0d,"[""#0b0b0d"", ""#131413"", ""#1a1c1b"", ""#020303"", ""#05060a"", ""#232424"", ""#fefefe"", ""#2b2c2b""]","[0.05776776, 0.04619837, 0.04323139, 0.04254904, 0.03893018, 0.02630681, 0.02493603, 0.0166687]",0,multicolor,/Users/oliviakasmin/Desktop/okasmin-parsons-thesis-2026/process_data/generated/real_images/45829_no_bg.png,True,164140.0,multicolor,multicolor,0.23216
45830,True,eligible,https://images.metmuseum.org/CRDImages/as/original/17_120_255_O1_sf.jpg,0.193084,#1c1c1c,"[""#1c1c1c"", ""#232323"", ""#141414"", ""#2b2b2b"", ""#fefefe"", ""#333333"", ""#0d0d0c"", ""#030202""]","[0.07262465, 0.06683623, 0.05185775, 0.04264263, 0.0240871, 0.02376135, 0.01598707, 0.01494716]",102,red 0.37 + orange 0.32,/Users/oliviakasmin/Desktop/okasmin-parsons-thesis-2026/process_data/generated/real_images/45830_no_bg.png,True,159629.0,combo_3,combo,0.525031
45832,False,bw_original,https://images.metmuseum.org/CRDImages/as/original/20747.jpg,1.0,,[],[],,,/Users/oliviakasmin/Desktop/okasmin-parsons-thesis-2026/process_data/generated/real_images/45832_no_bg.png,False,,,,
45833,False,bw_original,https://images.metmuseum.org/CRDImages/as/original/74081.jpg,1.0,,[],[],,,/Users/oliviakasmin/Desktop/okasmin-parsons-thesis-2026/process_data/generated/real_images/45833_no_bg.png,False,,,,
45834,False,bw_original,https://images.metmuseum.org/CRDImages/as/original/118149.jpg,1.0,,[],[],,,/Users/oliviakasmin/Desktop/okasmin-parsons-thesis-2026/process_data/generated/real_images/45834_no_bg.png,False,,,,
45837,False,bw_original,https://images.metmuseum.org/CRDImages/as/original/13706.jpg,1.0,,[],[],,,/Users/oliviakasmin/Desktop/okasmin-parsons-thesis-2026/process_data/generated/real_images/45837_no_bg.png,False,,,,
45838,False,bw_original,https://images.metmuseum.org/CRDImages/as/original/55588.jpg,1.0,,[],[],,,/Users/oliviakasmin/Desktop/okasmin-parsons-thesis-2026/process_data/generated/real_images/45838_no_bg.png,False,,,,
45839,False,bw_original,https://images.metmuseum.org/CRDImages/as/original/55589.jpg,1.0,,[],[],,,/Users/oliviakasmin/Desktop/okasmin-parsons-thesis-2026/process_data/generated/real_images/45839_no_bg.png,False,,,,
45844,True,eligible,https://images.metmuseum.org/CRDImages/as/original/61_200_68_O1_sf.jpg,0.0,#335344,"[""#335344"", ""#3b5b4c"", ""#33554b"", ""#2c4b3c"", ""#345a4c"", ""#fefefe"", ""#3b5543"", ""#345b52""]","[0.023275, 0.01989, 0.01855, 0.017875, 0.01372, 0.012085, 0.011225, 0.01065]",105,neutral 0.81 + green 0.10,/Users/oliviakasmin/Desktop/okasmin-parsons-thesis-2026/process_data/generated/real_images/45844_no_bg.png,True,413798.0,combo_6,combo,0.401544
45845,False,bw_original,https://images.metmuseum.org/CRDImages/as/original/23597.jpg,1.0,,[],[],,,/Users/oliviakasmin/Desktop/okasmin-parsons-thesis-2026/process_data/generated/real_images/45845_no_bg.png,False,,,,
45847,False,bw_original,https://images.metmuseum.org/CRDImages/as/original/118148.jpg,1.0,,[],[],,,/Users/oliviakasmin/Desktop/okasmin-parsons-thesis-2026/process_data/generated/real_images/45847_no_bg.png,False,,,,
45848,True,eligible,https://images.metmuseum.org/CRDImages/as/original/17_120_190ab_O1_sf.jpg,0.00634,#82837b,"[""#82837b"", ""#8b8c83"", ""#fdfdfd"", ""#93948c"", ""#a3a49b"", ""#9b9c93"", ""#b3b4ac"", ""#babcb4""]","[0.022695, 0.021765, 0.020325, 0.0198, 0.018815, 0.018555, 0.0165, 0.01618]",103,neutral 0.85 + yellow 0.09,/Users/oliviakasmin/Desktop/okasmin-parsons-thesis-2026/process_data/generated/real_images/45848_no_bg.png,True,218852.0,combo_4,combo,0.679521
45849,True,eligible,https://images.metmuseum.org/CRDImages/as/original/16_139_01.jpg,0.000152,#a4936b,"[""#a4936b"", ""#9c8b63"", ""#94825b"", ""#8c7b4c"", ""#948154"", ""#ab9b73"", ""#847244"", ""#fdfdfd""]","[0.03747, 0.03467, 0.029125, 0.027675, 0.025785, 0.0255, 0.02363, 0.02292]",100,orange 0.59 + neutral 0.31,/Users/oliviakasmin/Desktop/okasmin-parsons-thesis-2026/process_data/generated/real_images/45849_no_bg.png,True,208203.0,combo_1,combo,0.688899
45853,False,bw_original,https://images.metmuseum.org/CRDImages/as/original/54371.jpg,1.0,,[],[],,,/Users/oliviakasmin/Desktop/okasmin-parsons-thesis-2026/process_data/generated/real_images/45853_no_bg.png,False,,,,
45856,False,bw_original,https://images.metmuseum.org/CRDImages/as/original/37177.jpg,1.0,,[],[],,,/Users/oliviakasmin/Desktop/okasmin-parsons-thesis-2026/process_data/generated/real_images/45856_no_bg.png,False,,,,
45857,True,eligible,https://images.metmuseum.org/CRDImages/as/original/LC-29_100_175_whs-003.jpg,0.06836,#443b23,"[""#443b23"", ""#fefefe"", ""#4c432c"", ""#948c7b"", ""#8c8473"", ""#837b64"", ""#8b836c"", ""#938b74""]","[0.0197, 0.01949, 0.019165, 0.018695, 0.018675, 0.01848, 0.01833, 0.01714]",101,orange 0.46 + yellow 0.33,/Users/oliviakasmin/Desktop/okasmin-parsons-thesis-2026/process_data/generated/real_images/45857_no_bg.png,True,293759.0,combo_2,combo,0.699469
45861,False,bw_original,https://images.metmuseum.org/CRDImages/as/original/54372.jpg,1.0,,[],[],,,/Users/oliviakasmin/Desktop/okasmin-parsons-thesis-2026/process_data/generated/real_images/45861_no_bg.png,False,,,,
45862,True,eligible,https://images.metmuseum.org/CRDImages/as/original/DP-14610-060.jpg,0.624928,#ebdbc4,"[""#ebdbc4"", ""#e4d3bb"", ""#f5ebda"", ""#fefdfd"", ""#f3e5d3"", ""#faf2e4"", ""#dcccb3"", ""#fbf5ea""]","[0.025645, 0.024775, 0.02441, 0.023135, 0.02008, 0.019665, 0.01622, 0.015625]",100,orange 0.59 + neutral 0.31,/Users/oliviakasmin/Desktop/okasmin-parsons-thesis-2026/process_data/generated/real_images/45862_no_bg.png,True,204407.0,combo_1,combo,0.687416
45863,True,eligible,https://images.metmuseum.org/CRDImages/as/original/17_120_186ab_O1_sf.jpg,0.001336,#c4c4bd,"[""#c4c4bd"", ""#c4c5c2"", ""#cacbc4"", ""#fdfdfd"", ""#bbbdba"", ""#bbbbb4"", ""#c6c9c4"", ""#b3b5b3""]","[0.0151, 0.01459, 0.013255, 0.011505, 0.01037, 0.007925, 0.007655, 0.00748]",0,multicolor,/Users/oliviakasmin/Desktop/okasmin-parsons-thesis-2026/process_data/generated/real_images/45863_no_bg.png,True,205912.0,multicolor,multicolor,0.578858
45864,True,eligible,https://images.metmuseum.org/CRDImages/as/original/61_200_49ab_O2_sf.jpg,0.021864,#020202,"[""#020202"", ""#fefefd"", ""#131413"", ""#0b0c0c"", ""#1a1d1b"", ""#222524"", ""#151b1a"", ""#2b2d2c""]","[0.03732, 0.02967, 0.02719, 0.02099, 0.01599, 0.01193, 0.011265, 0.009075]",0,multicolor,/Users/oliviakasmin/Desktop/okasmin-parsons-thesis-2026/process_data/generated/real_images/45864_no_bg.png,True,224612.0,multicolor,multicolor,0.319739
45868,False,bw_original,https://images.metmuseum.org/CRDImages/as/original/195319.jpg,1.0,,[],[],,,/Users/oliviakasmin/Desktop/okasmin-parsons-thesis-2026/process_data/generated/real_images/45868_no_bg.png,False,,,,
45871,False,bw_original,https://images.metmuseum.org/CRDImages/as/original/55591.jpg,1.0,,[],[],,,/Users/oliviakasmin/Desktop/okasmin-parsons-thesis-2026/process_data/generated/real_images/45871_no_bg.png,False,,,,
45872,False,bw_original,https://images.metmuseum.org/CRDImages/as/original/20856.jpg,1.0,,[],[],,,/Users/oliviakasmin/Desktop/okasmin-parsons-thesis-2026/process_data/generated/real_images/45872_no_bg.png,False,,,,
45873,False,bw_original,https://images.metmuseum.org/CRDImages/as/original/23483.jpg,1.0,,[],[],,,/Users/oliviakasmin/Desktop/okasmin-parsons-thesis-2026/process_data/generated/real_images/45873_no_bg.png,False,,,,
45879,True,eligible,https://images.metmuseum.org/CRDImages/as/original/14_40_373_O2_sf.jpg,0.0,#5d1b12,"[""#5d1b12"", ""#5c140d"", ""#621c13"", ""#5c1a0e"", ""#64241b"", ""#6c2c22"", ""#621611"", ""#8c5a54""]","[0.071715, 0.060325, 0.047775, 0.04559, 0.04422, 0.030695, 0.026215, 0.02558]",102,red 0.37 + orange 0.32,/Users/oliviakasmin/Desktop/okasmin-parsons-thesis-2026/process_data/generated/real_images/45879_no_bg.png,True,394180.0,combo_3,combo,0.705219
45880,False,bw_original,https://images.metmuseum.org/CRDImages/as/original/36743.jpg,1.0,,[],[],,,/Users/oliviakasmin/Desktop/okasmin-parsons-thesis-2026/process_data/generated/real_images/45880_no_bg.png,False,,,,
45882,True,eligible,https://images.metmuseum.org/CRDImages/as/original/LC-14_40_338_whs-002.jpg,2e-05,#023b1c,"[""#023b1c"", ""#024224"", ""#2c4d3a"", ""#013314"", ""#023d22"", ""#2b4b35"", ""#22442d"", ""#034b2c""]","[0.072215, 0.04308, 0.033715, 0.03215, 0.0295, 0.029055, 0.02674, 0.02546]",2,green,/Users/oliviakasmin/Desktop/okasmin-parsons-thesis-2026/process_data/generated/real_images/45882_no_bg.png,True,402244.0,green,single,1.0
45883,True,eligible,https://images.metmuseum.org/CRDImages/as/original/14_40_222_O1_sf.jpg,0.482452,#030304,"[""#030304"", ""#131313"", ""#0c0c0c"", ""#1b1c1b"", ""#fefefe"", ""#050609"", ""#e5e5e2"", ""#e9e9e6""]","[0.08422967, 0.05550071, 0.03626916, 0.02547271, 0.02448544, 0.01957218, 0.01665079, 0.01077913]",0,multicolor,/Users/oliviakasmin/Desktop/okasmin-parsons-thesis-2026/process_data/generated/real_images/45883_no_bg.png,True,173205.0,multicolor,multicolor,0.425906
45886,False,bw_original,https://images.metmuseum.org/CRDImages/as/original/23516.jpg,1.0,,[],[],,,/Users/oliviakasmin/Desktop/okasmin-parsons-thesis-2026/process_data/generated/real_images/45886_no_bg.png,False,,,,
45889,True,eligible,https://images.metmuseum.org/CRDImages/as/original/17_120_254_O1_sf.jpg,0.408432,#1b1c1b,"[""#1b1c1b"", ""#232423"", ""#141414"", ""#2b2c2b"", ""#fefefe"", ""#333433"", ""#0c0c0c"", ""#3b3c3b""]","[0.05153235, 0.04309423, 0.03604337, 0.03323067, 0.024398, 0.02121621, 0.01849896, 0.01548261]",0,multicolor,/Users/oliviakasmin/Desktop/okasmin-parsons-thesis-2026/process_data/generated/real_images/45889_no_bg.png,True,157144.0,multicolor,multicolor,0.675805
45891,True,eligible,https://images.metmuseum.org/CRDImages/as/original/LC-21_175_1_whs-002.jpg,0.00136,#fefefe,"[""#fefefe"", ""#65655b"", ""#6b695e"", ""#6c6b63"", ""#030302"", ""#74736b"", ""#72644c"", ""#6a655c""]","[0.02675269, 0.01330303, 0.0125499, 0.01211669, 0.01180344, 0.01053046, 0.0083977, 0.00817776]",0,multicolor,/Users/oliviakasmin/Desktop/okasmin-parsons-thesis-2026/process_data/generated/real_images/45891_no_bg.png,True,150041.0,multicolor,multicolor,0.499582
45893,True,eligible,https://images.metmuseum.org/CRDImages/as/original/17_120_199_O1_sf.jpg,0.000616,#fdfdfd,"[""#fdfdfd"", ""#a3a49b"", ""#c3c4bc"", ""#cacdca"", ""#cacbc5"", ""#9b9c93"", ""#acb3b3"", ""#abaca4""]","[0.01669215, 0.01522346, 0.01049547, 0.01001931, 0.00917431, 0.00883229, 0.00835613, 0.00818177]",0,multicolor,/Users/oliviakasmin/Desktop/okasmin-parsons-thesis-2026/process_data/generated/real_images/45893_no_bg.png,True,149112.0,multicolor,multicolor,0.596808
45894,True,eligible,https://images.metmuseum.org/CRDImages/as/original/LC-14_40_112_whs-001.jpg,8.4e-05,#3c2322,"[""#3c2322"", ""#3c0e09"", ""#43130c"", ""#fefefe"", ""#3b0c06"", ""#340302"", ""#4b1c15"", ""#230302""]","[0.03779829, 0.02989297, 0.02666044, 0.02566827, 0.02559146, 0.02278779, 0.02216049, 0.01971528]",102,red 0.37 + orange 0.32,/Users/oliviakasmin/Desktop/okasmin-parsons-thesis-2026/process_data/generated/real_images/45894_no_bg.png,True,156224.0,combo_3,combo,0.611011
45895,False,bw_original,https://images.metmuseum.org/CRDImages/as/original/23612.jpg,1.0,,[],[],,,/Users/oliviakasmin/Desktop/okasmin-parsons-thesis-2026/process_data/generated/real_images/45895_no_bg.png,False,,,,
45896,False,bw_original,https://images.metmuseum.org/CRDImages/as/original/36721.jpg,1.0,,[],[],,,/Users/oliviakasmin/Desktop/okasmin-parsons-thesis-2026/process_data/generated/real_images/45896_no_bg.png,False,,,,
45900,True,eligible,https://images.metmuseum.org/CRDImages/as/original/21_11_1_O5_sf.jpg,0.10998,#dbdbd5,"[""#dbdbd5"", ""#c4c2bb"", ""#d4d3cc"", ""#deded9"", ""#cccbc4"", ""#e2e2dc"", ""#c9c5bd"", ""#d5d5d1""]","[0.12454192, 0.09082224, 0.05635447, 0.0512897, 0.05110268, 0.02393384, 0.01928355, 0.01686237]",0,multicolor,/Users/oliviakasmin/Desktop/okasmin-parsons-thesis-2026/process_data/generated/real_images/45900_no_bg.png,True,197837.0,multicolor,multicolor,0.501077
45904,True,eligible,https://images.metmuseum.org/CRDImages/as/original/23_225_221_recto.jpg,0.013296,#131b14,"[""#131b14"", ""#fefefe"", ""#1b231c"", ""#232b24"", ""#1c2b23"", ""#24332b"", ""#121612"", ""#15231b""]","[0.033425, 0.024125, 0.021015, 0.01472, 0.0136, 0.013375, 0.011275, 0.01103]",2,green,/Users/oliviakasmin/Desktop/okasmin-parsons-thesis-2026/process_data/generated/real_images/45904_no_bg.png,True,225987.0,green,single,0.830779
45907,False,bw_original,https://images.metmuseum.org/CRDImages/as/original/62547.jpg,1.0,,[],[],,,/Users/oliviakasmin/Desktop/okasmin-parsons-thesis-2026/process_data/generated/real_images/45907_no_bg.png,False,,,,
45908,True,eligible,https://images.metmuseum.org/CRDImages/as/original/LC-14_40_271_whs-002.jpg,0.05872,#fefefe,"[""#fefefe"", ""#6c6c63"", ""#8b8d83"", ""#020c2b"", ""#01031b"", ""#010314"", ""#020b24"", ""#94958a""]","[0.02396824, 0.01353305, 0.01193249, 0.01183496, 0.01172023, 0.01124981, 0.01098592, 0.01072777]",0,multicolor,/Users/oliviakasmin/Desktop/okasmin-parsons-thesis-2026/process_data/generated/real_images/45908_no_bg.png,True,174314.0,multicolor,multicolor,0.432184
45909,True,eligible,https://images.metmuseum.org/CRDImages/as/original/50_145_245_O1_sf.jpg,0.172624,#fefefd,"[""#fefefd"", ""#acd2d4"", ""#a4cbcc"", ""#b3d4d4"", ""#9cc3c4"", ""#abcccc"", ""#dcdad4"", ""#b4dadb""]","[0.01966481, 0.01578688, 0.01368794, 0.01198574, 0.01097467, 0.01012997, 0.00848537, 0.00810781]",105,neutral 0.81 + green 0.10,/Users/oliviakasmin/Desktop/okasmin-parsons-thesis-2026/process_data/generated/real_images/45909_no_bg.png,True,156269.0,combo_6,combo,0.389644
45912,True,eligible,https://images.metmuseum.org/CRDImages/as/original/LC-14_40_273_whs-001.jpg,0.04452,#fefefe,"[""#fefefe"", ""#020b2c"", ""#0b2443"", ""#0c2b4b"", ""#0c223c"", ""#7b8383"", ""#031433"", ""#010423""]","[0.019795, 0.015825, 0.01457, 0.01227, 0.011985, 0.0117, 0.011405, 0.01139]",104,neutral 0.68 + blue 0.27,/Users/oliviakasmin/Desktop/okasmin-parsons-thesis-2026/process_data/generated/real_images/45912_no_bg.png,True,209834.0,combo_5,combo,0.385032
