color_group_id,color_group_key,color_group_label,color_group_type,hue_x,hue_y,sat_mean,val_mean
101,combo_2,orange 0.46 + yellow 0.33,combo,0.7309380526568379,0.5586015566160735,0.3168347707146285,0.3979044538777717
100,combo_1,orange 0.59 + neutral 0.31,combo,0.8305780584189031,0.3918283194299541,0.17358957200637723,0.8131183437842155
104,combo_5,neutral 0.68 + blue 0.27,combo,0.1007563926119755,-0.1797901588442255,0.06201382977822973,0.7094664095146266
103,combo_4,neutral 0.85 + yellow 0.09,combo,0.4052411695599625,0.6524726500945667,0.04817191199714746,0.7811430955360877
102,combo_3,red 0.37 + orange 0.32,combo,0.8798448111317987,0.0869700246157824,0.2582850099340871,0.5816562522444894
105,combo_6,neutral 0.81 + green 0.10,combo,-0.3231554076761961,0.39895822266091036,0.07272096602787655,0.6877658105495724
