color_group_id,color_group_key,color_group_label,hue_x,hue_y,sat_mean,val_mean
1,yellow,yellow,0.6762148602331144,0.6875450154019995,0.4924533449155511,0.48084709652468965
2,brown_tan,brown/ tan,0.8165500371067429,0.506917395838492,0.31237434936258673,0.55952657701206
3,orange,orange,0.8727843834149627,0.4200405543472585,0.4798461910657406,0.6903374589484019
4,red,red,0.9471789563176097,0.0904462861892503,0.43279237142826227,0.4665166917169342
5,blue,blue,-0.6510685413441915,-0.3352735838135049,0.5182412391050425,0.4662706019574555
6,green,green,-0.3938399349721985,0.6485675897347873,0.38652223280639497,0.42523412049713344
7,purple,purple,0.41241764053761426,-0.7462368236585952,0.2789809433609085,0.22378079838732173
8,gray,gray,0.3037680092189021,0.4302956209733475,0.06024889503795522,0.5465566090904845
9,white,white,0.34847611166733894,0.48431375405382093,0.04621845323189084,0.8664217224031996
