objectID,color_kmeans_cluster,color_kmeans_k,color_kmeans_feature_version
46021,-1,24,lab_slots_ab_hist_rel_v2
46022,5,24,lab_slots_ab_hist_rel_v2
46024,13,24,lab_slots_ab_hist_rel_v2
46025,13,24,lab_slots_ab_hist_rel_v2
46029,13,24,lab_slots_ab_hist_rel_v2
46030,9,24,lab_slots_ab_hist_rel_v2
46032,-1,24,lab_slots_ab_hist_rel_v2
46033,7,24,lab_slots_ab_hist_rel_v2
46040,9,24,lab_slots_ab_hist_rel_v2
46042,-1,24,lab_slots_ab_hist_rel_v2
46043,22,24,lab_slots_ab_hist_rel_v2
46044,13,24,lab_slots_ab_hist_rel_v2
46045,-1,24,lab_slots_ab_hist_rel_v2
46046,22,24,lab_slots_ab_hist_rel_v2
46047,13,24,lab_slots_ab_hist_rel_v2
46048,-1,24,lab_slots_ab_hist_rel_v2
46049,0,24,lab_slots_ab_hist_rel_v2
46050,22,24,lab_slots_ab_hist_rel_v2
46051,0,24,lab_slots_ab_hist_rel_v2
46053,-1,24,lab_slots_ab_hist_rel_v2
46054,-1,24,lab_slots_ab_hist_rel_v2
46055,21,24,lab_slots_ab_hist_rel_v2
46057,-1,24,lab_slots_ab_hist_rel_v2
46058,0,24,lab_slots_ab_hist_rel_v2
46059,22,24,lab_slots_ab_hist_rel_v2
46060,-1,24,lab_slots_ab_hist_rel_v2
46061,-1,24,lab_slots_ab_hist_rel_v2
46062,-1,24,lab_slots_ab_hist_rel_v2
46063,-1,24,lab_slots_ab_hist_rel_v2
46064,22,24,lab_slots_ab_hist_rel_v2
46066,-1,24,lab_slots_ab_hist_rel_v2
46067,-1,24,lab_slots_ab_hist_rel_v2
46068,13,24,lab_slots_ab_hist_rel_v2
46071,22,24,lab_slots_ab_hist_rel_v2
46074,6,24,lab_slots_ab_hist_rel_v2
46075,-1,24,lab_slots_ab_hist_rel_v2
46076,22,24,lab_slots_ab_hist_rel_v2
46077,22,24,lab_slots_ab_hist_rel_v2
46078,22,24,lab_slots_ab_hist_rel_v2
46080,-1,24,lab_slots_ab_hist_rel_v2
46081,13,24,lab_slots_ab_hist_rel_v2
46082,22,24,lab_slots_ab_hist_rel_v2
46083,20,24,lab_slots_ab_hist_rel_v2
46084,22,24,lab_slots_ab_hist_rel_v2
46086,1,24,lab_slots_ab_hist_rel_v2
46087,-1,24,lab_slots_ab_hist_rel_v2
46090,-1,24,lab_slots_ab_hist_rel_v2
46092,-1,24,lab_slots_ab_hist_rel_v2
46094,13,24,lab_slots_ab_hist_rel_v2
46097,13,24,lab_slots_ab_hist_rel_v2
46099,15,24,lab_slots_ab_hist_rel_v2
46103,-1,24,lab_slots_ab_hist_rel_v2
46104,6,24,lab_slots_ab_hist_rel_v2
46105,1,24,lab_slots_ab_hist_rel_v2
46106,22,24,lab_slots_ab_hist_rel_v2
46114,-1,24,lab_slots_ab_hist_rel_v2
46116,-1,24,lab_slots_ab_hist_rel_v2
46120,-1,24,lab_slots_ab_hist_rel_v2
46121,1,24,lab_slots_ab_hist_rel_v2
46123,22,24,lab_slots_ab_hist_rel_v2
46124,13,24,lab_slots_ab_hist_rel_v2
46125,-1,24,lab_slots_ab_hist_rel_v2
46126,6,24,lab_slots_ab_hist_rel_v2
46129,9,24,lab_slots_ab_hist_rel_v2
46130,18,24,lab_slots_ab_hist_rel_v2
46131,4,24,lab_slots_ab_hist_rel_v2
46137,9,24,lab_slots_ab_hist_rel_v2
46138,-1,24,lab_slots_ab_hist_rel_v2
46139,5,24,lab_slots_ab_hist_rel_v2
46140,5,24,lab_slots_ab_hist_rel_v2
46141,5,24,lab_slots_ab_hist_rel_v2
46142,0,24,lab_slots_ab_hist_rel_v2
46143,0,24,lab_slots_ab_hist_rel_v2
46144,5,24,lab_slots_ab_hist_rel_v2
46146,7,24,lab_slots_ab_hist_rel_v2
46147,18,24,lab_slots_ab_hist_rel_v2
46148,9,24,lab_slots_ab_hist_rel_v2
46149,15,24,lab_slots_ab_hist_rel_v2
46150,21,24,lab_slots_ab_hist_rel_v2
46151,5,24,lab_slots_ab_hist_rel_v2
46152,5,24,lab_slots_ab_hist_rel_v2
46153,5,24,lab_slots_ab_hist_rel_v2
46154,-1,24,lab_slots_ab_hist_rel_v2
46155,-1,24,lab_slots_ab_hist_rel_v2
46156,-1,24,lab_slots_ab_hist_rel_v2
46157,-1,24,lab_slots_ab_hist_rel_v2
46158,-1,24,lab_slots_ab_hist_rel_v2
46159,22,24,lab_slots_ab_hist_rel_v2
46160,-1,24,lab_slots_ab_hist_rel_v2
46161,-1,24,lab_slots_ab_hist_rel_v2
46162,6,24,lab_slots_ab_hist_rel_v2
46163,20,24,lab_slots_ab_hist_rel_v2
46165,21,24,lab_slots_ab_hist_rel_v2
46192,-1,24,lab_slots_ab_hist_rel_v2
46205,-1,24,lab_slots_ab_hist_rel_v2
46209,-1,24,lab_slots_ab_hist_rel_v2
46212,-1,24,lab_slots_ab_hist_rel_v2
