object_id,cluster,cluster_type
446673,cluster_3,core
446685,cluster_3,core
446695,cluster_10,core
446840,cluster_3,core
446841,cluster_4,core
446842,cluster_7,core
446843,cluster_3,core
446844,cluster_11,core
446845,cluster_3,core
446878,cluster_1,weird_cluster
446879,cluster_1,weird_cluster
446886,cluster_8,core
446888,cluster_3,core
44688,cluster_6,core
446898,cluster_7,core
44689,cluster_7,core
446900,cluster_1,weird_cluster
446902,cluster_6,core
446903,cluster_3,core
446907,cluster_7,core
446908,cluster_7,core
446909,cluster_3,core
44690,cluster_3,core
446929,cluster_3,core
446935,cluster_7,core
446936,cluster_3,core
446944,cluster_3,core
446945,cluster_6,core
446946,cluster_3,core
446961,cluster_1,weird_cluster
446976,cluster_10,core
446997,cluster_10,core
447070,cluster_4,core
447072,cluster_8,core
447080,cluster_8,core
447120,cluster_7,core
447130,cluster_8,core
447137,cluster_8,core
447138,cluster_9,core
447139,cluster_7,core
447146,cluster_6,core
447159,cluster_10,core
447164,cluster_1,weird_cluster
447171,cluster_10,core
447176,cluster_8,core
447177,cluster_8,core
447185,cluster_4,core
44721,cluster_3,core
447229,cluster_5,core
44722,cluster_3,core
447230,cluster_0,outliers
44724,cluster_3,core
44725,cluster_5,core
44726,cluster_3,core
447275,cluster_8,core
447276,cluster_8,core
447277,cluster_8,core
447278,cluster_3,core
447279,cluster_6,core
44727,cluster_3,core
447285,cluster_3,core
447286,cluster_4,core
447287,cluster_3,core
447288,cluster_3,core
447289,cluster_3,core
44728,cluster_3,core
447290,cluster_8,core
447292,cluster_1,weird_cluster
44729,cluster_3,core
44730,cluster_3,core
44733,cluster_8,core
44737,cluster_5,core
44738,cluster_3,core
44739,cluster_9,core
44740,cluster_9,core
44741,cluster_7,core
44742,cluster_7,core
44743,cluster_10,core
447464,cluster_3,core
44747,cluster_7,core
44749,cluster_10,core
44752,cluster_9,core
44755,cluster_5,core
44756,cluster_7,core
447617,cluster_6,core
447674,cluster_7,core
447678,cluster_4,core
447748,cluster_6,core
447776,cluster_9,core
447789,cluster_6,core
44793,cluster_10,core
447987,cluster_1,weird_cluster
447990,cluster_6,core
447995,cluster_7,core
448017,cluster_5,core
44817,cluster_6,core
448181,cluster_6,core
448182,cluster_3,core
448186,cluster_7,core
448223,cluster_7,core
448260,cluster_1,weird_cluster
448261,cluster_3,core
44830,cluster_3,core
448394,cluster_10,core
448395,cluster_5,core
448397,cluster_7,core
448424,cluster_8,core
448429,cluster_10,core
448430,cluster_10,core
448432,cluster_6,core
448441,cluster_4,core
448447,cluster_3,core
448448,cluster_3,core
448541,cluster_8,core
448544,cluster_7,core
448557,cluster_4,core
44862,cluster_9,core
448671,cluster_3,core
448686,cluster_4,core
448694,cluster_7,core
448695,cluster_4,core
448696,cluster_7,core
448700,cluster_7,core
448726,cluster_5,core
448826,cluster_1,weird_cluster
448968,cluster_7,core
448969,cluster_7,core
448975,cluster_7,core
448976,cluster_7,core
448981,cluster_4,core
448984,cluster_3,core
448985,cluster_11,core
448986,cluster_1,weird_cluster
448987,cluster_3,core
448988,cluster_3,core
448997,cluster_3,core
448998,cluster_3,core
449010,cluster_6,core
449041,cluster_11,core
449042,cluster_0,outliers
449048,cluster_3,core
449058,cluster_3,core
449063,cluster_5,core
449066,cluster_4,core
449067,cluster_1,weird_cluster
449068,cluster_3,core
449070,cluster_1,weird_cluster
449071,cluster_3,core
449072,cluster_11,core
449073,cluster_6,core
449078,cluster_7,core
449079,cluster_7,core
44907,cluster_8,core
449080,cluster_6,core
449081,cluster_3,core
449086,cluster_3,core
449089,cluster_7,core
449116,cluster_2,weird_cluster
449117,cluster_4,core
449129,cluster_3,core
449313,cluster_3,core
449335,cluster_3,core
449357,cluster_1,weird_cluster
449361,cluster_1,weird_cluster
449362,cluster_1,weird_cluster
449363,cluster_3,core
449371,cluster_1,weird_cluster
449400,cluster_4,core
449402,cluster_3,core
449403,cluster_3,core
449404,cluster_1,weird_cluster
449418,cluster_11,core
449419,cluster_7,core
449420,cluster_7,core
449421,cluster_7,core
449422,cluster_3,core
449424,cluster_8,core
449426,cluster_1,weird_cluster
449428,cluster_3,core
449429,cluster_11,core
449430,cluster_7,core
449435,cluster_11,core
449436,cluster_11,core
449437,cluster_3,core
449455,cluster_1,weird_cluster
449481,cluster_4,core
449497,cluster_3,core
449498,cluster_3,core
449506,cluster_7,core
449508,cluster_3,core
449509,cluster_4,core
44953,cluster_5,core
449555,cluster_3,core
449557,cluster_7,core
449560,cluster_3,core
449608,cluster_6,core
449622,cluster_1,weird_cluster
449623,cluster_1,weird_cluster
449634,cluster_4,core
449635,cluster_3,core
449636,cluster_1,weird_cluster
449637,cluster_4,core
449640,cluster_3,core
449649,cluster_11,core
449652,cluster_1,weird_cluster
449659,cluster_1,weird_cluster
449676,cluster_6,core
449708,cluster_7,core
449736,cluster_11,core
449738,cluster_3,core
44973,cluster_3,core
449743,cluster_1,weird_cluster
449744,cluster_3,core
449747,cluster_3,core
449748,cluster_6,core
44974,cluster_4,core
449771,cluster_11,core
449772,cluster_3,core
449773,cluster_7,core
449775,cluster_11,core
44977,cluster_7,core
449851,cluster_7,core
449869,cluster_3,core
449870,cluster_4,core
449872,cluster_11,core
449874,cluster_3,core
449875,cluster_11,core
449876,cluster_11,core
449880,cluster_6,core
449883,cluster_11,core
449902,cluster_4,core
449903,cluster_3,core
449904,cluster_11,core
449905,cluster_11,core
449906,cluster_3,core
449913,cluster_4,core
449970,cluster_1,weird_cluster
450198,cluster_8,core
450459,cluster_6,core
450460,cluster_3,core
450480,cluster_10,core
450494,cluster_3,core
450747,cluster_4,core
450759,cluster_7,core
450760,cluster_3,core
450769,cluster_5,core
450929,cluster_3,core
450930,cluster_3,core
450931,cluster_3,core
450932,cluster_3,core
450940,cluster_4,core
450941,cluster_4,core
450942,cluster_4,core
450943,cluster_4,core
450944,cluster_3,core
450945,cluster_3,core
450946,cluster_4,core
450947,cluster_3,core
451029,cluster_7,core
451180,cluster_7,core
451200,cluster_10,core
451336,cluster_7,core
451338,cluster_3,core
451349,cluster_3,core
451352,cluster_5,core
451361,cluster_3,core
451362,cluster_4,core
451363,cluster_4,core
451364,cluster_4,core
451365,cluster_4,core
451397,cluster_8,core
451429,cluster_4,core
451431,cluster_3,core
451434,cluster_10,core
451466,cluster_6,core
451492,cluster_3,core
451609,cluster_3,core
451618,cluster_7,core
451619,cluster_4,core
451620,cluster_5,core
451621,cluster_4,core
451622,cluster_7,core
451635,cluster_6,core
451650,cluster_7,core
451694,cluster_7,core
451695,cluster_1,weird_cluster
451707,cluster_8,core
451740,cluster_10,core
451763,cluster_3,core
451798,cluster_3,core
451834,cluster_2,weird_cluster
451836,cluster_5,core
451840,cluster_10,core
451865,cluster_8,core
451871,cluster_3,core
451873,cluster_6,core
451878,cluster_10,core
451879,cluster_8,core
451880,cluster_4,core
451881,cluster_4,core
451889,cluster_8,core
451890,cluster_8,core
451891,cluster_8,core
451892,cluster_2,weird_cluster
451946,cluster_10,core
451986,cluster_8,core
451993,cluster_2,weird_cluster
452011,cluster_5,core
452025,cluster_9,core
452036,cluster_11,core
45205,cluster_3,core
452082,cluster_7,core
452083,cluster_7,core
452084,cluster_10,core
452223,cluster_5,core
452610,cluster_3,core
452615,cluster_1,weird_cluster
452683,cluster_5,core
452735,cluster_1,weird_cluster
452853,cluster_5,core
452920,cluster_2,weird_cluster
452960,cluster_3,core
453047,cluster_7,core
453308,cluster_5,core
453349,cluster_1,weird_cluster
453452,cluster_3,core
453454,cluster_11,core
453457,cluster_3,core
453577,cluster_6,core
453623,cluster_3,core
45365,cluster_7,core
453896,cluster_3,core
453996,cluster_3,core
45432,cluster_3,core
454610,cluster_4,core
454766,cluster_10,core
454767,cluster_10,core
45482,cluster_8,core
45484,cluster_6,core
45527,cluster_3,core
45529,cluster_1,weird_cluster
45550,cluster_3,core
45552,cluster_7,core
45553,cluster_7,core
45554,cluster_7,core
45555,cluster_7,core
45556,cluster_7,core
456054,cluster_3,core
456219,cluster_3,core
45732,cluster_10,core
458261,cluster_4,core
45828,cluster_9,core
45829,cluster_9,core
45830,cluster_9,core
45832,cluster_8,core
45833,cluster_8,core
45834,cluster_4,core
45837,cluster_3,core
45838,cluster_9,core
45839,cluster_9,core
45844,cluster_7,core
45845,cluster_9,core
45847,cluster_4,core
45848,cluster_8,core
45849,cluster_4,core
45853,cluster_9,core
45856,cluster_6,core
45857,cluster_6,core
45861,cluster_9,core
45862,cluster_8,core
45863,cluster_8,core
45864,cluster_4,core
45868,cluster_7,core
45871,cluster_8,core
45872,cluster_4,core
45873,cluster_8,core
45880,cluster_9,core
45882,cluster_7,core
45883,cluster_9,core
45886,cluster_9,core
45889,cluster_9,core
45891,cluster_9,core
45893,cluster_9,core
45894,cluster_9,core
45895,cluster_9,core
45896,cluster_9,core
45900,cluster_9,core
45904,cluster_2,weird_cluster
45907,cluster_4,core
45908,cluster_9,core
45909,cluster_10,core
45912,cluster_9,core
45913,cluster_4,core
45914,cluster_0,outliers
45915,cluster_10,core
45917,cluster_3,core
45918,cluster_7,core
45919,cluster_10,core
45923,cluster_9,core
45929,cluster_10,core
45930,cluster_10,core
45932,cluster_10,core
45934,cluster_9,core
45937,cluster_10,core
45938,cluster_8,core
45939,cluster_9,core
45945,cluster_2,weird_cluster
45959,cluster_8,core
45962,cluster_3,core
45964,cluster_3,core
45965,cluster_9,core
45967,cluster_7,core
45970,cluster_3,core
45972,cluster_4,core
45974,cluster_3,core
45977,cluster_7,core
45979,cluster_3,core
45980,cluster_7,core
45984,cluster_9,core
45985,cluster_4,core
45986,cluster_9,core
45987,cluster_6,core
45989,cluster_7,core
45990,cluster_3,core
45992,cluster_10,core
45994,cluster_7,core
45997,cluster_1,weird_cluster
45998,cluster_10,core
45999,cluster_6,core
46000,cluster_4,core
46001,cluster_7,core
46003,cluster_10,core
46004,cluster_8,core
46008,cluster_3,core
46011,cluster_7,core
460128,cluster_3,core
460131,cluster_3,core
460132,cluster_1,weird_cluster
460133,cluster_11,core
460134,cluster_4,core
460135,cluster_3,core
460136,cluster_3,core
460138,cluster_4,core
460139,cluster_3,core
460142,cluster_9,core
460143,cluster_9,core
460144,cluster_9,core
460145,cluster_9,core
460146,cluster_3,core
460147,cluster_11,core
460149,cluster_0,outliers
460168,cluster_4,core
46016,cluster_7,core
460173,cluster_11,core
460175,cluster_11,core
460177,cluster_2,weird_cluster
460178,cluster_1,weird_cluster
460179,cluster_2,weird_cluster
46017,cluster_3,core
460180,cluster_4,core
460182,cluster_4,core
460183,cluster_4,core
460184,cluster_10,core
460185,cluster_10,core
460186,cluster_3,core
460187,cluster_3,core
46021,cluster_10,core
460226,cluster_4,core
460227,cluster_4,core
46022,cluster_10,core
46024,cluster_10,core
46025,cluster_6,core
460263,cluster_0,outliers
460264,cluster_4,core
460265,cluster_4,core
460268,cluster_9,core
460270,cluster_3,core
460271,cluster_3,core
460272,cluster_4,core
460276,cluster_9,core
460277,cluster_9,core
460278,cluster_4,core
460279,cluster_3,core
460280,cluster_3,core
46029,cluster_3,core
46030,cluster_3,core
46032,cluster_1,weird_cluster
46033,cluster_3,core
46040,cluster_10,core
46042,cluster_3,core
46043,cluster_8,core
46044,cluster_8,core
46045,cluster_8,core
46046,cluster_7,core
46047,cluster_8,core
46048,cluster_9,core
46049,cluster_9,core
46050,cluster_9,core
46051,cluster_9,core
46053,cluster_9,core
46054,cluster_6,core
46055,cluster_4,core
46057,cluster_10,core
46058,cluster_8,core
46059,cluster_8,core
46060,cluster_9,core
46061,cluster_6,core
46062,cluster_9,core
46063,cluster_9,core
46064,cluster_7,core
460652,cluster_9,core
460659,cluster_7,core
460660,cluster_7,core
460664,cluster_10,core
460665,cluster_4,core
460666,cluster_7,core
46066,cluster_8,core
460673,cluster_9,core
460675,cluster_4,core
460676,cluster_8,core
460677,cluster_4,core
460678,cluster_9,core
460679,cluster_9,core
46067,cluster_9,core
460681,cluster_11,core
460689,cluster_5,core
46068,cluster_7,core
460715,cluster_1,weird_cluster
460716,cluster_1,weird_cluster
460717,cluster_9,core
460718,cluster_8,core
46071,cluster_7,core
46074,cluster_3,core
46075,cluster_9,core
46076,cluster_4,core
46077,cluster_6,core
46078,cluster_9,core
46080,cluster_6,core
46081,cluster_10,core
46082,cluster_9,core
46083,cluster_8,core
46084,cluster_9,core
46086,cluster_8,core
46087,cluster_9,core
460900,cluster_9,core
46090,cluster_9,core
46092,cluster_4,core
46094,cluster_9,core
46097,cluster_8,core
460983,cluster_3,core
460984,cluster_8,core
46099,cluster_3,core
46103,cluster_9,core
46104,cluster_9,core
46105,cluster_3,core
46106,cluster_8,core
461088,cluster_7,core
46110,cluster_5,core
46114,cluster_7,core
46116,cluster_7,core
461193,cluster_2,weird_cluster
46120,cluster_9,core
461210,cluster_9,core
461218,cluster_10,core
46121,cluster_10,core
461222,cluster_10,core
461224,cluster_6,core
46123,cluster_9,core
46124,cluster_10,core
46125,cluster_9,core
46126,cluster_4,core
46129,cluster_7,core
46130,cluster_3,core
46131,cluster_10,core
461338,cluster_11,core
46137,cluster_10,core
46138,cluster_9,core
46139,cluster_9,core
46140,cluster_4,core
46141,cluster_9,core
46142,cluster_10,core
46143,cluster_4,core
46144,cluster_10,core
46146,cluster_10,core
46147,cluster_10,core
46148,cluster_9,core
461493,cluster_7,core
461497,cluster_10,core
46149,cluster_10,core
461500,cluster_9,core
461501,cluster_9,core
461502,cluster_7,core
461503,cluster_10,core
46150,cluster_3,core
46151,cluster_9,core
46152,cluster_8,core
46153,cluster_9,core
46154,cluster_10,core
46155,cluster_10,core
46156,cluster_10,core
46157,cluster_4,core
46158,cluster_4,core
46159,cluster_9,core
46160,cluster_10,core
46161,cluster_3,core
46162,cluster_10,core
46163,cluster_9,core
46165,cluster_9,core
46192,cluster_6,core
46205,cluster_7,core
46209,cluster_5,core
46212,cluster_3,core
46223,cluster_7,core
46233,cluster_7,core
46235,cluster_7,core
46249,cluster_5,core
46250,cluster_7,core
46268,cluster_5,core
46269,cluster_7,core
46276,cluster_6,core
46306,cluster_4,core
463085,cluster_4,core
463086,cluster_4,core
46315,cluster_9,core
46317,cluster_7,core
463208,cluster_3,core
46330,cluster_10,core
46331,cluster_8,core
46333,cluster_9,core
463529,cluster_4,core
463530,cluster_4,core
463532,cluster_11,core
463533,cluster_1,weird_cluster
46353,cluster_9,core
463546,cluster_1,weird_cluster
463554,cluster_4,core
463559,cluster_6,core
463707,cluster_4,core
463709,cluster_1,weird_cluster
463710,cluster_1,weird_cluster
46378,cluster_10,core
46379,cluster_4,core
46380,cluster_10,core
46422,cluster_4,core
46425,cluster_9,core
46434,cluster_9,core
46435,cluster_10,core
46436,cluster_9,core
46462,cluster_4,core
464680,cluster_4,core
46478,cluster_10,core
46481,cluster_8,core
46501,cluster_10,core
46507,cluster_9,core
46508,cluster_4,core
46515,cluster_4,core
46516,cluster_9,core
46517,cluster_9,core
46518,cluster_10,core
46519,cluster_4,core
46521,cluster_9,core
46522,cluster_10,core
46523,cluster_4,core
46525,cluster_3,core
46527,cluster_4,core
46528,cluster_6,core
46529,cluster_4,core
46530,cluster_10,core
46531,cluster_9,core
46532,cluster_4,core
46533,cluster_4,core
46534,cluster_4,core
46535,cluster_3,core
46536,cluster_9,core
46537,cluster_9,core
46538,cluster_8,core
46539,cluster_9,core
46541,cluster_8,core
46542,cluster_10,core
46543,cluster_4,core
46544,cluster_3,core
46545,cluster_4,core
46546,cluster_8,core
46547,cluster_10,core
46548,cluster_4,core
46550,cluster_4,core
46553,cluster_4,core
46554,cluster_10,core
46555,cluster_10,core
46556,cluster_10,core
46557,cluster_10,core
46558,cluster_10,core
46559,cluster_10,core
46560,cluster_10,core
46561,cluster_6,core
46562,cluster_4,core
46563,cluster_10,core
46564,cluster_8,core
46565,cluster_9,core
46566,cluster_10,core
46568,cluster_10,core
46569,cluster_10,core
46570,cluster_10,core
46571,cluster_9,core
46575,cluster_5,core
46580,cluster_9,core
465831,cluster_1,weird_cluster
46586,cluster_6,core
465870,cluster_7,core
465871,cluster_7,core
465872,cluster_1,weird_cluster
465873,cluster_7,core
465874,cluster_11,core
465875,cluster_11,core
465876,cluster_4,core
465877,cluster_1,weird_cluster
465878,cluster_5,core
465879,cluster_7,core
46587,cluster_8,core
465880,cluster_4,core
465881,cluster_6,core
465882,cluster_3,core
465883,cluster_7,core
465884,cluster_7,core
465885,cluster_3,core
465886,cluster_1,weird_cluster
465888,cluster_4,core
465889,cluster_3,core
46588,cluster_3,core
465895,cluster_5,core
46589,cluster_9,core
46590,cluster_10,core
46614,cluster_10,core
46619,cluster_6,core
466228,cluster_7,core
466229,cluster_7,core
466230,cluster_4,core
466231,cluster_4,core
46623,cluster_10,core
46624,cluster_9,core
46627,cluster_4,core
466283,cluster_3,core
46628,cluster_9,core
46631,cluster_10,core
46633,cluster_8,core
46634,cluster_10,core
46635,cluster_8,core
46636,cluster_4,core
46637,cluster_10,core
46638,cluster_7,core
46639,cluster_10,core
46640,cluster_10,core
46642,cluster_4,core
46654,cluster_10,core
466579,cluster_3,core
466618,cluster_3,core
46665,cluster_10,core
46666,cluster_10,core
46667,cluster_4,core
466701,cluster_11,core
46673,cluster_10,core
46674,cluster_4,core
46675,cluster_4,core
46676,cluster_9,core
46679,cluster_8,core
46680,cluster_8,core
46686,cluster_4,core
46687,cluster_4,core
46690,cluster_7,core
46693,cluster_10,core
46695,cluster_2,weird_cluster
46704,cluster_4,core
46705,cluster_5,core
46710,cluster_5,core
46711,cluster_7,core
46712,cluster_10,core
46713,cluster_10,core
46714,cluster_10,core
46718,cluster_4,core
46719,cluster_4,core
46720,cluster_8,core
46725,cluster_4,core
46726,cluster_3,core
46727,cluster_4,core
46730,cluster_4,core
46739,cluster_7,core
46746,cluster_3,core
46748,cluster_10,core
46755,cluster_4,core
46757,cluster_3,core
46760,cluster_6,core
46762,cluster_7,core
467634,cluster_5,core
46770,cluster_9,core
46773,cluster_8,core
46778,cluster_9,core
46779,cluster_10,core
46781,cluster_9,core
46782,cluster_9,core
46783,cluster_5,core
46791,cluster_10,core
467946,cluster_4,core
467958,cluster_4,core
467959,cluster_4,core
46796,cluster_10,core
46797,cluster_9,core
46799,cluster_8,core
46809,cluster_4,core
468158,cluster_3,core
468159,cluster_3,core
46815,cluster_8,core
468165,cluster_7,core
468166,cluster_3,core
468167,cluster_7,core
468168,cluster_4,core
468169,cluster_4,core
46816,cluster_9,core
46817,cluster_7,core
46818,cluster_7,core
468271,cluster_1,weird_cluster
46827,cluster_9,core
46830,cluster_9,core
46831,cluster_10,core
46836,cluster_10,core
468381,cluster_4,core
468382,cluster_3,core
468390,cluster_6,core
468391,cluster_4,core
468393,cluster_11,core
468394,cluster_11,core
468395,cluster_11,core
468396,cluster_6,core
468397,cluster_6,core
468398,cluster_4,core
468399,cluster_11,core
468400,cluster_4,core
46840,cluster_4,core
46848,cluster_0,outliers
46849,cluster_9,core
468523,cluster_3,core
468524,cluster_4,core
468525,cluster_4,core
468526,cluster_4,core
46863,cluster_10,core
46865,cluster_10,core
46868,cluster_8,core
46869,cluster_9,core
46871,cluster_4,core
46872,cluster_4,core
46887,cluster_3,core
46893,cluster_3,core
46897,cluster_10,core
46898,cluster_4,core
46913,cluster_9,core
46914,cluster_4,core
46915,cluster_9,core
46916,cluster_4,core
46918,cluster_10,core
46919,cluster_4,core
46920,cluster_3,core
46921,cluster_10,core
46922,cluster_9,core
46923,cluster_9,core
46924,cluster_4,core
46927,cluster_10,core
46928,cluster_10,core
46929,cluster_3,core
46930,cluster_8,core
46932,cluster_10,core
46933,cluster_3,core
46934,cluster_9,core
46935,cluster_10,core
46937,cluster_10,core
46938,cluster_10,core
46939,cluster_8,core
46940,cluster_10,core
46941,cluster_5,core
46942,cluster_9,core
46943,cluster_10,core
46946,cluster_10,core
46947,cluster_8,core
46948,cluster_10,core
46950,cluster_7,core
46953,cluster_8,core
46955,cluster_10,core
46956,cluster_9,core
46957,cluster_8,core
46958,cluster_9,core
46959,cluster_10,core
46961,cluster_8,core
46962,cluster_9,core
46965,cluster_3,core
46968,cluster_6,core
46978,cluster_10,core
46979,cluster_4,core
46985,cluster_4,core
46986,cluster_4,core
46987,cluster_4,core
46988,cluster_8,core
46989,cluster_8,core
46991,cluster_4,core
47006,cluster_6,core
470127,cluster_3,core
47019,cluster_3,core
47029,cluster_10,core
47043,cluster_3,core
47049,cluster_4,core
47050,cluster_8,core
47053,cluster_4,core
47056,cluster_7,core
47060,cluster_10,core
47061,cluster_7,core
47062,cluster_3,core
47064,cluster_0,outliers
47065,cluster_8,core
47066,cluster_3,core
47072,cluster_7,core
47074,cluster_6,core
47075,cluster_10,core
47077,cluster_6,core
47088,cluster_7,core
47089,cluster_8,core
47091,cluster_3,core
47092,cluster_4,core
47102,cluster_9,core
47103,cluster_8,core
47106,cluster_6,core
47108,cluster_3,core
47117,cluster_6,core
47118,cluster_6,core
47119,cluster_6,core
47122,cluster_8,core
47132,cluster_7,core
47137,cluster_7,core
47149,cluster_0,outliers
47157,cluster_10,core
47158,cluster_6,core
47167,cluster_8,core
47169,cluster_3,core
47171,cluster_3,core
47173,cluster_10,core
471747,cluster_7,core
471749,cluster_4,core
47174,cluster_3,core
471751,cluster_3,core
471752,cluster_4,core
471753,cluster_4,core
471754,cluster_4,core
471755,cluster_9,core
471756,cluster_4,core
471757,cluster_4,core
471758,cluster_9,core
471759,cluster_4,core
471799,cluster_4,core
471800,cluster_4,core
471836,cluster_4,core
47183,cluster_10,core
47185,cluster_10,core
47186,cluster_6,core
47196,cluster_7,core
47203,cluster_7,core
47214,cluster_5,core
47215,cluster_10,core
47216,cluster_4,core
47218,cluster_4,core
47222,cluster_1,weird_cluster
47223,cluster_9,core
47226,cluster_9,core
47228,cluster_7,core
47234,cluster_3,core
47253,cluster_4,core
47254,cluster_10,core
47256,cluster_4,core
47257,cluster_4,core
47258,cluster_6,core
47259,cluster_3,core
47260,cluster_0,outliers
47270,cluster_5,core
47280,cluster_8,core
47281,cluster_8,core
47282,cluster_4,core
47286,cluster_8,core
47287,cluster_3,core
47290,cluster_8,core
47292,cluster_4,core
47294,cluster_8,core
47295,cluster_8,core
47299,cluster_5,core
47305,cluster_10,core
47306,cluster_9,core
47307,cluster_10,core
47308,cluster_9,core
47309,cluster_9,core
47313,cluster_4,core
47315,cluster_9,core
47316,cluster_3,core
47317,cluster_9,core
47319,cluster_8,core
47320,cluster_3,core
47327,cluster_9,core
47332,cluster_3,core
47336,cluster_8,core
47347,cluster_10,core
47350,cluster_4,core
47353,cluster_2,weird_cluster
47364,cluster_6,core
47367,cluster_4,core
47370,cluster_9,core
47373,cluster_8,core
47375,cluster_8,core
47380,cluster_1,weird_cluster
47382,cluster_7,core
47384,cluster_10,core
47385,cluster_1,weird_cluster
47388,cluster_10,core
47389,cluster_10,core
47391,cluster_7,core
47394,cluster_10,core
47395,cluster_5,core
47398,cluster_10,core
47401,cluster_4,core
47402,cluster_4,core
47404,cluster_4,core
47407,cluster_4,core
47409,cluster_1,weird_cluster
47412,cluster_4,core
47414,cluster_3,core
47420,cluster_0,outliers
47427,cluster_8,core
47429,cluster_4,core
47432,cluster_10,core
47433,cluster_10,core
47434,cluster_9,core
47435,cluster_9,core
47438,cluster_9,core
47439,cluster_10,core
47440,cluster_10,core
47441,cluster_9,core
47443,cluster_4,core
47447,cluster_7,core
47448,cluster_8,core
47449,cluster_8,core
47453,cluster_5,core
47455,cluster_4,core
47470,cluster_8,core
47472,cluster_10,core
47473,cluster_10,core
47481,cluster_1,weird_cluster
47482,cluster_5,core
47483,cluster_10,core
47490,cluster_9,core
474926,cluster_3,core
47495,cluster_10,core
47497,cluster_10,core
47501,cluster_9,core
47505,cluster_10,core
47506,cluster_9,core
47510,cluster_4,core
47527,cluster_4,core
47530,cluster_10,core
47531,cluster_9,core
47534,cluster_4,core
47536,cluster_6,core
47540,cluster_6,core
475416,cluster_7,core
47556,cluster_10,core
47558,cluster_10,core
47565,cluster_6,core
47566,cluster_2,weird_cluster
47568,cluster_8,core
475725,cluster_3,core
475726,cluster_8,core
475749,cluster_3,core
47574,cluster_10,core
475750,cluster_9,core
475751,cluster_6,core
475752,cluster_3,core
475753,cluster_8,core
475754,cluster_6,core
475755,cluster_4,core
475756,cluster_9,core
475758,cluster_4,core
475759,cluster_2,weird_cluster
47575,cluster_10,core
475760,cluster_2,weird_cluster
475761,cluster_9,core
47577,cluster_10,core
47582,cluster_3,core
47587,cluster_9,core
47589,cluster_4,core
47591,cluster_6,core
47599,cluster_5,core
47600,cluster_9,core
47603,cluster_9,core
47609,cluster_7,core
47615,cluster_9,core
47616,cluster_6,core
47619,cluster_4,core
47620,cluster_9,core
47621,cluster_4,core
47622,cluster_9,core
47623,cluster_3,core
47624,cluster_8,core
476251,cluster_1,weird_cluster
476252,cluster_7,core
476253,cluster_1,weird_cluster
476254,cluster_4,core
476256,cluster_0,outliers
476257,cluster_6,core
476258,cluster_1,weird_cluster
47625,cluster_4,core
476264,cluster_4,core
476266,cluster_4,core
47626,cluster_4,core
476271,cluster_4,core
476276,cluster_1,weird_cluster
476280,cluster_3,core
476282,cluster_7,core
476285,cluster_11,core
476287,cluster_6,core
476296,cluster_3,core
476300,cluster_3,core
476304,cluster_9,core
47633,cluster_10,core
47634,cluster_10,core
47635,cluster_10,core
47637,cluster_7,core
47638,cluster_10,core
47640,cluster_5,core
47641,cluster_6,core
47642,cluster_8,core
47644,cluster_6,core
47647,cluster_10,core
47648,cluster_7,core
47656,cluster_9,core
47657,cluster_5,core
47659,cluster_10,core
47660,cluster_9,core
47665,cluster_2,weird_cluster
47676,cluster_3,core
47677,cluster_6,core
47678,cluster_3,core
47679,cluster_6,core
47680,cluster_8,core
47681,cluster_4,core
47682,cluster_3,core
47686,cluster_4,core
47687,cluster_9,core
47688,cluster_4,core
47691,cluster_6,core
47693,cluster_6,core
47695,cluster_3,core
47696,cluster_10,core
47720,cluster_9,core
47722,cluster_10,core
47723,cluster_4,core
47725,cluster_10,core
477269,cluster_4,core
477270,cluster_8,core
477274,cluster_9,core
477275,cluster_6,core
477276,cluster_6,core
477277,cluster_2,weird_cluster
477278,cluster_3,core
477279,cluster_6,core
477280,cluster_3,core
477281,cluster_3,core
477283,cluster_6,core
477288,cluster_1,weird_cluster
477291,cluster_4,core
477323,cluster_0,outliers
477325,cluster_7,core
477326,cluster_7,core
47754,cluster_9,core
47755,cluster_4,core
47757,cluster_4,core
47758,cluster_3,core
47759,cluster_3,core
47762,cluster_2,weird_cluster
47770,cluster_4,core
477741,cluster_3,core
477748,cluster_6,core
477749,cluster_6,core
47780,cluster_10,core
477815,cluster_0,outliers
47783,cluster_8,core
47784,cluster_9,core
47785,cluster_4,core
47786,cluster_5,core
47787,cluster_7,core
47788,cluster_7,core
47792,cluster_8,core
47803,cluster_6,core
47804,cluster_10,core
47805,cluster_8,core
47806,cluster_8,core
47807,cluster_4,core
47809,cluster_10,core
47810,cluster_6,core
47811,cluster_10,core
47813,cluster_7,core
47820,cluster_7,core
47821,cluster_3,core
47822,cluster_9,core
47828,cluster_4,core
478433,cluster_4,core
478436,cluster_4,core
478437,cluster_8,core
478438,cluster_4,core
47845,cluster_7,core
47846,cluster_1,weird_cluster
47850,cluster_8,core
47853,cluster_10,core
47854,cluster_9,core
47857,cluster_9,core
47858,cluster_7,core
478667,cluster_4,core
478668,cluster_7,core
478669,cluster_3,core
47866,cluster_10,core
47869,cluster_4,core
478708,cluster_7,core
47870,cluster_4,core
478721,cluster_9,core
47872,cluster_9,core
47873,cluster_10,core
478811,cluster_1,weird_cluster
47883,cluster_4,core
47888,cluster_8,core
47890,cluster_4,core
47892,cluster_6,core
47896,cluster_4,core
47897,cluster_4,core
478988,cluster_4,core
