object_id,cluster,cluster_type
44424,cluster_3,core
44426,cluster_7,core
44427,cluster_7,core
44428,cluster_6,core
44429,cluster_6,core
44431,cluster_5,core
44439,cluster_6,core
44441,cluster_7,core
444451,cluster_5,core
444463,cluster_10,core
444478,cluster_10,core
44447,cluster_10,core
444480,cluster_8,core
444481,cluster_3,core
444485,cluster_3,core
444486,cluster_3,core
444488,cluster_10,core
44448,cluster_6,core
444490,cluster_3,core
444495,cluster_10,core
444496,cluster_10,core
444497,cluster_10,core
444503,cluster_8,core
444507,cluster_10,core
444508,cluster_10,core
44450,cluster_7,core
444515,cluster_3,core
444516,cluster_10,core
444517,cluster_10,core
444518,cluster_5,core
44454,cluster_7,core
44465,cluster_7,core
44467,cluster_6,core
444845,cluster_7,core
444873,cluster_10,core
444876,cluster_6,core
444888,cluster_6,core
444893,cluster_10,core
444898,cluster_4,core
444900,cluster_0,outliers
444948,cluster_10,core
445230,cluster_6,core
445241,cluster_8,core
445268,cluster_10,core
445269,cluster_7,core
445270,cluster_6,core
445289,cluster_7,core
44528,cluster_1,weird_cluster
445301,cluster_3,core
446008,cluster_0,outliers
446217,cluster_5,core
446222,cluster_3,core
446264,cluster_6,core
446269,cluster_8,core
446283,cluster_8,core
44637,cluster_3,core
446652,cluster_10,core
446653,cluster_10,core
446654,cluster_10,core
