cluster,cluster_type,count,closest_object_id,closest_dist_to_centroid,closest_object_ids_top5,closest_object_id_1,closest_object_id_2,closest_object_id_3,closest_object_id_4,closest_object_id_5,centroid_json
cluster_0,outliers,126,207145,13.941980325334333,"[""207145"", ""308349"", ""2737"", ""309746"", ""308555""]",207145,308349,2737,309746,308555,"[0.173112, 0.233661, 0.16953, 0.079169, 0.05657, 0.094982, 0.057297, -0.00294, 0.017672, -0.076559, -0.044966, -0.125828, -0.140407, -0.17244, -0.305897, -0.312913, -0.370881, -0.377412, -0.381916, -0.392844, -0.396777, -0.433281, -0.429906, -0.447097, -0.501748, -0.44749, -0.457224, -0.509838, -0.525213, -0.49109, -0.489686, -0.474096, -0.452076, -0.458399, -0.458237, -0.474873, -0.49061, -0.489282, -0.525609, -0.508779, -0.505792, -0.517731, -0.548006, -0.568854, -0.587906, -0.538974, -0.547246, -0.495638, -0.520185, -0.541815, -0.551057, -0.553546, -0.592349, -0.626274, -0.643656, -0.589836, -0.592385, -0.615445, -0.640023, -0.67073, -0.625072, -0.370842, -0.053971, 0.137364, -0.020505, 0.077871, 0.031683, 0.018639, -0.095239, -0.194072, -0.29382, -0.30857, -0.374905, -0.285345, -0.398387, -0.345587, -0.383081, -0.362578, -0.377653, -0.339542, -0.309124, -0.353764, -0.365766, -0.470979, -0.522753, -0.542756, -0.507828, -0.527785, -0.550705, -0.549365, -0.559316, -0.595882, -0.613139, -0.638567, -0.6541, -0.662493, -0.672552, -0.684885, -0.70333, -0.730768, -0.698751, -0.710338, -0.732933, -0.74687, -0.758137, -0.750179, -0.812346, -0.812352, -0.806041, -0.801134, -0.766558, -0.797633, -0.795672, -0.795228, -0.806257, -0.834894, -0.890645, -0.926111, -0.91438, -0.909152, -0.788857, -0.788991, -0.730141, -0.690878, -0.621243, -0.528065, -0.380943, -0.069293, 0.032229, 0.105663, 0.122909, 0.134227, 0.143616, 0.153749, 0.157169, 0.123084, 0.131545, 0.108776, 0.084964, 0.067779, 0.059489, 0.04962, 0.040308, 0.027334, 0.021494, 0.022995, 0.024626, 0.030552, 0.049194, 0.070525, 0.093214, 0.124318, 0.169195, 0.214945, 0.265287, 0.332804, 0.418047, 0.458018, 0.472322, 0.466871, 0.47022, 0.450034, 0.421761, 0.369579, 0.307868, 0.244734, 0.183968, 0.135335, 0.101788, 0.07293, 0.0457, 0.023853, 0.005767, -0.004137, -0.007813, -0.006806, 0.010181, 0.018151, 0.028671, 0.040655, 0.039677, 0.057857, 0.075203, 0.095943, 0.10521, 0.143462, 0.160422, 0.14972, 0.117964, 0.107962, 0.109345, 0.083414, -0.008969, -0.044821, -0.046376, -0.035683, -0.011498, 0.001146, 0.00318, 0.003469, 0.004508, -0.003271, 0.002168, 0.003179, -0.017883, -0.020094, -0.032459, -0.047436, -0.050699, -0.047142, -0.045328, -0.032876, -0.016115, 0.009019, 0.057582, 0.142316, 0.2259, 0.310026, 0.415263, 0.486017, 0.528835, 0.542326, 0.524431, 0.519133, 0.512858, 0.489768, 0.468316, 0.42212, 0.356002, 0.29277, 0.204176, 0.123712, 0.061611, 0.011907, -0.021554, -0.044141, -0.058586, -0.06592, -0.073392, -0.08477, -0.091251, -0.070639, -0.07249, -0.076709, -0.071094, -0.059134, -0.049837, -0.048486, -0.044205, -0.047789, -0.039533, -0.021677, -0.034342, -0.017381, -0.033745, -0.059058, 0.24195, 0.24195, 1.813218, 1.813218, -1.013112, -1.004275, 1.494698, -1.000606, -0.463803, 1.85862, 1.516811, 1.976905, 0.115521, 0.336884, -0.445223, -0.25426, -0.514514, -0.493522, -0.05478, 2.956318, -0.451509, 0.086241, 0.57298, 2.342152, 1.218357, 0.814729, -0.07583, 0.13546, 0.020622, -0.109101, 0.491293, 0.399593, -0.120522, 0.937063, 0.937063, 0.907179, 0.683922, 0.683922, 0.824071, 0.824071, 0.33034]"
cluster_1,weird_cluster,171,50355,10.032986669824512,"[""50355"", ""771068"", ""463709"", ""72420"", ""309747""]",50355,771068,463709,72420,309747,"[-0.289979, -0.336189, -0.45797, -0.608384, -0.804152, -0.858023, -0.992717, -1.039132, -1.017974, -0.891031, -0.874365, -0.867742, -0.794711, -0.872238, -0.928426, -0.902424, -0.868556, -0.82224, -0.838315, -0.872005, -0.888217, -0.87105, -0.90747, -0.91137, -0.887438, -0.892358, -0.888372, -0.87922, -0.850114, -0.862056, -0.906926, -0.937249, -0.950456, -0.950879, -0.935582, -0.916039, -0.913364, -0.895323, -0.880794, -0.87452, -0.865152, -0.866779, -0.861956, -0.857726, -0.857737, -0.848929, -0.843113, -0.832958, -0.831044, -0.822845, -0.821019, -0.825921, -0.827209, -0.810128, -0.788818, -0.812631, -0.813744, -0.776472, -0.772457, -0.758898, -0.729571, -0.698135, -0.591466, -0.237364, 0.340215, 0.099268, 0.013426, -0.18256, -0.434282, -0.567752, -0.649069, -0.75128, -0.854419, -0.893709, -0.873228, -0.866783, -0.880763, -0.905146, -0.943916, -0.95313, -0.914905, -0.898204, -0.863116, -0.950254, -0.958277, -0.939757, -0.934607, -0.924917, -0.909371, -0.881518, -0.865802, -0.853664, -0.886403, -0.888292, -0.877279, -0.898938, -0.905293, -0.900153, -0.879833, -0.872121, -0.858933, -0.874532, -0.868137, -0.86107, -0.864482, -0.868421, -0.86416, -0.862898, -0.857105, -0.844173, -0.845418, -0.83882, -0.830086, -0.823015, -0.817512, -0.823235, -0.823224, -0.836071, -0.834495, -0.817212, -0.819212, -0.800645, -0.814003, -0.837661, -0.844815, -0.787555, -0.712656, 0.042036, -0.061941, -0.085082, -0.077312, -0.072917, -0.058848, -0.074918, -0.056274, -0.070494, -0.091337, -0.096351, -0.094955, -0.094885, -0.085037, -0.082444, -0.083713, -0.082586, -0.079462, -0.075212, -0.068104, -0.063459, -0.050976, -0.032832, -0.015919, 0.001135, 0.02594, 0.05303, 0.091566, 0.126509, 0.163972, 0.191874, 0.201526, 0.207532, 0.209899, 0.208875, 0.191852, 0.162806, 0.127565, 0.094514, 0.054838, 0.026067, 0.002236, -0.016072, -0.031818, -0.042826, -0.053945, -0.058873, -0.066581, -0.066454, -0.066862, -0.071735, -0.067413, -0.070548, -0.063251, -0.05356, -0.050045, -0.052273, -0.046068, -0.053458, -0.066481, -0.081629, -0.103708, -0.110971, -0.117375, -0.094906, 0.080265, 0.158088, 0.176387, 0.186849, 0.143424, 0.138528, 0.10607, 0.082126, 0.046941, 0.016717, -0.008306, -0.033833, -0.057524, -0.06445, -0.080055, -0.093872, -0.095526, -0.09613, -0.097118, -0.09369, -0.085482, -0.074909, -0.057679, -0.032268, -0.005093, 0.013154, 0.040066, 0.047274, 0.063032, 0.06719, 0.076228, 0.076365, 0.077052, 0.079304, 0.078775, 0.068779, 0.059148, 0.041332, 0.013655, -0.008733, -0.028306, -0.056184, -0.072606, -0.083938, -0.090068, -0.095728, -0.091798, -0.089067, -0.086794, -0.083849, -0.063966, -0.047596, -0.03257, -0.012662, 0.001265, 0.028211, 0.050692, 0.073855, 0.107128, 0.114661, 0.126974, 0.152385, 0.148028, 0.109067, 0.919558, 0.919558, 1.221295, 1.221295, 0.038909, 0.047945, 1.321051, 0.10348, -0.13086, 0.602818, 0.33561, 0.787863, 0.719384, 0.847869, -0.042857, 0.484531, -0.640063, -0.49594, -0.014092, 1.206301, -0.929808, 0.527759, 0.083445, 0.927317, 1.177985, 1.057615, -0.249927, 0.347217, 0.206498, -0.049061, 0.034001, 0.036296, -0.013395, 0.954944, 0.954944, 0.756968, 0.805836, 0.805836, 0.893338, 0.893338, 0.247945]"
cluster_10,core,685,48665,2.9685899453709124,"[""48665"", ""42249"", ""47315"", ""48597"", ""46517""]",48665,42249,47315,48597,46517,"[-0.019522, 0.06488, 0.189895, 0.314355, 0.38731, 0.441951, 0.497925, 0.536904, 0.555953, 0.57108, 0.585156, 0.615554, 0.642647, 0.667481, 0.691046, 0.693479, 0.691202, 0.687482, 0.684386, 0.689521, 0.694793, 0.705739, 0.714368, 0.723877, 0.739791, 0.744093, 0.760926, 0.782865, 0.805266, 0.831508, 0.866837, 0.897677, 0.930502, 0.963926, 0.99657, 1.03258, 1.069638, 1.10629, 1.14361, 1.171692, 1.199565, 1.223008, 1.24259, 1.25821, 1.267886, 1.270568, 1.273957, 1.269546, 1.266824, 1.258435, 1.248446, 1.236186, 1.219503, 1.189247, 1.14903, 1.094076, 1.042327, 0.971974, 0.904355, 0.836065, 0.750348, 0.62323, 0.450672, 0.04453, -0.029511, 0.072067, 0.164796, 0.278044, 0.362385, 0.426308, 0.474781, 0.511124, 0.55879, 0.573725, 0.60213, 0.63, 0.655272, 0.668867, 0.688606, 0.695505, 0.692723, 0.689481, 0.682345, 0.69968, 0.704014, 0.709041, 0.712891, 0.723629, 0.739668, 0.74946, 0.767069, 0.786336, 0.813722, 0.842552, 0.870239, 0.904077, 0.941969, 0.974848, 1.007406, 1.042465, 1.072327, 1.107685, 1.142449, 1.17193, 1.197431, 1.216663, 1.240293, 1.253989, 1.263448, 1.267698, 1.267179, 1.263107, 1.255814, 1.245863, 1.234039, 1.22343, 1.206984, 1.177858, 1.139618, 1.090177, 1.02441, 0.948993, 0.869256, 0.801949, 0.722938, 0.591861, 0.425244, 0.073884, 0.009366, 0.004439, 0.001543, -0.000252, -0.003575, -0.005985, -0.007934, -0.007569, -0.011898, -0.01311, -0.013723, -0.020249, -0.026072, -0.028587, -0.031034, -0.027276, -0.019552, -0.007929, 0.009657, 0.021515, 0.023131, 0.016771, 0.005224, -0.012651, -0.033882, -0.053166, -0.061657, -0.065114, -0.062126, -0.063064, -0.067413, -0.06961, -0.070582, -0.068716, -0.063648, -0.065391, -0.067831, -0.064504, -0.054741, -0.032205, -0.010781, 0.008602, 0.021124, 0.021506, 0.01346, 0.003823, -0.010133, -0.021826, -0.030546, -0.032683, -0.028992, -0.024983, -0.021113, -0.018098, -0.013705, -0.01185, -0.009778, -0.007821, -0.005713, -0.003107, 0.001982, 0.004499, 0.00486, 0.006327, -0.012844, -0.016495, -0.0194, -0.019178, -0.018874, -0.021568, -0.023403, -0.025825, -0.027037, -0.026734, -0.021934, -0.021299, -0.019068, -0.017874, -0.000514, 0.024918, 0.072146, 0.136986, 0.201039, 0.244603, 0.260142, 0.260212, 0.225872, 0.172825, 0.112424, 0.070616, 0.02822, 0.005244, -0.00739, -0.013759, -0.017428, -0.020036, -0.020435, -0.016396, -0.012658, 0.000537, 0.012781, 0.035188, 0.073103, 0.11997, 0.172369, 0.226237, 0.256032, 0.254305, 0.241421, 0.197316, 0.13467, 0.072216, 0.021872, -0.000837, -0.015248, -0.017022, -0.018134, -0.018566, -0.021609, -0.022669, -0.020268, -0.018304, -0.016804, -0.015009, -0.013737, -0.015553, -0.011145, -0.008672, -1.102869, -1.102869, -0.748113, -0.748113, -0.865078, 0.00056, -1.048869, -0.497006, -0.814693, -0.189799, 0.320771, -0.258433, -1.249492, -0.992805, 0.08413, -0.393414, 0.203029, 0.161481, -0.027132, -0.404217, 0.963838, 0.244084, -0.021573, -0.311024, -0.321754, -0.292327, -0.071766, -0.076964, -0.061223, -0.030289, -0.033787, -0.045915, 0.016815, -0.284719, -0.284719, -0.234095, -0.225672, -0.225672, -0.277768, -0.277768, -0.044483]"
cluster_11,core,487,48224,3.684739473203096,"[""48224"", ""309512"", ""49859"", ""47290"", ""318602""]",48224,309512,49859,47290,318602,"[0.115576, 0.390534, 0.446214, 0.481772, 0.50467, 0.530211, 0.577023, 0.612626, 0.646174, 0.672316, 0.676729, 0.691173, 0.686178, 0.679245, 0.688921, 0.672265, 0.670991, 0.661257, 0.649407, 0.642634, 0.631728, 0.617746, 0.607753, 0.589737, 0.563154, 0.537245, 0.500992, 0.468481, 0.426395, 0.384295, 0.353891, 0.324538, 0.286383, 0.251871, 0.21543, 0.182529, 0.152023, 0.120513, 0.089001, 0.061991, 0.035797, 0.012874, -0.00743, -0.028045, -0.045701, -0.065432, -0.077043, -0.09006, -0.099948, -0.10527, -0.110247, -0.111973, -0.110279, -0.101126, -0.091283, -0.0758, -0.052111, -0.021484, 0.01665, 0.05003, 0.075971, 0.099976, 0.092453, 0.023791, 0.044015, 0.320114, 0.363501, 0.391432, 0.431666, 0.469475, 0.505213, 0.537223, 0.588257, 0.610657, 0.635291, 0.648351, 0.65998, 0.660703, 0.658511, 0.651579, 0.650118, 0.646742, 0.642719, 0.652905, 0.64503, 0.635273, 0.625413, 0.602867, 0.582312, 0.557679, 0.521844, 0.493017, 0.460609, 0.422528, 0.379624, 0.341655, 0.300754, 0.260157, 0.222452, 0.186862, 0.152199, 0.120836, 0.088747, 0.060051, 0.033994, 0.00835, -0.013424, -0.036339, -0.05538, -0.073247, -0.088023, -0.09949, -0.112026, -0.123078, -0.129766, -0.132054, -0.130799, -0.12389, -0.115008, -0.099739, -0.074203, -0.036663, 0.00313, 0.047194, 0.079186, 0.111851, 0.111516, 0.041927, 0.011018, 0.006255, 0.00341, 0.001554, -0.001775, 0.00098, 0.006763, 0.018058, 0.028761, 0.055602, 0.097614, 0.146242, 0.19518, 0.223295, 0.230727, 0.224469, 0.19252, 0.161196, 0.126631, 0.104278, 0.083508, 0.063524, 0.04643, 0.04161, 0.035042, 0.030853, 0.022975, 0.009441, -0.002186, -0.011597, -0.020585, -0.025835, -0.025914, -0.02562, -0.023701, -0.009068, 7.9e-05, 0.00693, 0.015322, 0.022569, 0.031921, 0.045461, 0.059526, 0.078562, 0.104736, 0.1273, 0.158221, 0.19425, 0.229729, 0.234425, 0.225177, 0.199294, 0.156967, 0.097646, 0.057289, 0.027749, 0.02007, 0.010459, 0.001309, -0.00124, 0.003847, 0.006349, 0.006703, 0.008017, -0.014232, -0.017449, -0.020203, -0.019901, -0.019516, -0.022684, -0.022953, -0.025935, -0.027903, -0.025545, -0.018, -0.010191, -0.001286, 0.003003, 0.005397, 0.006921, -0.011195, -0.036646, -0.051711, -0.058069, -0.063686, -0.060482, -0.053194, -0.042691, -0.031975, -0.026615, -0.02091, -0.018791, -0.019122, -0.021022, -0.022076, -0.020186, -0.020259, -0.023922, -0.023006, -0.021388, -0.018644, -0.019584, -0.02542, -0.034429, -0.044939, -0.053798, -0.058947, -0.062745, -0.061512, -0.053985, -0.041092, -0.016466, 0.006678, 0.002612, -0.004105, -0.007453, -0.012895, -0.014942, -0.02121, -0.025058, -0.023422, -0.019438, -0.017969, -0.015721, -0.014537, -0.016437, -0.012203, -0.010144, -0.388852, -0.388852, -0.278738, -0.278738, -0.20022, -0.405672, -0.320539, -0.146714, -0.094496, 0.227264, 0.066243, 0.263394, 0.067064, -0.281229, -0.523093, -0.648292, 0.210437, 0.212935, 0.04564, -0.013965, 0.343782, -0.882769, -0.011705, 0.0014, -0.114045, -0.166476, 0.159801, -0.071227, -0.056967, 0.005934, -0.025454, -0.027004, 0.023399, -0.022306, -0.022306, 0.065772, -0.053565, -0.053565, -0.003166, -0.003166, 0.002876]"
cluster_2,weird_cluster,122,197819,9.71049963679415,"[""197819"", ""308410"", ""47929"", ""196553"", ""771050""]",197819,308410,47929,196553,771050,"[0.136525, 0.263534, 0.214311, 0.058068, -0.06917, -0.245086, -0.361772, -0.439995, -0.415662, -0.359906, -0.33962, -0.299528, -0.351702, -0.385679, -0.33789, -0.306073, -0.270649, -0.233765, -0.186054, -0.187505, -0.165423, -0.142222, -0.119408, -0.093779, -0.055143, -0.016685, 0.025115, 0.066984, 0.115383, 0.155647, 0.194339, 0.2308, 0.273852, 0.318557, 0.351132, 0.382045, 0.417344, 0.454078, 0.494201, 0.515322, 0.533526, 0.550775, 0.557344, 0.57794, 0.589062, 0.605765, 0.60324, 0.592404, 0.56787, 0.537887, 0.508639, 0.46912, 0.441926, 0.401175, 0.345806, 0.288904, 0.201863, 0.174777, 0.170962, 0.194071, 0.2311, 0.212265, 0.134115, 0.184713, 0.092946, 0.246859, 0.144256, -0.058871, -0.18038, -0.221473, -0.28555, -0.301225, -0.274937, -0.223777, -0.200768, -0.192593, -0.216926, -0.220728, -0.19063, -0.188174, -0.188546, -0.161343, -0.130339, -0.084245, -0.036711, -0.001743, 0.009153, 0.043712, 0.056064, 0.088929, 0.104025, 0.142246, 0.161933, 0.193663, 0.237317, 0.287507, 0.325014, 0.352987, 0.371177, 0.409894, 0.42228, 0.453449, 0.478652, 0.50423, 0.538801, 0.547301, 0.547284, 0.553987, 0.553323, 0.552927, 0.545436, 0.5316, 0.514103, 0.50041, 0.475261, 0.432183, 0.384591, 0.359345, 0.296444, 0.198716, 0.104898, 0.068166, 0.115738, 0.119354, 0.104643, 0.051264, 0.028525, -0.216394, -0.014413, -0.03087, -0.024545, -0.02797, -0.033545, -0.043022, -0.04729, -0.052988, -0.051413, -0.071984, -0.06641, -0.069927, -0.068976, -0.073495, -0.06763, -0.061562, -0.063722, -0.064876, -0.066429, -0.054894, -0.04289, -0.039549, -0.025825, -0.020408, -0.019409, -0.00536, 0.022291, 0.042233, 0.063466, 0.088697, 0.091345, 0.092099, 0.091172, 0.104821, 0.111503, 0.102797, 0.081661, 0.052824, 0.022213, 0.01153, -0.01251, -0.02811, -0.037514, -0.04333, -0.049957, -0.063106, -0.064241, -0.055058, -0.056968, -0.044371, -0.033267, -0.017146, -0.013136, -0.042708, -0.065564, -0.063439, -0.080549, -0.056869, -0.048678, -0.039504, -0.032055, -0.025921, -0.032929, -0.021038, 0.012098, 0.027514, 0.030743, 0.047971, 0.059012, 0.076724, 0.115217, 0.165094, 0.212493, 0.285575, 0.309228, 0.330309, 0.29521, 0.242183, 0.178656, 0.151195, 0.116767, 0.087383, 0.057534, 0.026615, 0.019696, 0.029396, 0.051254, 0.074825, 0.09403, 0.099811, 0.112186, 0.116254, 0.108551, 0.123308, 0.136575, 0.136029, 0.128096, 0.137572, 0.138399, 0.126468, 0.117696, 0.126919, 0.108189, 0.089233, 0.066496, 0.036393, 0.016172, 0.007676, 0.010424, 0.023277, 0.057503, 0.089977, 0.118521, 0.146922, 0.206649, 0.237728, 0.276624, 0.275623, 0.268767, 0.247234, 0.224091, 0.148352, 0.100177, 0.07514, 0.066802, 0.044853, 0.038912, 0.021424, -0.22514, -0.22514, 1.264682, 1.264682, -1.207768, -0.94274, 0.059501, -1.095266, -0.888382, 1.584127, 1.736405, 1.446044, -0.19694, -0.240048, -0.445219, -0.25692, -0.299943, -0.167131, 0.024511, 1.207306, 0.212533, 0.726723, 0.016309, 1.157814, 0.346665, 0.37652, -0.742421, 0.247774, 0.334048, -0.858961, 0.374209, 0.638931, -0.534779, 0.568225, 0.568225, 0.718249, 0.118485, 0.118485, 0.934111, 0.934111, 0.526717]"
cluster_3,core,634,458261,3.298847946636926,"[""458261"", ""47686"", ""50777"", ""48698"", ""48424""]",458261,47686,50777,48698,48424,"[-0.004381, -0.175, -0.179754, -0.173734, -0.183132, -0.185362, -0.199739, -0.214517, -0.235824, -0.252514, -0.256842, -0.25343, -0.25122, -0.239257, -0.222974, -0.210868, -0.201697, -0.186874, -0.173108, -0.153844, -0.134247, -0.112171, -0.088777, -0.063274, -0.03665, -0.010733, 0.021648, 0.052495, 0.081569, 0.114283, 0.151832, 0.187606, 0.226057, 0.263477, 0.300626, 0.340191, 0.378871, 0.412354, 0.448343, 0.476326, 0.504284, 0.525611, 0.5451, 0.561348, 0.574259, 0.580342, 0.585096, 0.585082, 0.588756, 0.587106, 0.580288, 0.569561, 0.560327, 0.545743, 0.524544, 0.489511, 0.453058, 0.401882, 0.345548, 0.289082, 0.242358, 0.196557, 0.148579, -0.025776, -0.067489, -0.155366, -0.149037, -0.15528, -0.155354, -0.16939, -0.186721, -0.20836, -0.227511, -0.244222, -0.244127, -0.240378, -0.234651, -0.228425, -0.210675, -0.190342, -0.17709, -0.163333, -0.151686, -0.133923, -0.110592, -0.08678, -0.062947, -0.038529, -0.012817, 0.012609, 0.046122, 0.075152, 0.10948, 0.144306, 0.178563, 0.213288, 0.254509, 0.292247, 0.329377, 0.367222, 0.398315, 0.431479, 0.464787, 0.492621, 0.516966, 0.537908, 0.559847, 0.574736, 0.585183, 0.592061, 0.596111, 0.599, 0.598125, 0.595359, 0.589098, 0.578126, 0.563622, 0.546206, 0.525045, 0.490893, 0.451418, 0.397687, 0.33636, 0.281835, 0.238367, 0.196333, 0.133279, -0.018697, 0.009366, 0.003987, 0.001251, -0.000432, -0.004561, -0.009303, -0.011644, -0.012661, -0.015952, -0.015468, -0.00435, 0.004288, 0.001435, -0.004475, -0.016572, -0.034347, -0.057196, -0.081477, -0.096989, -0.110299, -0.11691, -0.120976, -0.12007, -0.114139, -0.101636, -0.092793, -0.087967, -0.083019, -0.075192, -0.069207, -0.067259, -0.066636, -0.066823, -0.068474, -0.070383, -0.076987, -0.082756, -0.088227, -0.094577, -0.102263, -0.111552, -0.118136, -0.115951, -0.110068, -0.102656, -0.091075, -0.073938, -0.056943, -0.034175, -0.013749, -0.00437, -0.005489, -0.011065, -0.016367, -0.017484, -0.017141, -0.01517, -0.011816, -0.009223, -0.004594, 0.001714, 0.004073, 0.004254, 0.006327, -0.012844, -0.015542, -0.018428, -0.018197, -0.015176, -0.010359, -0.00916, -0.00671, 0.00677, 0.025674, 0.047882, 0.080574, 0.131774, 0.174827, 0.208749, 0.211103, 0.181601, 0.138549, 0.094139, 0.05059, 0.023337, -0.004706, -0.017607, -0.020618, -0.020552, -0.016641, -0.017474, -0.016302, -0.02039, -0.020725, -0.020685, -0.021512, -0.019057, -0.018367, -0.018219, -0.018897, -0.0147, -0.012945, -0.013472, -0.01101, -0.014246, -0.01412, -0.001441, 0.025906, 0.052995, 0.096584, 0.143623, 0.18244, 0.211646, 0.210179, 0.175188, 0.140296, 0.090558, 0.053767, 0.031571, 0.012098, 0.000935, -0.002361, -0.004004, -0.009349, -0.012532, -0.014305, -0.00993, -0.008672, -0.146607, -0.146607, -0.239934, -0.239934, 0.156268, 0.531285, -0.417177, 0.372034, -0.207313, -0.229673, -0.095054, -0.294063, 0.106115, -0.380157, 0.438404, 0.192557, 0.313369, 0.264023, -0.040979, -0.181216, 0.495683, 0.703098, -0.063866, -0.134969, -0.168677, -0.122168, -0.0827, 0.055355, 0.077674, 0.010812, -0.040194, -0.058179, 0.024258, -0.073054, -0.073054, -0.032383, -0.100802, -0.100802, -0.0292, -0.0292, -0.012927]"
cluster_4,core,528,48664,1.8890723334084554,"[""48664"", ""42414"", ""47075"", ""42477"", ""46131""]",48664,42414,47075,42477,46131,"[-0.033837, 0.361556, 0.507421, 0.602439, 0.651473, 0.70088, 0.770129, 0.83603, 0.892945, 0.941866, 0.973834, 1.01891, 1.067228, 1.107862, 1.152461, 1.180934, 1.21214, 1.238507, 1.263565, 1.297052, 1.329714, 1.356716, 1.376278, 1.392783, 1.40814, 1.408995, 1.413378, 1.41251, 1.394309, 1.370087, 1.347458, 1.305792, 1.250428, 1.196851, 1.140698, 1.07522, 1.006623, 0.934688, 0.858775, 0.783515, 0.712502, 0.646194, 0.583288, 0.520547, 0.46685, 0.416496, 0.376216, 0.338836, 0.309858, 0.2833, 0.265783, 0.253884, 0.252335, 0.259895, 0.279173, 0.312299, 0.366543, 0.433828, 0.501528, 0.540047, 0.530326, 0.467162, 0.361572, 0.073882, 0.108189, 0.427023, 0.5352, 0.609838, 0.67343, 0.731346, 0.791006, 0.848419, 0.921976, 0.97128, 1.024706, 1.064341, 1.103917, 1.132321, 1.16918, 1.196177, 1.218376, 1.241195, 1.260402, 1.305827, 1.33301, 1.357087, 1.371277, 1.387997, 1.402627, 1.407416, 1.40934, 1.403746, 1.392134, 1.367555, 1.340394, 1.298925, 1.251937, 1.205381, 1.146041, 1.080797, 1.007005, 0.936333, 0.855586, 0.782673, 0.711173, 0.644138, 0.583, 0.518154, 0.46331, 0.415148, 0.372925, 0.338093, 0.307629, 0.278316, 0.258338, 0.248265, 0.247333, 0.253853, 0.272484, 0.306671, 0.355375, 0.42088, 0.481892, 0.516082, 0.504248, 0.437142, 0.340318, 0.079548, 0.009366, 0.004439, 0.001543, -0.000252, -0.003575, -0.005985, -0.007934, -0.005643, -0.009348, -0.011064, -0.011844, -0.011511, 0.001841, 0.036461, 0.097812, 0.162192, 0.231338, 0.286406, 0.318699, 0.335056, 0.338373, 0.333637, 0.324055, 0.297061, 0.26212, 0.212859, 0.145567, 0.085277, -0.004576, -0.060886, -0.068318, -0.070305, -0.069119, -0.063431, -0.03783, 0.018941, 0.091508, 0.161389, 0.232791, 0.27207, 0.302568, 0.32334, 0.330963, 0.338908, 0.338092, 0.320894, 0.287322, 0.228266, 0.158781, 0.093004, 0.031637, 0.000916, -0.012414, -0.016499, -0.011633, -0.009233, -0.007759, -0.007821, -0.005713, -0.003107, 0.001982, 0.004499, 0.00486, 0.006327, -0.012844, -0.016495, -0.0194, -0.019178, -0.018874, -0.021568, -0.023403, -0.026252, -0.029166, -0.029512, -0.026054, -0.02768, -0.029923, -0.028245, -0.025494, -0.016581, -0.005805, -0.002159, -0.007846, -0.00682, -0.008461, -0.00797, 3.6e-05, -0.000895, -0.003419, -0.010796, -0.018418, -0.023821, -0.029713, -0.035292, -0.039117, -0.039755, -0.040393, -0.039122, -0.035524, -0.030235, -0.022038, -0.015443, -0.007476, -0.003648, 0.002828, 0.001031, -0.007155, -0.009388, -0.007707, -0.009112, -0.004573, -0.00812, -0.02261, -0.026877, -0.028671, -0.028645, -0.02419, -0.022585, -0.024431, -0.024861, -0.020763, -0.018304, -0.016804, -0.015009, -0.013737, -0.015553, -0.011145, -0.008672, -1.160302, -1.160302, -0.948373, -0.948373, -0.829226, -1.2723, -0.771772, -1.161177, -0.388946, -0.165772, -0.056101, 0.120884, -1.218963, -0.876687, -1.415903, -1.452262, -0.064941, -0.065871, 0.069552, -0.41917, 0.810023, -1.422653, -0.047626, -0.322614, -0.19469, -0.116867, 0.035926, -0.126447, -0.096751, 0.035479, -0.035723, -0.03795, 0.02439, -0.304144, -0.304144, -0.265664, -0.129923, -0.129923, -0.381524, -0.381524, -0.156445]"
