objectID,title,use
47353,Vase with Lion-Shaped Handles and Cranes amid Clouds,vase
47364,Bottle,flask_and_bottle
47367,Square Vase,vase
47370,Vase,vase
47373,Vase,vase
47375,Bottle,flask_and_bottle
47380,Ring Bottle,flask_and_bottle
47382,Tea Jar,storage
47384,Sake Bottle (Tokkuri),wine_alcohol_water
47385,Vase,vase
47388,Bottle,flask_and_bottle
47389,Vase,vase
47391,Jar,storage
47394,Bottle,flask_and_bottle
47395,Wine bottle,wine_alcohol_water
47398,Vase with figures,vase
47401,Meiping vase with floral scrolls,vase
47402,Meiping vase with plum blossoms and bamboo,vase
47404,Covered Jar,storage
47407,Vase,vase
47409,Flask vase,flask_and_bottle
47412,Vase with animal masks,vase
47414,Jar with cover,storage
47420,Wine Bottle,wine_alcohol_water
47427,Vase,vase
47429,Vase with scholars in a garden,vase
47432,Vase,vase
47433,Vase,vase
47434,Vase,vase
47435,Vase,vase
47438,Vase,vase
47439,Vase,vase
47440,Vase,vase
47441,Vase,vase
47443,Vase,vase
47447,Jar,storage
47448,Wine Bottle,wine_alcohol_water
47449,Bottle,flask_and_bottle
47453,Bottle,flask_and_bottle
47455,Vase,vase
47470,Bottle,flask_and_bottle
47472,Wine Bottle,wine_alcohol_water
47473,Wine Bottle,wine_alcohol_water
47481,Vase,vase
47482,Water Bottle,wine_alcohol_water
47483,Vase,vase
47490,Vase with flowers,vase
47495,Bottle vase with floral scrolls,flask_and_bottle
47497,Double-gourd bottle with floral patterns,flask_and_bottle
47501,Vase,vase
47505,Bottle,flask_and_bottle
47506,Bottle,flask_and_bottle
47510,Vase,vase
47527,Vase,vase
47530,Vase,vase
47531,Bottle,flask_and_bottle
47534,Jar,storage
47536,Vase,vase
47540,Square Bottle,flask_and_bottle
47556,Vase,vase
47558,Bottle,flask_and_bottle
47565,Wine Bottle,wine_alcohol_water
47566,Vase,vase
47568,Vase,vase
47573,Bottle vase with floral scrolls,flask_and_bottle
47574,Bottle vase with floral scrolls,flask_and_bottle
47575,Bottle vase with floral scrolls,flask_and_bottle
47577,Bottle vase with floral scrolls,flask_and_bottle
47582,Jar decorated with auspicious characters amid plants,storage
47587,Vase with a display of antiques,vase
47589,Vase with figures in a landscape,vase
47591,Bottle,flask_and_bottle
47599,Bottle for Sweets,flask_and_bottle
47600,Vase with dragons,vase
47603,Small Vase,vase
47609,Jar with theatrical scene,storage
47615,Wine Bottle,wine_alcohol_water
47616,Covered Bottle,flask_and_bottle
47619,Vase,vase
47620,Vase with landscape,vase
47621,"Meiping vase  with peaches, pomegranades, and fingered citrons",vase
47622,"Meiping vase  with peach, pomegranade, and fingered citron",vase
47623,Jar,storage
47624,Bottle,flask_and_bottle
47625,Hanging Vase,vase
47626,Vase in the form of an archaic bronze vessel,vase
47633,Vase,vase
47634,Wine Bottle,wine_alcohol_water
47635,Bottle,flask_and_bottle
47637,Jar or Fire-holder,storage
47638,Bottle,flask_and_bottle
47640,Bottle For Sweets,flask_and_bottle
47641,Bottle,flask_and_bottle
47642,Mallet-shaped vase,vase
47644,Bottle,flask_and_bottle
47647,Vase with floral scrolls,vase
47648,Bottle,flask_and_bottle
47649,Jar with mythical creatures,storage
47656,Vase,vase
47657,Jar,storage
47659,Vase with floral scrolls,vase
47660,Covered jar with plum blossoms,storage
47665,Hanging Vase,vase
47676,Water Jar,wine_alcohol_water
47677,Bottle,flask_and_bottle
47678,Jar,storage
47679,Jar,storage
47680,Large Bottle,flask_and_bottle
47681,Bottle,flask_and_bottle
47682,Bottle,flask_and_bottle
47686,Vase,vase
47687,Vase,vase
47688,Vase,vase
47691,Bottle,flask_and_bottle
47693,Oil Bottle,flask_and_bottle
47695,Jar,storage
47696,Bottle,flask_and_bottle
47720,Bottle,flask_and_bottle
47722,Bottle,flask_and_bottle
47723,Vase with poem and mythical beast,vase
47724,Hexagonal ewer,pouring
47725,Vase,vase
47754,Vase with butterflies and flowers,vase
47755,Bottle,flask_and_bottle
47757,Vase,vase
47758,Jar,storage
47759,Jar,storage
47762,Hexagonal ewer with lion and cub,pouring
47770,Rectangular vase with animal masks,vase
47780,Vase in the form of an archaic bell,vase
47783,Vase,vase
47784,Vase,vase
47785,Vase,vase
47786,Wine Bottle,wine_alcohol_water
47787,Jar,storage
47788,Water Jar,wine_alcohol_water
47792,Vase with figures in a garden,vase
47803,Jar,storage
47804,Bottle vase,flask_and_bottle
47805,Vase,vase
47806,Bottle,flask_and_bottle
47807,Bottle,flask_and_bottle
47808,Vase,vase
47809,Bottle,flask_and_bottle
47810,Wine Bottle,wine_alcohol_water
47811,Wine bottle,wine_alcohol_water
47813,Jar,storage
47820,Water Jar,wine_alcohol_water
47821,Jar,storage
47822,Hanging Vase,vase
47828,Trefoil vase,storage
47845,Jar,storage
47846,Sencha Water Pitcher (Suichū),wine_alcohol_water
47850,Bottle,flask_and_bottle
47853,Flower Vase,vase
47854,Vase,vase
47857,Vase,vase
47858,Jar with Cover,storage
47866,Bottle with Dragons,flask_and_bottle
47869,Vase,vase
47870,Vase,vase
47872,Vase,vase
47873,Bottle,flask_and_bottle
47883,Vase,vase
47888,Bottle,flask_and_bottle
47890,Vase,vase
47892,Jar,storage
47896,Jar with Female Rider,storage
47897,Jar with Female Rider,storage
47908,Wine pot,wine_alcohol_water
47911,Vase with flowers,vase
47914,Vase with figures in a landscape,vase
47915,Square Vase,vase
47920,Ewer with a lion-formed handle,pouring
47921,Wine Bottle,wine_alcohol_water
47922,Vase,vase
47923,Flower Vase,vase
47927,Bottle vase,flask_and_bottle
47929,Ewer with Cover,pouring
47935,Double gourd vase,vase
47938,Ewer with floral pattern,pouring
47939,Bottle,flask_and_bottle
47941,Jar,storage
47942,Vase,vase
47944,Vase,vase
47945,Quadrangular vase in the form of a Neolithic ritual jade object (Cong),ritual
47946,Quadrangular vase in the form of a Neolithic ritual jade object (cong),ritual
47947,Vase,vase
47948,Vase,vase
47949,Jar,storage
47950,Wine Bottle,wine_alcohol_water
47951,Oil Bottle,flask_and_bottle
47953,Vase,vase
47958,Jar,storage
47959,Vase,vase
47970,Vase,vase
47972,Bucket,other
47973,Vase,vase
47977,Vase,vase
47982,Vase,vase
47983,Vase,vase
47985,Small Jar (Kotsubo),storage
47988,Bottle vase,flask_and_bottle
47989,Vase with floral patterns,vase
47990,Vase,vase
48012,Bottle,flask_and_bottle
48013,Oil Bottle,flask_and_bottle
48015,Flower Vase,vase
48017,Bottle,flask_and_bottle
48027,Jar,storage
48051,Vase with clouds,vase
48052,Tea leaf jar with ladies at leisure,storage
48058,Vase with ladies,vase
48084,Jar,storage
48085,Jar with flowers,storage
48086,Bottle,flask_and_bottle
48088,Bottle,flask_and_bottle
48096,Vase,vase
48099,Water pot and cover,wine_alcohol_water
48124,Miniature vase,vase
48126,Jar with dragon,storage
48128,Covered ewer with floral patterns,pouring
48129,Covered jar with handles,storage
48148,Ritual vessel,ritual
48156,Yuhuchun vase with lotus petals,vase
48172,Jar,storage
48173,Vase with floral and geometric ornaments,vase
48174,Jar with Cover,storage
48175,Covered ewer with figures in a garden,pouring
48187,Miniature jar,storage
48189,Miniature vase,vase
48202,"Hexagonal vase with ladies, plants, and landscape",vase
48203,Gourd-form bottle vase,flask_and_bottle
48204,Vase,vase
48211,Vase,vase
48216,Jar decorated with auspicious characters amid plants,storage
48222,Bottle with floral scrolls,flask_and_bottle
48223,"Covered jar with ""Hundred Antique"" pattern",storage
48224,Bottle for a water pipe (huqqa),wine_alcohol_water
48228,Vase with boy riding an ox,vase
48244,Vase,vase
48246,Vase in the form of a Neolithic ritual object cong,ritual
48251,Vase,vase
48254,Meiping vase,vase
48267,Jar,storage
48271,Bottle,flask_and_bottle
48272,Jar with Cover,storage
48275,Bottle,flask_and_bottle
48276,Vase,vase
48278,Bottle,flask_and_bottle
48280,Vase with flowers and rocks,vase
48281,Jug with dragon handle and floral madellions,pouring
48284,Double gourd bottle,flask_and_bottle
48285,Vase with ladies and plants,vase
48286,Vase with landscape,vase
48304,Bottle vase,flask_and_bottle
48305,Bottle vase with dragon,flask_and_bottle
48306,Bottle vase,flask_and_bottle
48307,Meiping vase,vase
48308,Vase,vase
48309,Meiping vase,vase
48310,Meiping vase,vase
48311,Vase with dragon amid floral scrolls,vase
48312,Meiping vase,vase
48314,Meiping vase,vase
48316,Ewer,pouring
48318,Jar with three lugs,storage
48324,Vase with ladies and flowers,vase
48329,Vase with mythical creature qilin,vase
48330,Bottle vase,flask_and_bottle
48331,Minature bottle vase,flask_and_bottle
48332,Minature meiping vase,vase
48333,Miniature meiping vase,vase
48334,Miniature meiping vase,vase
48335,Minature meiping vase,vase
48337,Vase with flowers and poem,vase
48338,Meiping vase with flowers,vase
48339,Minature bottle vase,flask_and_bottle
48340,Miniature meiping vase,vase
48343,Double gourd vase,vase
48346,Miniature vase,vase
48351,Vase,vase
48357,Water pot,wine_alcohol_water
48359,Double gourd vase with ruyi form handles,vase
48369,Meiping vase,vase
48387,Vase with flowers,vase
48390,Meiping vase,vase
48391,Water pot,wine_alcohol_water
48395,Meiping vase with floral patterns,vase
48411,Jar with two lugs,storage
48424,Jar with flowers,storage
48425,Vase,vase
48432,Jar,storage
48451,Jar with two lugs,storage
48456,Jar,storage
48461,Bottle,flask_and_bottle
48462,Meiping vase with dragon,vase
48466,Meiping vase with floral scrolls,vase
48467,Pilgrim Bottle,flask_and_bottle
48480,Vase,vase
48481,Jar,storage
48482,Vase,vase
48483,Wine Jug,wine_alcohol_water
48489,Bottle,flask_and_bottle
48504,Pilgrim bottle with dragons,flask_and_bottle
48506,Vase,vase
48507,Ewer,pouring
48509,Pot with two handles,other
48516,Vase,vase
48527,Pilgrim Bottle,flask_and_bottle
48532,Granary urn,storage
48544,Vase in shape of winter melon,vase
48546,Vase,vase
48550,Jar,storage
48551,Vase,vase
48552,Jar with lion-head ornaments,storage
48558,Vase with phoenixes amid flowers,vase
48559,Gourd-shaped vase with gourds on vines and bats,vase
48560,Bottle,flask_and_bottle
48562,Vase with poetric scenes,vase
48564,Bottle vase,flask_and_bottle
48565,Jar,storage
48566,Vase with dragon,vase
48569,Meiping vase with flowers,vase
48570,Vase,vase
48571,Bottle,flask_and_bottle
48572,Vase with scenes from Romance of the West Chamber,vase
48573,Covered Vase,storage
48575,Vase,vase
48577,Vase with Incised Design and Salamander Handles in Kochi Style,vase
48579,Covered Jar,storage
48580,Vase,vase
48581,Vase with mounted hunters,vase
48590,"Vase with dragon, phoenixes, and butterflies",vase
48591,Vase,vase
48592,Vase,vase
48593,Covered Jar,storage
48594,Vase,vase
48595,Vase,vase
48596,Long neck bottle,flask_and_bottle
48597,Vase,vase
48598,Vase,vase
48602,Vase,vase
48603,Vase,vase
48604,Vase,vase
48608,Square vase with scenes of four seasons,vase
48609,Square vase with scenes of four seasons,vase
48610,Square vase with birds and flowers,vase
48611,Square vase with birds and flowers,vase
48612,Square vase with scenes of four seasons,vase
48613,Vase,vase
48616,Bottle with Lion,flask_and_bottle
48620,Vase with elephant head handles and floral decoration,vase
48621,Vase with cranes and peaches,vase
48625,Vase,vase
48626,Vase with butterflies amid melon vines,vase
48627,Jar with floral patterns,storage
48628,Vase with Garden Scene,vase
48629,Vase with dragon,vase
48631,Bottle vase with floral scrolls,flask_and_bottle
48632,Covered jar with birds and flowers,storage
48633,Bottle,flask_and_bottle
48634,Vase with coiling dragon,storage
48635,Vase,vase
48636,Gobular bottle with dragon,flask_and_bottle
48637,Vase with immortals,vase
48639,Jar,storage
48640,Jar with lotus scrolls,storage
48641,Bottle vase with floral scrolls,flask_and_bottle
48643,Vase,vase
48644,Vase,vase
48645,Vase,vase
48646,Bottle,flask_and_bottle
48647,Bottle,flask_and_bottle
48648,Vase decorated with auspicious animals,vase
48649,Jar with Flowers,storage
48650,Covered jar with flowers,storage
48653,Vase with lions,vase
48654,Vase,vase
48655,Jar with Cover,storage
48660,Vase,vase
48661,Square vase,vase
48662,Vase,vase
48663,Bottle,flask_and_bottle
48664,Bottle,flask_and_bottle
48665,Vase,vase
48666,Bottle,flask_and_bottle
48669,Vase,vase
48676,Square vase with flowers of four seasons,vase
48677,Vase with lion-head handles,vase
48679,Jar with scholars and crane,storage
48682,Vase,vase
48686,Vase,vase
48689,Jar with human figures and crane,storage
48690,Vase,vase
48691,Vase with birds and flowers,vase
48694,Square vase with birds and flowers,vase
48695,Vase with relief decoration of figures,vase
48696,Vase with birds and flowers,vase
48697,Vase with flower and rock,vase
48698,Vase with archaistic pattern,vase
48699,Vase with relief decoration of figures,vase
48700,Vase with birds and flowers,vase
48701,Vase with birds and flowers,vase
48702,Vase with roundels of phoenix and chi dragon,vase
48703,Vase,vase
48704,Vase,vase
48706,Long neck bottle with lions,flask_and_bottle
48711,Vase with Scene from the Dragon Boat Festival,vase
48712,Wine container (hu),wine_alcohol_water
48713,Vase with floral scrolls,vase
48714,Vase,vase
48716,Bottle vase with floral scrolls,flask_and_bottle
48717,Bottle vase with floral scrolls,flask_and_bottle
48720,Large Jar,storage
48725,"Vase with lion, elephant, and qilin",vase
48726,Jar with Cover,storage
48727,Vase,vase
48734,Vase,vase
48735,Vase with floral scrolls,vase
48736,Vase with chi dragons,vase
48740,Vase with women and boys in a garden,vase
48741,Vase with Immortals Offering the Peaches of Longevity,ritual
48742,Covered jar with birds and flowers,storage
48745,Vase with narrative scene,vase
48746,Vase,vase
48747,Large Vase,vase
48748,Vase,vase
48749,Hexagonal vase with Rococo-style flowers,vase
48750,Large Jar,storage
48751,Covered jar with baskets of flowers,storage
48754,Vase in Trumpet Shape,vase
48755,Large Vase,vase
48757,Covered jar with flowers,storage
48758,Vase with lions,vase
48759,Vase,vase
48761,Covered jar with plum blossoms,storage
48762,Vase with birds and flowers,vase
48764,Vase with children at play and scholars in gathering,vase
48765,Vase,vase
48766,Vase with scene from Romance of the Three Kingdoms,vase
48767,Vase with Birthday Reception for General Guo Ziyi,vase
48768,Vase with floral scrolls,vase
48769,Vase with birds and flowers,vase
48771,Vase,vase
48772,Covered jar with lions,storage
48773,Vase,vase
48774,Vase,vase
48775,Vase,vase
48776,Vase with figural scene,vase
48777,Covered jar with landscape and flowers,storage
48781,Vase with floral scrolls,vase
48800,Bottle vase,flask_and_bottle
48801,Vase,vase
48809,Bottle and cover,flask_and_bottle
48840,Vase,vase
48841,Vase with archaistic decoration,vase
48842,Vase with millefleurs decoration,vase
48844,Bottle with an entwined dragon,wine_alcohol_water
48846,Bottle,flask_and_bottle
48850,Jar with Lid,storage
48852,Bottle,flask_and_bottle
48854,Hexagonal vase,vase
48855,Vase,vase
48857,Wine bottle,wine_alcohol_water
48859,Vase with floral patterns,vase
49135,Jar (Guan),storage
49136,Jar,storage
49139,Vase (Hu),vase
49142,Jar (Hu),storage
49189,Bottle with Daoist Immortals,flask_and_bottle
49191,Large Vase with Cover and Design of Peacocks,storage
49201,Ewer with lug handles,pouring
49203,Jar,storage
49204,Ewer with phoenix,pouring
49206,Vase,vase
49207,Vase with abstract scroll decoration,vase
49208,Ewer,pouring
49214,Ewer,pouring
49215,Bottle with Peonies,flask_and_bottle
49216,Bottle with Peony Scroll,flask_and_bottle
49222,Bottle with lotuses,flask_and_bottle
49248,Covered jar with plum blossoms,storage
49261,Vessel,other
49262,Jar,storage
49264,Flask,flask_and_bottle
49266,Jar,storage
49267,Jar for Sutra Burial (Sankinko),ritual
49268,Jar in Meiping Shape with Incised Floral Design,storage
49269,Flower Vase with Stamped Design of Lotus,vase
49270,Storage jar,storage
49272,Jar,storage
49273,Storage jar,storage
49274,Storage jar,storage
49280,Sake Bottle (Tokkuri) with Decoration of Three-Leaf Arrowhead,wine_alcohol_water
49293,"Apothecary Bottle with Initial ""M"" in Laurel Wreath",flask_and_bottle
49295,Apothecary bottle,flask_and_bottle
49296,Apothecary bottle,flask_and_bottle
49298,Ewer with Figures in Landscape,pouring
49299,Vase with Figures in Landscape,vase
49305,Vase,vase
49308,Jar with Mythical Qilin (Kirin) and Chrysanthemums,storage
49316,Octagonal Jar with Decoration of Flowering Cherry and Chrysanthemum,storage
49318,Ewer with Strap Handle and Floral Decoration,pouring
49319,Large Baluster Jar with Phoenix and Figure of Hawk on Lid,storage
49323,Sake Bottle in the Shape of a Gourd,wine_alcohol_water
49335,Kundika (Long-Necked Bottle),flask_and_bottle
49344,Vase with Flowers and Birds,vase
49346,Vase,vase
49351,Vase,vase
49352,"Vase decorated with flowers, birds, and poems",vase
49356,Vase with Dragon Handles,vase
49359,Long-Necked Jar (Chōkeiko),storage
49360,Vase,vase
49362,Vase with Poems Composed by the Qianlong Emperor,vase
49363,Flask,flask_and_bottle
49364,Covered jar with landscape scenes,storage
49366,Vase,vase
49425,Octagonal Sake Bottle with Landscape Design,wine_alcohol_water
49426,Hexagonal Sake Ewer with Landscape Design,wine_alcohol_water
49533,Jar (Labakou Hu),storage
49553,Amphora with dragon-shaped handles,storage
49559,Covered jar,storage
49825,Covered Jar,storage
49833,Covered Jar,storage
49850,Vase,vase
49852,Vase,vase
49855,Flask with Lotus Pond,flask_and_bottle
49856,Bottle with Two Handles,flask_and_bottle
49857,Vase with rabbits,vase
49859,Vase,vase
49861,Vase with Figures in Landscape,vase
49862,Vase with Figures in Landscape,vase
49864,Jar,storage
49896,Jar,storage
49898,Jar (Guan),storage
49899,Jar (Guan),storage
49900,Jar,storage
49903,Jar,storage
49905,Amphora with dragon-shaped handles,storage
49909,Ewer with loop handles,pouring
49914,Vase,vase
49915,Covered Jar,storage
49920,Vase with Peony Scrolls,vase
49924,Flower Pot,other
50020,Vase,vase
50026,Bottle,flask_and_bottle
50027,Vase,vase
50033,Vase with Garden Scene,vase
50036,Vase with Elephant Handles,vase
50037,Vase,vase
50043,Vase,vase
50143,Covered jar with baskets of flowers,storage
50165,Jar,storage
50186,Freshwater Jar (Mizusashi) with Pines,wine_alcohol_water
50187,Large Wine Bottle,wine_alcohol_water
50192,"Bottle with Rock, Flowers, and Birds",flask_and_bottle
50211,Bottle in meiping shape with “tortoiseshell” glaze,flask_and_bottle
50213,Urn or Jar,storage
50226,Jar,storage
50229,Jar,storage
50230,Vase in Meiping Shape,vase
50235,Vase,vase
50236,Vase in the shape of a flower,vase
50247,Vase,vase
50305,Jar,storage
50311,Jar,storage
50313,Large Storage Jar (Ōtsubo),storage
50314,Vessel with Straw Hole,other
50315,Long-Necked Bottle,flask_and_bottle
50316,Four-Legged Jar (Yonsoku-tsubo),storage
50317,Storage jar,storage
50328,Sake Bottle (Tokkuri) with Flowers and Grasses,wine_alcohol_water
50329,Sake Bottle (Tokkuri) with Chinese Character Meaning “Treasure”,wine_alcohol_water
50331,Jar (Tsubo) with Four Loop Handles and Flower Medallions,storage
50332,Jar (Tsubo) with Landscape and Figures,storage
50333,Freshwater Jar (Mizusashi) with Plants and Auspicious Motifs,wine_alcohol_water
50334,Freshwater Jar (Mizusashi) with Pine (front) and Plum with Bamboo (reverse),wine_alcohol_water
50335,Tall Freshwater Jar (Hoso-mizusashi) with Striped Design,wine_alcohol_water
50338,Bottle,flask_and_bottle
50349,Vase in Shape of Archaic Chinese bronze,vase
50350,Bottle with  Pine Tree,flask_and_bottle
50354,Wine Ewer with Lotuses,wine_alcohol_water
50355,Wine Ewer with Lid,wine_alcohol_water
50356,Wine Ewer with Chrysanthemums and Lotus Flowers,wine_alcohol_water
50357,Bottle decorated with chrysanthemums and lotus petals,flask_and_bottle
50359,Wine Ewer with Lid,wine_alcohol_water
50362,Squared Jar with Cover (Fanghu),storage
50463,Bottle,flask_and_bottle
50473,Vase with Floral and Landscape Decor,vase
50502,Bottle,flask_and_bottle
50506,Vase with landscape,vase
50524,Vase,vase
50536,Jar,storage
50547,Ewer with Cover,pouring
50548,Bottle Vase,flask_and_bottle
50563,Jar (Guan),storage
50567,Bottle,flask_and_bottle
50568,Vase,vase
50655,Jar,storage
50659,Jar,storage
50692,Vase,vase
50694,Meiping (Plum) Vase with Bamboo and Rocks,vase
50700,Jar with Abstract Decoration,storage
50702,Jar (Hu),storage
50707,Jar (Guan),storage
50708,Jar (Guan),storage
50709,Jar with loop handles,storage
50713,Vase in the shape of an ancient ritual beaker (gu),ritual
50714,Vase in the shape of an ancient ritual beaker (gu),ritual
50722,Bottle,flask_and_bottle
50726,Vase,vase
50735,Vase,vase
50737,Minature meiping vase,vase
50738,Minature vase,vase
50739,Vase,vase
50740,Vase,vase
50741,Square vase,vase
50742,Square vase,vase
50743,Square vase,vase
50747,Vase with flowers,vase
50748,Vase with flowers,vase
50749,Vase with flowers,vase
50765,Ewer,pouring
50770,Small Jar,storage
50773,Vase,vase
50777,Vase,vase
50783,Vase,vase
50813,Vase,vase
50815,Vase,vase
50816,Vase,vase
50817,Vase,vase
50819,Vase,vase
50820,Vase,vase
50824,Vase with Daoist Immortals,vase
50830,Vase with figural scene,vase
50834,Vase,vase
50837,Vase with figural scenes,vase
50839,Vase with scenes and poems from Farming and Weaving,vase
50840,Vase with scenes and poems from Farming and Weaving,vase
50841,Vase,vase
50842,Vase with Women’s Activities,vase
50844,Temple vase with dragons and clouds,vase
50846,Vase,vase
50848,Jar with immortals,storage
50880,Vase,vase
50881,Vase,vase
50883,Vase,vase
50884,Vase,vase
50885,Ewer,pouring
50886,Vase with flowers,vase
50891,"Vase with ladies, plants, and landscape",vase
50906,Vase,vase
50907,Jar with Cover,storage
50908,"Bottle with Theme of the ""Hundred Antiques""",flask_and_bottle
50919,Covered jar decorated with blossoming plum and cracked ice,storage
50921,Vase with flowers,vase
50935,"Vase with Daoist immortals, flower sprays, and dragons",vase
50938,Vase,vase
50942,Vase,vase
50943,Vase with Warrior,vase
50944,Meiping vase with dragon,vase
50948,Covered Jar,storage
50950,Vase,vase
50952,Vase,vase
50960,Covered Ewer,pouring
50963,Gourd-Shaped Vase,vase
50971,Jar,storage
50973,Miniature covered jar and “inkstone”,storage
50975,Covered Jar,storage
50981,Vase,vase
50998,Vase,vase
50999,Vase,vase
51000,Bottle,flask_and_bottle
51001,Bottle,flask_and_bottle
51002,Bottle,flask_and_bottle
51003,Bottle,flask_and_bottle
51005,Vase,vase
51007,Vase,vase
51008,Vase with Dragons and Waves,vase
51009,Vase decorated with blossoming plum,vase
51010,Vase decorated with blossoming plum,vase
51011,Bottle,flask_and_bottle
51012,Vase,vase
51013,Vase,vase
51014,Vase,vase
51015,Vase,vase
51017,Vase,vase
51018,Vase,vase
51019,Vase,vase
51020,Vase with Elephant Heads and Cloud Designs,vase
51021,Vase,vase
51023,Gallipot,storage
51024,Jar,storage
51025,Vase,vase
51026,Jar,storage
51027,Bottle,flask_and_bottle
51032,Vase,vase
51041,Bottle vase,flask_and_bottle
51044,Covered Jar,storage
51045,Jar with peony scroll,storage
51049,Jar,storage
51050,Vase,vase
51056,Miniature Vase,vase
51063,Vase with dragon,vase
51064,Bottle,flask_and_bottle
51066,Vase,vase
51067,Vase,vase
51080,Pilgrim Bottle,flask_and_bottle
51106,Vase,vase
51124,Covered Jar,storage
51130,Vase,vase
51133,Vase decorated with bats and peaches amid scrolling floral vines,vase
51134,Vase,vase
51138,Vase decorated with bats and peaches amid scrolling floral vines and “double happiness” character,vase
51142,Vase in Meiping Shape,vase
51160,Double Vase,vase
51161,Vase,vase
51168,Vase,vase
51173,Vase in the Shape of Buddha's-Hand Citron,vase
51179,Vase in the shape of a gourd,vase
51183,Quadruple Vase,vase
51187,Jar,storage
51192,Vase,vase
51206,Vase,vase
51210,Vase,vase
51213,Jar,storage
51217,Vase,vase
51218,Vase,vase
51222,Vase,vase
51223,Vase,vase
51224,Vase,vase
51232,Vase,vase
51245,Jar with floral pattern,storage
51247,Vase,vase
51359,Maebyeong,other
51946,Vessel,other
52014,Mortuary Urn,storage
52017,Bottle,flask_and_bottle
52018,Vase,vase
52019,Vase,vase
52020,Vase with birds and flowers,vase
52021,Prunus Vase,vase
52022,Vase,vase
52023,Vase with performance of dragon boat,vase
52024,Vase with peony and magnolia,vase
52026,Vase,vase
52029,Vase,vase
52033,Covered Jar,storage
52034,Covered Jar,storage
52036,Bottle vase,flask_and_bottle
52038,Vase,vase
52039,Vase with Village Scene,vase
52040,Vase,vase
52041,Vase with deer and pine tree,vase
52043,Vase,vase
52044,Writer's Water Bottle,wine_alcohol_water
52046,Vase,vase
52047,Vase,vase
52049,Vase,vase
52050,Writer's Water Bottle,wine_alcohol_water
52052,Vase,vase
52053,Vase,vase
52054,Water Jar,wine_alcohol_water
52055,Vase,vase
52056,Vase with Coiling Dragon,storage
52057,Vase,vase
52058,Writer's Water Bottle,wine_alcohol_water
52059,Writer's Water Bottle,wine_alcohol_water
52060,Vase,vase
52061,Vase,vase
52063,Vase with flower and rock,vase
52064,Covered Jar,storage
52065,Miniature vase,vase
52066,Bottle,flask_and_bottle
52067,Covered Jar,storage
52069,Funerary Urn,ritual
52075,Jar,storage
52076,Jar,storage
52081,"Small jar and cover decorated with chrysanthemums, cranes, and clouds",storage
52085,Oil Bottle,flask_and_bottle
52089,Tea Jar,storage
52208,Rectangular Vase with Raised Netting Pattern,vase
52214,Bottle,flask_and_bottle
52215,Small Jar,storage
52216,Small Jar,storage
52217,Jar (Tsubo) with Chrysanthemums,storage
52218,Jar (Tsubo) with Landscape,storage
52219,Jar (Tsubo) with Flowering Plant,storage
52220,Small Jar (Ko-tsubo) with Flowers,storage
52222,Jar,storage
52224,Bottle with Character Design,flask_and_bottle
52252,Small Jar (Kotsubo) with Relief Plum- Blossom Patterns,storage
52259,Oil bottle,flask_and_bottle
52260,Jar with Chrysanthemums and Rocks,storage
52261,Jar,storage
52298,Wine bottle,wine_alcohol_water
52300,Sake Bottle (Tokkuri) with Auspicious Patterns,wine_alcohol_water
52304,Wine bottle,wine_alcohol_water
52305,Wine bottle,wine_alcohol_water
52377,Jar,storage
52383,Water jar,wine_alcohol_water
52390,Vase,vase
52391,Vase,vase
52397,Wine Bottle,wine_alcohol_water
52398,Bottle with Cover,flask_and_bottle
52399,Cake Jar,storage
52400,Bottle,flask_and_bottle
52401,Square Bottle,flask_and_bottle
52436,Vase,vase
52442,Freshwater Jar (Mizusashi) with Bamboo,wine_alcohol_water
52461,Water Bottle in the Form of a Mouse,wine_alcohol_water
52470,"Water Jar with Dragon, Mount Fuji, Kirin, Cockerels, and Auspicious Motifs",wine_alcohol_water
52479,Wine bottle,wine_alcohol_water
52491,Jar with cover,storage
52492,Water Jar with Poetry Gathering at the Orchid Pavilion,wine_alcohol_water
52506,Jar,storage
52513,Water Jar,wine_alcohol_water
52514,Water Jar (Mizusashi) with Pine Trees,wine_alcohol_water
52517,Vase,vase
52518,Vase,vase
52524,Jar,storage
52546,Jar,storage
52547,Vase,vase
52562,Flask with molded decoration,flask_and_bottle
52563,Flask with molded decoration,flask_and_bottle
52568,Jar with handle,storage
52569,Vase,vase
52605,Vase with dragons,vase
52609,Bottle with Floral Decoration,flask_and_bottle
52610,Vase,vase
52611,Vase,vase
52624,Jar,storage
52626,Vase,vase
52638,Vase,vase
52639,Jar,storage
52656,Vase in the shape of a double gourd,vase
52658,Jar,storage
52659,Vase,vase
52662,Vase,vase
52679,Vase,vase
52681,Vase,vase
52682,Vase,vase
52685,Covered Jar,storage
52709,Jar,storage
52711,Vase,vase
52712,Wine Vessel with Daoist Immortals,wine_alcohol_water
52719,Jar,storage
52720,Vase,vase
52732,Jar,storage
52735,Jar,storage
52736,Vase,vase
52739,Jar,storage
52753,Jar with scene of Wang Xizhi (303–361) watching geese,storage
52755,Jar,storage
52765,Jar with Mythical Qilin amidst Tree Peonies,storage
52767,Covered Jar,storage
52777,Vase with Poet Zhou Dunyi,vase
52778,Jar with Ducks in Lotus Pond,storage
52780,Vase,vase
52794,Vase,vase
52797,Jar,storage
52798,Jar with Mythical Qilin,storage
52801,Vase,vase
52802,Vase,vase
52803,Tea jar,storage
